"id_vmpp";"codigo_obm";"nome_vmp";"vmp_nome";"qtd_vmp";"un_qtd_vmp";"catmats"
"551790";"@brasil55695376763";"Olanzapina 10 mg comprimido x 30 comprimidos";"Olanzapina 10 mg comprimido";"30,000";"comprimido";
"551794";"@brasil20410686294";"Olanzapina 10 mg comprimido x 450 comprimidos";"Olanzapina 10 mg comprimido";"450,000";"comprimido";
"551795";"@brasil73403446897";"Olanzapina 10 mg comprimido x 490 comprimidos";"Olanzapina 10 mg comprimido";"490,000";"comprimido";
"551797";"@brasil88481064735";"Olanzapina 10 mg comprimido x 500 comprimidos";"Olanzapina 10 mg comprimido";"500,000";"comprimido";
"551796";"@brasil84972982005";"Olanzapina 10 mg comprimido x 56 comprimidos";"Olanzapina 10 mg comprimido";"56,000";"comprimido";
"551798";"@brasil33689249270";"Olanzapina 10 mg comprimido x 60 comprimidos";"Olanzapina 10 mg comprimido";"60,000";"comprimido";
"551799";"@brasil83463566683";"Olanzapina 10 mg comprimido x 7 comprimidos";"Olanzapina 10 mg comprimido";"7,000";"comprimido";
"551800";"@brasil61823613703";"Olanzapina 10 mg comprimido x 90 comprimidos";"Olanzapina 10 mg comprimido";"90,000";"comprimido";
"551801";"@brasil76415305622";"Olanzapina 10 mg comprimido x 98 comprimidos";"Olanzapina 10 mg comprimido";"98,000";"comprimido";
"566923";"@brasil74821523376";"Olanzapina 10 mg pó para solução para injeção; frasco-ampola x 1 frasco-ampola";"Olanzapina 10 mg pó para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"551802";"@brasil43838016597";"Olanzapina 2,5 mg comprimido x 10 comprimidos";"Olanzapina 2,5 mg comprimido";"10,000";"comprimido";
"551803";"@brasil93557996865";"Olanzapina 2,5 mg comprimido x 14 comprimidos";"Olanzapina 2,5 mg comprimido";"14,000";"comprimido";
"551804";"@brasil94787696492";"Olanzapina 2,5 mg comprimido x 15 comprimidos";"Olanzapina 2,5 mg comprimido";"15,000";"comprimido";
"551806";"@brasil77316326023";"Olanzapina 2,5 mg comprimido x 200 comprimidos";"Olanzapina 2,5 mg comprimido";"200,000";"comprimido";
"551805";"@brasil21641560478";"Olanzapina 2,5 mg comprimido x 28 comprimidos";"Olanzapina 2,5 mg comprimido";"28,000";"comprimido";
"551807";"@brasil30973215543";"Olanzapina 2,5 mg comprimido x 30 comprimidos";"Olanzapina 2,5 mg comprimido";"30,000";"comprimido";
"551808";"@brasil72362795520";"Olanzapina 2,5 mg comprimido x 450 comprimidos";"Olanzapina 2,5 mg comprimido";"450,000";"comprimido";
"551809";"@brasil98248169918";"Olanzapina 2,5 mg comprimido x 490 comprimidos";"Olanzapina 2,5 mg comprimido";"490,000";"comprimido";
"551811";"@brasil54004937737";"Olanzapina 2,5 mg comprimido x 500 comprimidos";"Olanzapina 2,5 mg comprimido";"500,000";"comprimido";
"551810";"@brasil62025043396";"Olanzapina 2,5 mg comprimido x 56 comprimidos";"Olanzapina 2,5 mg comprimido";"56,000";"comprimido";
"551813";"@brasil56134989201";"Olanzapina 2,5 mg comprimido x 60 comprimidos";"Olanzapina 2,5 mg comprimido";"60,000";"comprimido";
"551812";"@brasil89442558337";"Olanzapina 2,5 mg comprimido x 7 comprimidos";"Olanzapina 2,5 mg comprimido";"7,000";"comprimido";
"551814";"@brasil96637846674";"Olanzapina 2,5 mg comprimido x 90 comprimidos";"Olanzapina 2,5 mg comprimido";"90,000";"comprimido";
"551815";"@brasil63500362441";"Olanzapina 2,5 mg comprimido x 98 comprimidos";"Olanzapina 2,5 mg comprimido";"98,000";"comprimido";
"551816";"@brasil76173138534";"Olanzapina 5 mg comprimido x 10 comprimidos";"Olanzapina 5 mg comprimido";"10,000";"comprimido";
"551817";"@brasil51847951274";"Olanzapina 5 mg comprimido x 14 comprimidos";"Olanzapina 5 mg comprimido";"14,000";"comprimido";
"551818";"@brasil84073028469";"Olanzapina 5 mg comprimido x 15 comprimidos";"Olanzapina 5 mg comprimido";"15,000";"comprimido";
"551819";"@brasil49644112222";"Olanzapina 5 mg comprimido x 200 comprimidos";"Olanzapina 5 mg comprimido";"200,000";"comprimido";
"551848";"@brasil55336837406";"Olanzapina 5 mg comprimido x 28 comprimidos";"Olanzapina 5 mg comprimido";"28,000";"comprimido";
"551820";"@brasil63599858835";"Olanzapina 5 mg comprimido x 30 comprimidos";"Olanzapina 5 mg comprimido";"30,000";"comprimido";
"551822";"@brasil16753541667";"Olanzapina 5 mg comprimido x 450 comprimidos";"Olanzapina 5 mg comprimido";"450,000";"comprimido";
"551821";"@brasil31837961176";"Olanzapina 5 mg comprimido x 490 comprimidos";"Olanzapina 5 mg comprimido";"490,000";"comprimido";
"551823";"@brasil94431267739";"Olanzapina 5 mg comprimido x 500 comprimidos";"Olanzapina 5 mg comprimido";"500,000";"comprimido";
"551824";"@brasil43676093090";"Olanzapina 5 mg comprimido x 56 comprimidos";"Olanzapina 5 mg comprimido";"56,000";"comprimido";
"551825";"@brasil11321467593";"Olanzapina 5 mg comprimido x 60 comprimidos";"Olanzapina 5 mg comprimido";"60,000";"comprimido";
"551826";"@brasil45044219971";"Olanzapina 5 mg comprimido x 7 comprimidos";"Olanzapina 5 mg comprimido";"7,000";"comprimido";
"551827";"@brasil90012228491";"Olanzapina 5 mg comprimido x 90 comprimidos";"Olanzapina 5 mg comprimido";"90,000";"comprimido";
"551828";"@brasil97395220871";"Olanzapina 5 mg comprimido x 98 comprimidos";"Olanzapina 5 mg comprimido";"98,000";"comprimido";
"551829";"@brasil56465106098";"Olaparibe 50 mg cápsula x 448 cápsulas";"Olaparibe 50 mg cápsula";"448,000";"cápsula";
"576797";"@brasil45939170997";"Óleo de Cade 3 mg/g + Alcatrão de Pinho 3 mg/g + Alcatrão Mineral 3 mg/g sabonete x 100 g";"Óleo de Cade 3 mg/g + Alcatrão de Pinho 3 mg/g + Alcatrão Mineral 3 mg/g sabonete";"100,000";"g (Grama)";
"576798";"@brasil77194351192";"Óleo de Cade 3 mg/mL + Alcatrão de Pinho 3 mg/mL + Alcatrão Mineral 3 mg/mL xampu x 120 mL";"Óleo de Cade 3 mg/mL + Alcatrão de Pinho 3 mg/mL + Alcatrão Mineral 3 mg/mL xampu";"120,000";"mL (Mililitro)";
"576799";"@brasil56861415620";"Óleo de Cade 3 mg/mL + Alcatrão de Pinho 3 mg/mL + Alcatrão Mineral 3 mg/mL xampu x 200 mL";"Óleo de Cade 3 mg/mL + Alcatrão de Pinho 3 mg/mL + Alcatrão Mineral 3 mg/mL xampu";"200,000";"mL (Mililitro)";
"576800";"@brasil20206582527";"Óleo de Fígado de Bacalhau 58,8 mg/mL + Palmitato de Retinol 253 unidades internacionais/mL + Colecalciferol 25,2 unidades internacionais/mL emulsão oral x 200 mL";"Óleo de Fígado de Bacalhau 58,8 mg/mL + Retinol 253 unidades internacionais/mL + Colecalciferol 25,2 unidades internacionais/mL emulsão oral";"200,000";"mL (Mililitro)";
"576807";"@brasil48075290287";"Óleo de Fígado de Bacalhau 58,8 mg/mL + Palmitato de Retinol 253 unidades internacionais/mL + Colecalciferol 25,2 unidades internacionais/mL emulsão oral x 400 mL";"Óleo de Fígado de Bacalhau 58,8 mg/mL + Retinol 253 unidades internacionais/mL + Colecalciferol 25,2 unidades internacionais/mL emulsão oral";"400,000";"mL (Mililitro)";
"576814";"@brasil36788441127";"Óleo de Soja 100 mg/mL emulsão para injeção 500 mL; frasco-ampola x 1 frasco-ampola";;"1,000";"frasco-ampola";
"576815";"@brasil90951500175";"Óleo de Soja 200 mg/mL emulsão para injeção 500 mL; frasco-ampola x 1 frasco-ampola";;"1,000";"frasco-ampola";
"551830";"@brasil33964620078";"Olmesartana Medoxomila 20 mg + Anlodipino 5 mg comprimido x 10 comprimidos";"Olmesartana Medoxomila 20 mg + Anlodipino 5 mg comprimido";"10,000";"comprimido";
"551831";"@brasil89706254725";"Olmesartana Medoxomila 20 mg + Anlodipino 5 mg comprimido x 15 comprimidos";"Olmesartana Medoxomila 20 mg + Anlodipino 5 mg comprimido";"15,000";"comprimido";
"551832";"@brasil73535717261";"Olmesartana Medoxomila 20 mg + Anlodipino 5 mg comprimido x 30 comprimidos";"Olmesartana Medoxomila 20 mg + Anlodipino 5 mg comprimido";"30,000";"comprimido";
"551833";"@brasil76378464356";"Olmesartana Medoxomila 20 mg + Anlodipino 5 mg comprimido x 7 comprimidos";"Olmesartana Medoxomila 20 mg + Anlodipino 5 mg comprimido";"7,000";"comprimido";
"551834";"@brasil53715066394";"Olmesartana Medoxomila 20 mg + Hidroclorotiazida 12,5 mg comprimido x 10 comprimidos";"Olmesartana Medoxomila 20 mg + Hidroclorotiazida 12,5 mg comprimido";"10,000";"comprimido";
"551835";"@brasil40006775871";"Olmesartana Medoxomila 20 mg + Hidroclorotiazida 12,5 mg comprimido x 20 comprimidos";"Olmesartana Medoxomila 20 mg + Hidroclorotiazida 12,5 mg comprimido";"20,000";"comprimido";
"551836";"@brasil18776017812";"Olmesartana Medoxomila 20 mg + Hidroclorotiazida 12,5 mg comprimido x 30 comprimidos";"Olmesartana Medoxomila 20 mg + Hidroclorotiazida 12,5 mg comprimido";"30,000";"comprimido";
"551837";"@brasil12566018961";"Olmesartana Medoxomila 20 mg + Hidroclorotiazida 12,5 mg comprimido x 7 comprimidos";"Olmesartana Medoxomila 20 mg + Hidroclorotiazida 12,5 mg comprimido";"7,000";"comprimido";
"551838";"@brasil61151655426";"Olmesartana Medoxomila 20 mg comprimido x 10 comprimidos";"Olmesartana Medoxomila 20 mg comprimido";"10,000";"comprimido";
"551839";"@brasil28372847641";"Olmesartana Medoxomila 20 mg comprimido x 30 comprimidos";"Olmesartana Medoxomila 20 mg comprimido";"30,000";"comprimido";
"551840";"@brasil73830615278";"Olmesartana Medoxomila 20 mg comprimido x 60 comprimidos";"Olmesartana Medoxomila 20 mg comprimido";"60,000";"comprimido";
"551841";"@brasil76465228359";"Olmesartana Medoxomila 40 mg + Anlodipino 10 mg comprimido x 15 comprimidos";"Olmesartana Medoxomila 40 mg + Anlodipino 10 mg comprimido";"15,000";"comprimido";
"551842";"@brasil92769697642";"Olmesartana Medoxomila 40 mg + Anlodipino 10 mg comprimido x 30 comprimidos";"Olmesartana Medoxomila 40 mg + Anlodipino 10 mg comprimido";"30,000";"comprimido";
"551843";"@brasil71921601748";"Olmesartana Medoxomila 40 mg + Anlodipino 10 mg comprimido x 7 comprimidos";"Olmesartana Medoxomila 40 mg + Anlodipino 10 mg comprimido";"7,000";"comprimido";
"551844";"@brasil52579371210";"Olmesartana Medoxomila 40 mg + Anlodipino 5 mg comprimido x 10 comprimidos";"Olmesartana Medoxomila 40 mg + Anlodipino 5 mg comprimido";"10,000";"comprimido";
"551845";"@brasil13530694558";"Olmesartana Medoxomila 40 mg + Anlodipino 5 mg comprimido x 15 comprimidos";"Olmesartana Medoxomila 40 mg + Anlodipino 5 mg comprimido";"15,000";"comprimido";
"551846";"@brasil75851184875";"Olmesartana Medoxomila 40 mg + Anlodipino 5 mg comprimido x 30 comprimidos";"Olmesartana Medoxomila 40 mg + Anlodipino 5 mg comprimido";"30,000";"comprimido";
"551847";"@brasil52261253182";"Olmesartana Medoxomila 40 mg + Anlodipino 5 mg comprimido x 7 comprimidos";"Olmesartana Medoxomila 40 mg + Anlodipino 5 mg comprimido";"7,000";"comprimido";
"551849";"@brasil52053347048";"Olmesartana Medoxomila 40 mg + Hidroclorotiazida 12,5 mg comprimido x 10 comprimidos";"Olmesartana Medoxomila 40 mg + Hidroclorotiazida 12,5 mg comprimido";"10,000";"comprimido";
"551867";"@brasil43736053871";"Olmesartana Medoxomila 40 mg + Hidroclorotiazida 12,5 mg comprimido x 20 comprimidos";"Olmesartana Medoxomila 40 mg + Hidroclorotiazida 12,5 mg comprimido";"20,000";"comprimido";
"551850";"@brasil89650498444";"Olmesartana Medoxomila 40 mg + Hidroclorotiazida 12,5 mg comprimido x 30 comprimidos";"Olmesartana Medoxomila 40 mg + Hidroclorotiazida 12,5 mg comprimido";"30,000";"comprimido";
"551865";"@brasil77210045264";"Olmesartana Medoxomila 40 mg + Hidroclorotiazida 12,5 mg comprimido x 7 comprimidos";"Olmesartana Medoxomila 40 mg + Hidroclorotiazida 12,5 mg comprimido";"7,000";"comprimido";
"551866";"@brasil99639809822";"Olmesartana Medoxomila 40 mg + Hidroclorotiazida 25 mg comprimido x 10 comprimidos";"Olmesartana Medoxomila 40 mg + Hidroclorotiazida 25 mg comprimido";"10,000";"comprimido";
"551869";"@brasil22946560400";"Olmesartana Medoxomila 40 mg + Hidroclorotiazida 25 mg comprimido x 20 comprimidos";"Olmesartana Medoxomila 40 mg + Hidroclorotiazida 25 mg comprimido";"20,000";"comprimido";
"551868";"@brasil69567538435";"Olmesartana Medoxomila 40 mg + Hidroclorotiazida 25 mg comprimido x 30 comprimidos";"Olmesartana Medoxomila 40 mg + Hidroclorotiazida 25 mg comprimido";"30,000";"comprimido";
"551870";"@brasil12310392564";"Olmesartana Medoxomila 40 mg + Hidroclorotiazida 25 mg comprimido x 7 comprimidos";"Olmesartana Medoxomila 40 mg + Hidroclorotiazida 25 mg comprimido";"7,000";"comprimido";
"551871";"@brasil28107379139";"Olmesartana Medoxomila 40 mg comprimido x 10 comprimidos";"Olmesartana Medoxomila 40 mg comprimido";"10,000";"comprimido";
"551872";"@brasil81847892878";"Olmesartana Medoxomila 40 mg comprimido x 30 comprimidos";"Olmesartana Medoxomila 40 mg comprimido";"30,000";"comprimido";
"551873";"@brasil85045494237";"Olmesartana Medoxomila 40 mg comprimido x 60 comprimidos";"Olmesartana Medoxomila 40 mg comprimido";"60,000";"comprimido";
"566925";"@brasil25656039851";"Olodaterol 2,5 microgramas/dose solução para inalação; inalador x 4 mL";"Olodaterol 2,5 microgramas/dose solução para inalação; inalador";"4,000";"mL (Mililitro)";
"566924";"@brasil85438754429";"Olopatadina 1 mg/mL solução oftálmica x 5 mL";"Olopatadina 1 mg/mL solução oftálmica";"5,000";"mL (Mililitro)";
"566926";"@brasil46615587768";"Olopatadina 2 mg/mL solução oftálmica x 2,5 mL";"Olopatadina 2 mg/mL solução oftálmica";"2,000";"mL (Mililitro)";
"566937";"@brasil76159392662";"Omalizumabe 150 mg pó e diluente para solução para injeção; frasco-ampola x 1 frasco-ampola";"Omalizumabe 150 mg pó e diluente para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"573721";"@brasil54742623764";"Ombitasvir 12,5 mg + Veruprevir 75 mg + Ritonavir 50 mg comprimido e Dasabuvir 250 mg comprimido x 112 comprimidos";"Ombitasvir 12,5 mg + Veruprevir 75 mg + Ritonavir 50 mg comprimido e Dasabuvir 250 mg comprimido";"112,000";"comprimido";
"551876";"@brasil77114129040";"Omeprazol 10 mg cápsula gastrorresistente x 14 cápsulas";"Omeprazol 10 mg cápsula gastrorresistente";"14,000";"cápsula";
"551874";"@brasil93484693054";"Omeprazol 10 mg comprimido gastrorresistente x 14 comprimidos";"Omeprazol 10 mg comprimido gastrorresistente";"14,000";"comprimido";
"551875";"@brasil84735371649";"Omeprazol 10 mg comprimido gastrorresistente x 28 comprimidos";"Omeprazol 10 mg comprimido gastrorresistente";"28,000";"comprimido";
"573744";"@brasil63961078339";"Omeprazol 20 mg cápsula gastrorresistente e Claritromicina 500 mg comprimido e Amoxicilina 500 mg cápsula x 1 pacote";"Omeprazol 20 mg cápsula gastrorresistente e Claritromicina 500 mg comprimido e Amoxicilina 500 mg cápsula";"1,000";"desconhecido";
"551880";"@brasil33408719766";"Omeprazol 20 mg cápsula gastrorresistente x 1.400 cápsulas";"Omeprazol 20 mg cápsula gastrorresistente";"1400,000";"cápsula";
"551881";"@brasil74321780478";"Omeprazol 20 mg cápsula gastrorresistente x 14 cápsulas";"Omeprazol 20 mg cápsula gastrorresistente";"14,000";"cápsula";
"551882";"@brasil66550865745";"Omeprazol 20 mg cápsula gastrorresistente x 15 cápsulas";"Omeprazol 20 mg cápsula gastrorresistente";"15,000";"cápsula";
"551883";"@brasil78900148887";"Omeprazol 20 mg cápsula gastrorresistente x 210 cápsulas";"Omeprazol 20 mg cápsula gastrorresistente";"210,000";"cápsula";
"551884";"@brasil86803334169";"Omeprazol 20 mg cápsula gastrorresistente x 28 cápsulas";"Omeprazol 20 mg cápsula gastrorresistente";"28,000";"cápsula";
"551886";"@brasil64060296764";"Omeprazol 20 mg cápsula gastrorresistente x 280 cápsulas";"Omeprazol 20 mg cápsula gastrorresistente";"280,000";"cápsula";
"551885";"@brasil73596288544";"Omeprazol 20 mg cápsula gastrorresistente x 30 cápsulas";"Omeprazol 20 mg cápsula gastrorresistente";"30,000";"cápsula";
"551888";"@brasil36091647137";"Omeprazol 20 mg cápsula gastrorresistente x 320 cápsulas";"Omeprazol 20 mg cápsula gastrorresistente";"320,000";"cápsula";
"551887";"@brasil43849586235";"Omeprazol 20 mg cápsula gastrorresistente x 350 cápsulas";"Omeprazol 20 mg cápsula gastrorresistente";"350,000";"cápsula";
"551889";"@brasil88498084196";"Omeprazol 20 mg cápsula gastrorresistente x 42 cápsulas";"Omeprazol 20 mg cápsula gastrorresistente";"42,000";"cápsula";
"551891";"@brasil97954660699";"Omeprazol 20 mg cápsula gastrorresistente x 420 cápsulas";"Omeprazol 20 mg cápsula gastrorresistente";"420,000";"cápsula";
"551890";"@brasil96274833353";"Omeprazol 20 mg cápsula gastrorresistente x 450 cápsulas";"Omeprazol 20 mg cápsula gastrorresistente";"450,000";"cápsula";
"551897";"@brasil17264568762";"Omeprazol 20 mg cápsula gastrorresistente x 490 cápsulas";"Omeprazol 20 mg cápsula gastrorresistente";"490,000";"cápsula";
"551892";"@brasil38442897139";"Omeprazol 20 mg cápsula gastrorresistente x 500 cápsulas";"Omeprazol 20 mg cápsula gastrorresistente";"500,000";"cápsula";
"551893";"@brasil26573393625";"Omeprazol 20 mg cápsula gastrorresistente x 56 cápsulas";"Omeprazol 20 mg cápsula gastrorresistente";"56,000";"cápsula";
"551894";"@brasil15367358639";"Omeprazol 20 mg cápsula gastrorresistente x 560 cápsulas";"Omeprazol 20 mg cápsula gastrorresistente";"560,000";"cápsula";
"551895";"@brasil37239828204";"Omeprazol 20 mg cápsula gastrorresistente x 60 cápsulas";"Omeprazol 20 mg cápsula gastrorresistente";"60,000";"cápsula";
"551896";"@brasil69274623802";"Omeprazol 20 mg cápsula gastrorresistente x 7 cápsulas";"Omeprazol 20 mg cápsula gastrorresistente";"7,000";"cápsula";
"551898";"@brasil45292914046";"Omeprazol 20 mg cápsula gastrorresistente x 840 cápsulas";"Omeprazol 20 mg cápsula gastrorresistente";"840,000";"cápsula";
"551900";"@brasil15991648478";"Omeprazol 20 mg cápsula gastrorresistente x 90 cápsulas";"Omeprazol 20 mg cápsula gastrorresistente";"90,000";"cápsula";
"551877";"@brasil18802871082";"Omeprazol 20 mg comprimido gastrorresistente x 14 comprimidos";"Omeprazol 20 mg comprimido gastrorresistente";"14,000";"comprimido";
"551878";"@brasil48294767331";"Omeprazol 20 mg comprimido gastrorresistente x 28 comprimidos";"Omeprazol 20 mg comprimido gastrorresistente";"28,000";"comprimido";
"551879";"@brasil51834041395";"Omeprazol 20 mg comprimido gastrorresistente x 7 comprimidos";"Omeprazol 20 mg comprimido gastrorresistente";"7,000";"comprimido";
"551901";"@brasil34228153767";"Omeprazol 40 mg cápsula gastrorresistente x 10 cápsulas";"Omeprazol 40 mg cápsula gastrorresistente";"10,000";"cápsula";
"551903";"@brasil62327177379";"Omeprazol 40 mg cápsula gastrorresistente x 14 cápsulas";"Omeprazol 40 mg cápsula gastrorresistente";"14,000";"cápsula";
"551902";"@brasil68159182635";"Omeprazol 40 mg cápsula gastrorresistente x 15 cápsulas";"Omeprazol 40 mg cápsula gastrorresistente";"15,000";"cápsula";
"551904";"@brasil31208226546";"Omeprazol 40 mg cápsula gastrorresistente x 28 cápsulas";"Omeprazol 40 mg cápsula gastrorresistente";"28,000";"cápsula";
"551905";"@brasil59833118516";"Omeprazol 40 mg cápsula gastrorresistente x 30 cápsulas";"Omeprazol 40 mg cápsula gastrorresistente";"30,000";"cápsula";
"551906";"@brasil78878389993";"Omeprazol 40 mg cápsula gastrorresistente x 300 cápsulas";"Omeprazol 40 mg cápsula gastrorresistente";"300,000";"cápsula";
"551907";"@brasil98079734542";"Omeprazol 40 mg cápsula gastrorresistente x 450 cápsulas";"Omeprazol 40 mg cápsula gastrorresistente";"450,000";"cápsula";
"551908";"@brasil89809659249";"Omeprazol 40 mg cápsula gastrorresistente x 490 cápsulas";"Omeprazol 40 mg cápsula gastrorresistente";"490,000";"cápsula";
"551909";"@brasil62036974518";"Omeprazol 40 mg cápsula gastrorresistente x 56 cápsulas";"Omeprazol 40 mg cápsula gastrorresistente";"56,000";"cápsula";
"551910";"@brasil85221999592";"Omeprazol 40 mg cápsula gastrorresistente x 60 cápsulas";"Omeprazol 40 mg cápsula gastrorresistente";"60,000";"cápsula";
"551912";"@brasil13001985076";"Omeprazol 40 mg cápsula gastrorresistente x 7 cápsulas";"Omeprazol 40 mg cápsula gastrorresistente";"7,000";"cápsula";
"551911";"@brasil80011670395";"Omeprazol 40 mg cápsula gastrorresistente x 90 cápsulas";"Omeprazol 40 mg cápsula gastrorresistente";"90,000";"cápsula";
"551899";"@brasil14150786899";"Omeprazol 40 mg comprimido gastrorresistente x 7 comprimidos";"Omeprazol 40 mg comprimido gastrorresistente";"7,000";"comprimido";
"566927";"@brasil56021311315";"Omeprazol 40 mg pó e diluente para solução para injeção; frasco-ampola x 1 frasco-ampola";"Omeprazol 40 mg pó e diluente para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"566928";"@brasil58273134593";"Omeprazol 40 mg pó e diluente para solução para injeção; frasco-ampola x 20 frascos-ampola";"Omeprazol 40 mg pó e diluente para solução para injeção; frasco-ampola";"20,000";"frasco-ampola";
"566929";"@brasil39002885923";"Omeprazol 40 mg pó e diluente para solução para injeção; frasco-ampola x 25 frascos-ampola";"Omeprazol 40 mg pó e diluente para solução para injeção; frasco-ampola";"25,000";"frasco-ampola";
"566930";"@brasil56661722365";"Omeprazol 40 mg pó e diluente para solução para injeção; frasco-ampola x 50 frascos-ampola";"Omeprazol 40 mg pó e diluente para solução para injeção; frasco-ampola";"50,000";"frasco-ampola";
"551913";"@brasil19356835776";"Ondansetrona 4 mg comprimido orodispersível x 10 comprimidos";"Ondansetrona 4 mg comprimido orodispersível";"10,000";"comprimido";
"551914";"@brasil24073739872";"Ondansetrona 4 mg comprimido x 10 comprimidos";"Ondansetrona 4 mg comprimido";"10,000";"comprimido";
"566931";"@brasil13195408738";"Ondansetrona 4 mg/2 mL solução para injeção; ampola x 1 ampola";"Ondansetrona 4 mg/2 mL solução para injeção; ampola";"1,000";"ampola";
"566932";"@brasil74294141042";"Ondansetrona 4 mg/2 mL solução para injeção; ampola x 100 ampolas";"Ondansetrona 4 mg/2 mL solução para injeção; ampola";"100,000";"ampola";
"566933";"@brasil48847264182";"Ondansetrona 4 mg/2 mL solução para injeção; ampola x 20 ampolas";"Ondansetrona 4 mg/2 mL solução para injeção; ampola";"20,000";"ampola";
"566934";"@brasil25948203388";"Ondansetrona 4 mg/2 mL solução para injeção; ampola x 25 ampolas";"Ondansetrona 4 mg/2 mL solução para injeção; ampola";"25,000";"ampola";
"566935";"@brasil31951730173";"Ondansetrona 4 mg/2 mL solução para injeção; ampola x 36 ampolas";"Ondansetrona 4 mg/2 mL solução para injeção; ampola";"36,000";"ampola";
"566936";"@brasil71604637044";"Ondansetrona 4 mg/2 mL solução para injeção; ampola x 5 ampolas";"Ondansetrona 4 mg/2 mL solução para injeção; ampola";"5,000";"ampola";
"566941";"@brasil28592327506";"Ondansetrona 4 mg/2 mL solução para injeção; ampola x 50 ampolas";"Ondansetrona 4 mg/2 mL solução para injeção; ampola";"50,000";"ampola";
"551916";"@brasil20139084673";"Ondansetrona 8 mg comprimido orodispersível x 10 comprimidos";"Ondansetrona 8 mg comprimido orodispersível";"10,000";"comprimido";
"551915";"@brasil48615386547";"Ondansetrona 8 mg comprimido x 10 comprimidos";"Ondansetrona 8 mg comprimido";"10,000";"comprimido";
"566938";"@brasil62513119569";"Ondansetrona 8 mg/4 mL solução para injeção; ampola x 1 ampola";"Ondansetrona 8 mg/4 mL solução para injeção; ampola";"1,000";"ampola";
"566939";"@brasil75711921918";"Ondansetrona 8 mg/4 mL solução para injeção; ampola x 10 ampolas";"Ondansetrona 8 mg/4 mL solução para injeção; ampola";"10,000";"ampola";
"566940";"@brasil80360683844";"Ondansetrona 8 mg/4 mL solução para injeção; ampola x 100 ampolas";"Ondansetrona 8 mg/4 mL solução para injeção; ampola";"100,000";"ampola";
"566942";"@brasil36678915036";"Ondansetrona 8 mg/4 mL solução para injeção; ampola x 20 ampolas";"Ondansetrona 8 mg/4 mL solução para injeção; ampola";"20,000";"ampola";
"566943";"@brasil39120140534";"Ondansetrona 8 mg/4 mL solução para injeção; ampola x 5 ampolas";"Ondansetrona 8 mg/4 mL solução para injeção; ampola";"5,000";"ampola";
"566944";"@brasil99923218282";"Ondansetrona 8 mg/4 mL solução para injeção; ampola x 50 ampolas";"Ondansetrona 8 mg/4 mL solução para injeção; ampola";"50,000";"ampola";
"551918";"@brasil45980716323";"Orfenadrina 35 mg + Dipirona 300 mg + Cafeína 50 mg comprimido x 100 comprimidos";"Orfenadrina 35 mg + Dipirona 300 mg + Cafeína 50 mg comprimido";"100,000";"comprimido";
"551917";"@brasil59123033719";"Orfenadrina 35 mg + Dipirona 300 mg + Cafeína 50 mg comprimido x 12 comprimidos";"Orfenadrina 35 mg + Dipirona 300 mg + Cafeína 50 mg comprimido";"12,000";"comprimido";
"551924";"@brasil13173323143";"Orfenadrina 35 mg + Dipirona 300 mg + Cafeína 50 mg comprimido x 120 comprimidos";"Orfenadrina 35 mg + Dipirona 300 mg + Cafeína 50 mg comprimido";"120,000";"comprimido";
"551919";"@brasil58515514524";"Orfenadrina 35 mg + Dipirona 300 mg + Cafeína 50 mg comprimido x 144 comprimidos";"Orfenadrina 35 mg + Dipirona 300 mg + Cafeína 50 mg comprimido";"144,000";"comprimido";
"551920";"@brasil32095662368";"Orfenadrina 35 mg + Dipirona 300 mg + Cafeína 50 mg comprimido x 148 comprimidos";"Orfenadrina 35 mg + Dipirona 300 mg + Cafeína 50 mg comprimido";"148,000";"comprimido";
"551921";"@brasil90215240690";"Orfenadrina 35 mg + Dipirona 300 mg + Cafeína 50 mg comprimido x 16 comprimidos";"Orfenadrina 35 mg + Dipirona 300 mg + Cafeína 50 mg comprimido";"16,000";"comprimido";
"551922";"@brasil13557918239";"Orfenadrina 35 mg + Dipirona 300 mg + Cafeína 50 mg comprimido x 20 comprimidos";"Orfenadrina 35 mg + Dipirona 300 mg + Cafeína 50 mg comprimido";"20,000";"comprimido";
"551923";"@brasil82358561111";"Orfenadrina 35 mg + Dipirona 300 mg + Cafeína 50 mg comprimido x 200 comprimidos";"Orfenadrina 35 mg + Dipirona 300 mg + Cafeína 50 mg comprimido";"200,000";"comprimido";
"551925";"@brasil25254135277";"Orfenadrina 35 mg + Dipirona 300 mg + Cafeína 50 mg comprimido x 240 comprimidos";"Orfenadrina 35 mg + Dipirona 300 mg + Cafeína 50 mg comprimido";"240,000";"comprimido";
"551927";"@brasil31891108195";"Orfenadrina 35 mg + Dipirona 300 mg + Cafeína 50 mg comprimido x 30 comprimidos";"Orfenadrina 35 mg + Dipirona 300 mg + Cafeína 50 mg comprimido";"30,000";"comprimido";
"551926";"@brasil90591992370";"Orfenadrina 35 mg + Dipirona 300 mg + Cafeína 50 mg comprimido x 300 comprimidos";"Orfenadrina 35 mg + Dipirona 300 mg + Cafeína 50 mg comprimido";"300,000";"comprimido";
