id_vmp;codigo_obm;nome_vmp;vtm_cod_nome;anvs_cod_nome;snomed;atc_cod_nome;atc_cod_nome;indicador_dose_un;qtd_dose_un;unidade_medida_dose_un;status_prescricao;base_denominacao;vias_adm;formas;ingredientes;catmats;cat_control_esp;ont_form_via;;;;;;;;;;;
436937;@brasil13506463619;Trióxido de Arsênio 10 mg/10 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
75494;@brasil13667296396;Trioxisaleno 10 mg cápsula;11878 - Trioxisaleno;;;2753 - trioxisaleno;;Discreto;1;cápsula;Produto disponível para prescrição;Produto disponível para prescrição;75497 - Via de administração não aplicável;75496 - Não aplicável;;75495 - BR0417571;75499 - Sem Status de Controle Especial;75498 - Não aplicável;;;;;;;;;;;
538342;@brasil10614390186;Triprolidina 0;25 mg/mL + Pseudoefedrina 6 mg/mL xarope;289033 - Triprolidina + Pseudoefedrina;5485 - Anti-histamínicos sistêmicos;;5485 - pseudoefedrina; associações contendo;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;538344 - Oral;538343 - Xarope;538346 - cloridrato de triprolidina - 0.000 - mg (Miligrama);538347 - cloridrato de pseudoefedrina - 6.000 - mg (Miligrama);;538348 - Lista D1 (Substâncias precursoras de entorpecentes e/ou psicotrópicos);538345 - solução.oral;;;;;;;;
398461;@brasil17282470162;Triprolidina 2;5 mg + Pseudoefedrina 60 mg comprimido;289033 - Triprolidina + Pseudoefedrina;5485 - Anti-histamínicos sistêmicos;;5485 - pseudoefedrina; associações contendo;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;398463 - Oral;398462 - Comprimido;398465 - cloridrato de triprolidina - 2.000 - mg (Miligrama);398466 - cloridrato de pseudoefedrina - 60.000 - mg (Miligrama);;398467 - Lista D1 (Substâncias precursoras de entorpecentes e/ou psicotrópicos);398464 - comprimido.oral;;;;;;;;
612782;@brasil15293429134;Trombina 2 unidades internacionais/cm² + Fibrinogênio 5;5 mg/cm² implante;609561 - Trombina + Fibrinogênio;;;;;Discreto;1;implante;Produto disponível para prescrição;Produto disponível para prescrição;612784 - Intralesional;612783 - Implante;612786 - fibrinogênio - 5.000 - mg (Miligrama);612787 - trombina - 2.000 - UI (Unidade Internacional);;612788 - Sem Status de Controle Especial;612785 - implante.intralesional;;;;;;;;;
374697;@brasil18557227632;Trometamol Cetorolaco 10 mg comprimido sublingual;11879 - Trometamol Cetorolaco;1877 - Antinflamatórios;;1877 - trometamol;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;374700 - Oral;374699 - Comprimido sublingual;374702 - trometamol cetorolaco - 10.000 - mg (Miligrama);374698 - BR0385153;374703 - Sem Status de Controle Especial;374701 - comprimido.sublingual;;;;;;;;;;;
533749;@brasil17990739239;Trometamol Cetorolaco 20 mg/mL solução oral;11879 - Trometamol Cetorolaco;4352 - Antinflamatórios;;4352 - cetorolaco;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;533751 - Oral;533750 - Solução oral;533753 - trometamol cetorolaco - 20.000 - mg (Miligrama);;533754 - Sem Status de Controle Especial;533752 - solução.oral;;;;;;;;;;;
408568;@brasil11041351761;Trometamol Cetorolaco 30 mg/1 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
475445;@brasil10871223769;Trometamol Cetorolaco 4 mg/mL (0;4%) solução oftálmica;11879 - Trometamol Cetorolaco;5918 - Antinflamatórios;;5918 - cetorolaco;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;475447 - Oftálmica;475446 - Solução oftálmica;475449 - trometamol cetorolaco - 4.000 - mg (Miligrama);;475450 - Sem Status de Controle Especial;475448 - solução em gotas.oftálmica;;;;;;;;;;
475451;@brasil14361144474;Trometamol Cetorolaco 4;5 mg/mL (0;45%) solução oftálmica;11879 - Trometamol Cetorolaco;;;;;Discreto;0;flaconete;Produto disponível para prescrição;Produto disponível para prescrição;475453 - Oftálmica;475452 - Solução oftálmica;475455 - trometamol cetorolaco - 4.000 - mg (Miligrama);;475456 - Sem Status de Controle Especial;475454 - solução.oftálmica;;;;;;;;;
475457;@brasil19192051372;Trometamol Cetorolaco 5 mg/mL (0;5%) solução oftálmica;11879 - Trometamol Cetorolaco;5918 - Antinflamatórios;;5918 - cetorolaco;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;475459 - Oftálmica;475458 - Solução oftálmica;475461 - trometamol cetorolaco - 5.000 - mg (Miligrama);;475462 - Sem Status de Controle Especial;475460 - solução em gotas.oftálmica;;;;;;;;;;
548505;@brasil16825385787;Trometamol Cetorolaco 60 mg/2 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
342766;@brasil12083438495;Tropicamida 10 mg/mL solução oftálmica;43152 - Tropicamida;5997 - Midriáticos;330587006;5997 - tropicamida;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;342769 - Oftálmica;342768 - Solução oftálmica;342771 - tropicamida - 10.000 - mg (Miligrama);342767 - BR0274561;342772 - Sem Status de Controle Especial;342770 - solução em gotas.oftálmica;;;;;;;;;;;
75507;@brasil17969537951;Ubidecarenona 20 mg/mL xarope;11880 - Ubidecarenona;;;2040 - ubidecarenona;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;75510 - Via de administração não aplicável;75509 - Não aplicável;;75508 - BR0294550;75512 - Sem Status de Controle Especial;75511 - Não aplicável;;;;;;;;;;;
75513;@brasil16464833966;Ubidecarenona 200 mg cápsula;11880 - Ubidecarenona;;1;4,68E+20;2040 - ubidecarenona;;Discreto;1;cápsula;Produto disponível para prescrição;Produto disponível para prescrição;75516 - Não disponível;75515 - Não disponível;75518 - não disponível - 0.000 - desconhecido;75514 - BR0425824;75519 - Sem Status de Controle Especial;75517 - Desconhecido;;;;;;;;;;
75520;@brasil18415556285;Ubidecarenona 300 mg cápsula;11880 - Ubidecarenona;;1;7,53E+20;2040 - ubidecarenona;;Discreto;1;cápsula;Produto disponível para prescrição;Produto disponível para prescrição;75523 - Via de administração não aplicável;75522 - Não aplicável;;75521 - BR0431222;75525 - Sem Status de Controle Especial;75524 - Não aplicável;;;;;;;;;;
312312;@brasil11876902180;Ubidecarenona 50 mg comprimido;11880 - Ubidecarenona;2040 - Outros medicamentos de ação no aparelho cardiovascular;;2040 - ubidecarenona;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;312315 - Oral;312314 - Comprimido;312317 - ubidecarenona - 50.000 - mg (Miligrama);312313 - BR0368799;312318 - Sem Status de Controle Especial;312316 - comprimido.oral;;;;;;;;;;;
374817;@brasil19510812049;Udenafila 100 mg comprimido;289031 - Udenafila;;;;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;374819 - Oral;374818 - Comprimido;374821 - udenafila - 100.000 - mg (Miligrama);;374822 - Sem Status de Controle Especial;374820 - comprimido.oral;;;;;;;;;;;
521450;@brasil14604047101;Ulipristal 30 mg comprimido;503141 - Ulipristal;3214 - Anticoncepcionais;;3214 - ulipristal;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;521452 - Oral;521451 - Comprimido;521454 - acetato de ulipristal - 30.000 - mg (Miligrama);;521455 - Sem Status de Controle Especial;521453 - comprimido.oral;;;;;;;;;;;
347715;@brasil16409375439;Uncaria tomentosa 50 mg/g (5%) gel;11881 - Uncaria tomentosa;;;;542 - Básico;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;347718 - Via de administração não aplicável;347717 - Não aplicável;;347716 - BR0399441;347723 - Sem Status de Controle Especial;347719 - Não aplicável;;;;;;;;;;;
441208;@brasil13364988995;Undecanoato de Testosterona 1 g/4 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
344981;@brasil12087716516;Ureia 100 mg/g creme;43154 - Ureia;2680 - Emolientes e protetores da pele e mucosas;331522008;2680 - uréia;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;344986 - Dermatológica;344985 - Creme;344988 - ureia - 100.000 - mg (Miligrama);344982 - BR0345783-1;344983 - BR0345783;344984 - BR0345783-2;344989 - Sem Status de Controle Especial;344987 - creme.dermatológica;;;;;;;;;
543806;@brasil14676130379;Ureia 100 mg/g loção;43154 - Ureia;2680 - Emolientes e protetores da pele e mucosas;;2680 - uréia;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;543808 - Dermatológica;543807 - Emulsão;543810 - ureia - 100.000 - mg (Miligrama);;543811 - Sem Status de Controle Especial;543809 - emulsão.dermatológica;;;;;;;;;;;
345005;@brasil19740476363;Ureia 20% + Ácido Salicílico 3% creme;43218 - Ureia + Ácido Salicílico;;;;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;345008 - Via de administração não aplicável;345007 - Não aplicável;;345006 - BR0422070;345010 - Sem Status de Controle Especial;345009 - Não aplicável;;;;;;;;;;;
345147;@brasil17653651010;Ureia 200 mg/g creme;43154 - Ureia;2680 - Emolientes e protetores da pele e mucosas;;2680 - uréia;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;345150 - Dermatológica;345149 - Creme;345152 - ureia - 200.000 - mg (Miligrama);345148 - BR0343604;345153 - Sem Status de Controle Especial;345151 - creme.dermatológica;;;;;;;;;;;
345175;@brasil15101271638;Ureia 50 mg/g (5%) creme;43154 - Ureia;;4;2,46E+19;2680 - uréia;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;345178 - Dermatológica;345177 - Creme;345180 - ureia - 50.000 - mg (Miligrama);345176 - BR0395845;345181 - Sem Status de Controle Especial;345179 - creme.dermatológica;;;;;;;;;;
498094;@brasil16257637491;Urofolitropina 150 unidades internacionais pó e diluente para solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
615482;@brasil11582177114;Urofolitropina 150 unidades internacionais pó para solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
498106;@brasil19487271120;Urofolitropina 75 unidades internacionais pó e diluente para solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
498118;@brasil13939416643;Urofolitropina 75 unidades internacionais pó para solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
499377;@brasil14351352483;Ustequinumabe 45 mg/0,5 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
746925;@brasil12520407206;Ustequinumabe 45 mg/0,5 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
499429;@brasil11186880627;Ustequinumabe 90 mg/1 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
794767;@brasil7959404181;Vacina febre amarela;790555 - Vacina febre amarela;;;;;Discreto;1000;;Produto disponível para prescrição;Produto disponível para prescrição;;;;;;;;;;;;;;;;;
312348;@brasil15269495112;Valaciclovir 500 mg comprimido;11883 - Valaciclovir;3837 - Antiviróticos (inibe replicação virótica);324821004;3837 - valaciclovir;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;312351 - Oral;312350 - Comprimido;312353 - cloridrato de valaciclovir - 500.000 - mg (Miligrama);312349 - BR0272369;312354 - Sem Status de Controle Especial;312352 - comprimido.oral;;;;;;;;;;;
414581;@brasil13720497360;Valerato de Betametasona 0;5 mg/g + Gentamicina 1 mg/g + Tolnaftato 10 mg/g + Clioquinol 10 mg/g creme;11912 - Não existe ainda nenhuma associação de VTM para este VMP;2877 - Glicocorticóides tópicos - associação medicamentosa;;2877 - betametasona e antibióticos;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;414585 - Dermatológica;414584 - Creme;414587 - sulfato de gentamicina - 1.000 - mg (Miligrama);414588 - clioquinol - 10.000 - mg (Miligrama);414589 - tolnaftato - 10.000 - mg (Miligrama);414590 - valerato de betametasona - 0.000 - mg (Miligrama);414582 - BR0270602-1;414583 - BR0270602;414591 - Antimicrobianos;414586 - creme.dermatológica;;;;;;
511934;@brasil12259941576;Valerato de Betametasona 0;5 mg/g + Gentamicina 1 mg/g + Tolnaftato 10 mg/g + Clioquinol 10 mg/g pomada;11912 - Não existe ainda nenhuma associação de VTM para este VMP;2877 - Antiinfecciosos tópicos - Associações medicamentosas;;2877 - betametasona e antibióticos;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;511936 - Dermatológica;511935 - Pomada;511938 - clioquinol - 10.000 - mg (Miligrama);511939 - sulfato de gentamicina - 1.000 - mg (Miligrama);511940 - tolnaftato - 10.000 - mg (Miligrama);511941 - valerato de betametasona - 0.000 - mg (Miligrama);;511942 - Antimicrobianos;511937 - pomada.dermatológica;;;;;;;
789832;@brasil11301879230;Valerato de Betametasona 1 mg/g + Neomicina 5 mg/g creme;288729 - Betametasona + Neomicina;2877 - Glicocorticóides tópicos - associação medicamentosa;;2877 - betametasona e antibióticos;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;789834 - Dermatológica;789833 - Creme;789836 - valerato de betametasona - 1.000 - mg (Miligrama);789837 - sulfato de neomicina - 5.000 - mg (Miligrama);;789838 - Sem Status de Controle Especial;789835 - creme.dermatológica;;;;;;;;;;
789846;@brasil12977112551;Valerato de Betametasona 1 mg/g + Neomicina 5 mg/g pomada;288729 - Betametasona + Neomicina;2877 - Glicocorticóides tópicos - associação medicamentosa;;2877 - betametasona e antibióticos;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;789848 - Dermatológica;789847 - Pomada;789850 - sulfato de neomicina - 5.000 - mg (Miligrama);789851 - valerato de betametasona - 1.000 - mg (Miligrama);;789852 - Sem Status de Controle Especial;789849 - pomada.dermatológica;;;;;;;;;;
345199;@brasil16089576980;Valerato de Betametasona 1 mg/g creme;11309 - Betametasona;2827 - Glicocorticóides tópico simples exceto uso oftálmico;374372000;2827 - betametasona;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;345203 - Dermatológica;345202 - Creme;345205 - valerato de betametasona - 1.000 - mg (Miligrama);345200 - BR0352179-1;345201 - BR0352179-2;345206 - Sem Status de Controle Especial;345204 - creme.dermatológica;;;;;;;;;;
543870;@brasil17722267364;Valerato de Betametasona 1 mg/g loção;11309 - Betametasona;2827 - Glicocorticóides tópico simples exceto uso oftálmico;;2827 - betametasona;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;543872 - Dermatológica;543871 - Emulsão;543874 - valerato de betametasona - 1.000 - mg (Miligrama);;543875 - Sem Status de Controle Especial;543873 - emulsão.dermatológica;;;;;;;;;;;
346801;@brasil16169478999;Valerato de Betametasona 1 mg/g pomada;11309 - Betametasona;2827 - Glicocorticóides tópico simples exceto uso oftálmico;396279000;2827 - betametasona;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;346804 - Dermatológica;346803 - Pomada;346806 - valerato de betametasona - 1.000 - mg (Miligrama);346802 - BR0352180;346807 - Sem Status de Controle Especial;346805 - pomada.dermatológica;;;;;;;;;;;
541592;@brasil18567505103;Valerato de Betametasona 1 mg/g solução;11309 - Betametasona;2827 - Glicocorticóides tópico simples exceto uso oftálmico;;2827 - betametasona;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;541594 - Capilar;541593 - Solução;541596 - valerato de betametasona - 1.000 - mg (Miligrama);;541597 - Sem Status de Controle Especial;541595 - solução.capilar;;;;;;;;;;;
543895;@brasil19154201780;Valerato de Betametasona 1 mg/mL loção;11309 - Betametasona;2827 - Glicocorticóides tópico simples exceto uso oftálmico;;2827 - betametasona;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;543897 - Dermatológica;543896 - Emulsão;543899 - valerato de betametasona - 1.000 - mg (Miligrama);;543900 - Sem Status de Controle Especial;543898 - emulsão.dermatológica;;;;;;;;;;;
590628;@brasil14413870501;Valerato de Betametasona 2;5 mg/g + Hialuronidase 150 UTR/g pomada;68177 - Betametasona + Hialuronidase;;;;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;590631 - Dermatológica;590630 - Pomada;590633 - hialuronidase - 150.000 - UTR (Unidade Redutora da Turbidez);590634 - valerato de betametasona - 2.000 - mg (Miligrama);590629 - BR0396029;590635 - Sem Status de Controle Especial;590632 - pomada.dermatológica;;;;;;;;;
511871;@brasil19443062699;Valerato de Diflucortolona 1 mg/g + Clorquinaldol 10 mg/g creme;288802 - Diflucortolona + Clorquinaldol;;;;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;511873 - Dermatológica;511872 - Creme;511875 - clorquinaldol - 10.000 - mg (Miligrama);511876 - valerato de diflucortolona - 1.000 - mg (Miligrama);;511877 - Sem Status de Controle Especial;511874 - creme.dermatológica;;;;;;;;;;
511893;@brasil10650896224;Valerato de Diflucortolona 1 mg/g creme;288800 - Diflucortolona;2832 - Glicocorticóides tópico simples exceto uso oftálmico;331904003;2832 - diflucortolona;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;511895 - Dermatológica;511894 - Creme;511897 - valerato de diflucortolona - 1.000 - mg (Miligrama);;511898 - Sem Status de Controle Especial;511896 - creme.dermatológica;;;;;;;;;;;
511905;@brasil19609234954;Valerato de Diflucortolona 1 mg/g pomada;288800 - Diflucortolona;2832 - Glicocorticóides tópico simples exceto uso oftálmico;;2832 - diflucortolona;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;511907 - Dermatológica;511906 - Pomada;511909 - valerato de diflucortolona - 1.000 - mg (Miligrama);;511910 - Sem Status de Controle Especial;511908 - pomada.dermatológica;;;;;;;;;;;
192306;@brasil14724748687;Valerato de Estradiol 2 mg + Ciproterona 1 mg comprimido;11218 - Acetato de Ciproterona + Valerato de Estradiol;;2;4,69E+20;3323 - ciproterona e estrógeno;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;192309 - Via de administração não aplicável;192308 - Não aplicável;;192307 - BR0296676;192311 - Sem Status de Controle Especial;192310 - Não aplicável;;;;;;;;;;
75661;@brasil11402377328;Valerato de Estradiol 8 mg + Dienogeste 5 mg comprimido de liberação prolongada;11884 - Valerato de Estradiol + Dienogeste;;;3202 - dienogeste e estrógeno;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;75664 - Via de administração não aplicável;75663 - Não aplicável;;75662 - BR0433517;75666 - Sem Status de Controle Especial;75665 - Não aplicável;;;;;;;;;;;
279565;@brasil12293410013;Valeriana officinalis 225;75 mg comprimido;11885 - Valeriana officinalis;;;;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;279568 - Via de administração não aplicável;279567 - Não aplicável;279570 - dicloridrato de trifluoperazina - 5.000 - mg (Miligrama);279566 - BR0432781;279571 - Sem Status de Controle Especial;279569 - Não aplicável;;;;;;;;;;
75667;@brasil14274370421;Valeriana officinalis 250 mg + Humulus lupulus 60 mg comprimido;11886 - Valeriana officinalis + Humulus lupulus;;;5071 - valeriana;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;75670 - Via de administração não aplicável;75669 - Não aplicável;;75668 - BR0407036;75672 - Sem Status de Controle Especial;75671 - Não aplicável;;;;;;;;;;;
279572;@brasil14580419606;Valeriana officinalis 50 mg cápsula;11885 - Valeriana officinalis;;;5071 - valeriana;;Discreto;1;cápsula;Produto disponível para prescrição;Produto disponível para prescrição;279575 - Via de administração não aplicável;279574 - Não aplicável;279577 - dicloridrato de trifluoperazina - 5.000 - mg (Miligrama);279573 - BR0377899;279578 - Sem Status de Controle Especial;279576 - Não aplicável;;;;;;;;;;;
279600;@brasil19769803302;Valganciclovir 450 mg comprimido;11887 - Valganciclovir;3840 - Antiviróticos;407917008;3840 - valganciclovir;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;279603 - Oral;279602 - Comprimido;279605 - cloridrato de valganciclovir - 450.000 - mg (Miligrama);279601 - BR0277184;279606 - Sem Status de Controle Especial;279604 - comprimido.oral;;;;;;;;;;;
351344;@brasil19410393412;Valproato de Sódio 200 mg comprimido;11888 - Valproato de Sódio;4824 - Anticovulsionates;;4824 - ácido valpróico;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;351346 - Oral;351345 - Comprimido;351348 - valproato de sódio - 200.000 - mg (Miligrama);;351349 - Lista C1 (Substâncias Sujeitas à Controle Especial);351347 - comprimido.oral;;;;;;;;;;;
286368;@brasil16657154117;Valproato de Sódio 200 mg/mL solução oral;11888 - Valproato de Sódio;4824 - Anticovulsionates;;4824 - ácido valpróico;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;286371 - Oral;286370 - Solução oral;286373 - valproato de sódio - 200.000 - mg (Miligrama);286369 - BR0328535-1;286374 - Lista C1 (Substâncias Sujeitas à Controle Especial);286372 - solução.oral;;;;;;;;;;;
351324;@brasil14124123782;Valproato de sódio 300 mg comprimido de liberação prolongada;11888 - Valproato de Sódio;4824 - Outros produtos que atuam sobre o sistema nervoso;;4824 - ácido valpróico;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;351327 - Oral;351326 - Comprimido de liberação prolongada;351329 - divalproato de sódio - 300.000 - mg (Miligrama);351325 - BR0407033;351330 - Lista C1 (Substâncias Sujeitas à Controle Especial);351328 - comprimido de liberação prolongada.oral;;;;;;;;;;;
790993;@brasil12682612623;Valproato de sódio 300 mg comprimido gastrorresistente;11888 - Valproato de Sódio;4824 - Anticovulsionates;;4824 - ácido valpróico;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;790996 - Oral;790995 - Comprimido gastrorresistente;790998 - valproato de sódio - 300.000 - mg (Miligrama);790994 - BR0328531;790999 - Lista C1 (Substâncias Sujeitas à Controle Especial);790997 - comprimido gastrorresistente.oral;;;;;;;;;;;
351356;@brasil14640648777;Valproato de sódio 500 mg comprimido;11888 - Valproato de Sódio;4824 - Anticovulsionates;;4824 - ácido valpróico;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;351359 - Oral;351358 - Comprimido;351361 - valproato de sódio - 500.000 - mg (Miligrama);351357 - BR0267505;351362 - Lista C1 (Substâncias Sujeitas à Controle Especial);351360 - comprimido.oral;;;;;;;;;;;
351331;@brasil18239647649;Valproato de sódio 500 mg comprimido de liberação prolongada;11888 - Valproato de Sódio;;;;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;351334 - Oral;351333 - Comprimido de liberação prolongada;351336 - divalproato de sódio - 500.000 - mg (Miligrama);351332 - BR0400436;351337 - Lista C1 (Substâncias Sujeitas à Controle Especial);351335 - comprimido de liberação prolongada.oral;;;;;;;;;;;
42584;@brasil16528003676;Valsartana 160 mg + Anlodipino 10 mg comprimido;11282 - Valsartana + Anlodipino;;1;1,16E+20;;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;42587 - Oral;42586 - Comprimido;42589 - valsartana - 160.000 - mg (Miligrama);42590 - besilato de anlodipino - 10.000 - mg (Miligrama);42585 - BR0393808;42591 - Sem Status de Controle Especial;42588 - comprimido.oral;;;;;;;;;
42660;@brasil19302462727;Valsartana 160 mg + Anlodipino 5 mg comprimido;11282 - Valsartana + Anlodipino;;425967008;;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;42663 - Oral;42662 - Comprimido;42665 - valsartana - 160.000 - mg (Miligrama);42666 - besilato de anlodipino - 5.000 - mg (Miligrama);42661 - BR0357062;42667 - Sem Status de Controle Especial;42664 - comprimido.oral;;;;;;;;;;
398228;@brasil19473172842;Valsartana 160 mg + Hidroclorotiazida 12;5 mg + Anlodipino 10 mg comprimido;11891 - Valsartana +  Hidroclorotiazida + Anlodipino;2182 - Anti-hipertensivos - Associações medicamentosas;442402007;2182 - hidroclorotiazida; associações contendo;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;398230 - Oral;398229 - Comprimido;398232 - besilato de anlodipino - 10.000 - mg (Miligrama);398233 - hidroclorotiazida - 12.000 - mg (Miligrama);398234 - valsartana - 160.000 - mg (Miligrama);;398235 - Sem Status de Controle Especial;398231 - comprimido.oral;;;;;;;
326893;@brasil14823155983;Valsartana 160 mg + Hidroclorotiazida 12;5 mg + Anlodipino 5 mg comprimido;11891 - Valsartana +  Hidroclorotiazida + Anlodipino;;442473003;;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;326896 - Oral;326895 - Comprimido;326898 - valsartana - 160.000 - mg (Miligrama);326899 - besilato de anlodipino - 5.000 - mg (Miligrama);326900 - hidroclorotiazida - 12.000 - mg (Miligrama);326894 - BR0396557;326901 - Sem Status de Controle Especial;326897 - comprimido.oral;;;;;;;;
326776;@brasil19681109942;Valsartana 160 mg + Hidroclorotiazida 12;5 mg comprimido;11890 - Valsartana +  Hidroclorotiazida;2533 - Anti-hipertensivos - Associações medicamentosas;;2533 - valsartana e diuréticos;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;326779 - Oral;326778 - Comprimido;326781 - valsartana - 160.000 - mg (Miligrama);326782 - hidroclorotiazida - 12.000 - mg (Miligrama);326777 - BR0292791;326783 - Sem Status de Controle Especial;326780 - comprimido.oral;;;;;;;;;
398198;@brasil19944835545;Valsartana 160 mg + Hidroclorotiazida 12;5 mg comprimido e Anlodipino 10 mg comprimido;11912 - Não existe ainda nenhuma associação de VTM para este VMP;2182 - Anti-hipertensivos - Associações medicamentosas;;2182 - hidroclorotiazida; associações contendo;;Não aplicável;;;Produto disponível para prescrição;Produto disponível para prescrição;398200 - Via de administração não aplicável;398199 - Não aplicável;;;398202 - Sem Status de Controle Especial;398201 - Não aplicável;;;;;;;;;
398209;@brasil12754139948;Valsartana 160 mg + Hidroclorotiazida 12;5 mg comprimido e Anlodipino 5 mg comprimido;11912 - Não existe ainda nenhuma associação de VTM para este VMP;2182 - Anti-hipertensivos - Associações medicamentosas;;2182 - hidroclorotiazida; associações contendo;;Não aplicável;;;Produto disponível para prescrição;Produto disponível para prescrição;398211 - Via de administração não aplicável;398210 - Não aplicável;;;398213 - Sem Status de Controle Especial;398212 - Não aplicável;;;;;;;;;
326914;@brasil16499444772;Valsartana 160 mg + Hidroclorotiazida 25 mg + Anlodipino 10 mg comprimido;11891 - Valsartana +  Hidroclorotiazida + Anlodipino;2533 - Anti-hipertensivos - Associações medicamentosas;;2533 - valsartana e diuréticos;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;326917 - Oral;326916 - Comprimido;326919 - hidroclorotiazida - 25.000 - mg (Miligrama);326920 - valsartana - 160.000 - mg (Miligrama);326921 - besilato de anlodipino - 10.000 - mg (Miligrama);326915 - BR0396559;326922 - Sem Status de Controle Especial;326918 - comprimido.oral;;;;;;;;;
326923;@brasil18027756219;Valsartana 160 mg + Hidroclorotiazida 25 mg + Anlodipino 5 mg comprimido;11891 - Valsartana +  Hidroclorotiazida + Anlodipino;2533 - Anti-hipertensivos - Associações medicamentosas;442266006;2533 - valsartana e diuréticos;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;326926 - Oral;326925 - Comprimido;326928 - besilato de anlodipino - 5.000 - mg (Miligrama);326929 - valsartana - 160.000 - mg (Miligrama);326930 - hidroclorotiazida - 25.000 - mg (Miligrama);326924 - BR0396558;326931 - Sem Status de Controle Especial;326927 - comprimido.oral;;;;;;;;;
326784;@brasil19676860885;Valsartana 160 mg + Hidroclorotiazida 25 mg comprimido;11890 - Valsartana +  Hidroclorotiazida;2533 - Anti-hipertensivos - Associações medicamentosas;409298002;2533 - valsartana e diuréticos;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;326787 - Oral;326786 - Comprimido;326789 - valsartana - 160.000 - mg (Miligrama);326790 - hidroclorotiazida - 25.000 - mg (Miligrama);326785 - BR0370525;326791 - Sem Status de Controle Especial;326788 - comprimido.oral;;;;;;;;;;
