CATMAT;Status;Princípio Ativo;Quantidade (Numerador);U.M. (Numerador);Quantidade (Denominador);U.M. (Denominador);Forma Farmacêutica;Volume;Desc. Volume;Fator de Correção;Uni. de Consum;Uni. de Fornecimen;Lista;RENAME
BR0380017;Sim;INSULINA GLULISINA;300;UI;3;mL;solução injetável;3;ML;300;"UI
";CARPULE;;Não
BR0401325;Sim;INSULINA LISPRO + LISPRO PROTAMINA;50 + 50;% +  %;3;mL;solução injetável;3;ML;300;"UI
";CARPULE;;Não
BR0405965;Sim;INSULINA LISPRO + LISPRO PROTAMINA;25 + 75;% + %;3;mL;solução injetável;3;ML;300;"UI
";CARPULE;;Não
BR0339979;Sim;SOMATROPINA;4;mg;1,5;mL;solução injetável;1,5;ML;1;UN.;SERINGA PREENCHIDA;C05;Não
BR0339980;Sim;SOMATROPINA;10;mg;1,5;mL;solução injetável;1,5;ML;1;ML;FRASCO;C05;Não
BR0339981;Sim;SOMATROPINA;15;mg;1,5;mL;solução injetável;1,5;ML;1;UN.;UM;C05;Não
BR0274989;Sim;SACARATO DE HIDRÓXIDO FÉRRICO ;100;mg;5;mL;solução injetável;5;ML;1;AMP.;AMPOLA;;Não
BR0274990;Sim;SACARATO DE SÓDIO FÉRRICO;100;mg;2;mL;solução injetável;2;ML;1;AMP.;AMPOLA;;Não
BR0394675-1;Sim;SOLUÇÃO SALINA BALANCEADA;;;250;mL;solução injetável;250 ML;SISTEMA FECHADO;1;UN.;UM;;Não
BR0394675-2;Sim;SOLUÇÃO SALINA BALANCEADA;;;500;mL;solução injetável;500 ML;SISTEMA FECHADO;1;UN.;UM;;Não
BR03426;Não;INATIVO;11,25;mg;;;suspensão injetável;;;1;;FRASCO-AMPOLA;;Não
BR0342680E;Sim;TRIPTORRELINA;11,25;mg;;;suspensão injetável;;;1;FR-AMP.;FRASCO-AMPOLA;;Não
BR0342682E;Sim;TRIPTORRELINA;3,75;mg;;;suspensão injetável;;;1;;FRASCO-AMPOLA;;Não
BR0342680;Sim;ACETATO DE TRIPTORRELINA;11,25;mg;2;mL;suspensão injetável;2;ML;1;UN.;SERINGA PREENCHIDA;;Sim
BR0278646;Sim;ACIDO AMINOCAPRÓICO;1.000;mg;20;mL;suspensão injetável;20;ML;1;FR-AMP.;FRASCO-AMPOLA;;Não
BR0309045;Sim;ACIDO AMINOCAPRÓICO;4.000;mg;20;mL;suspensão injetável;20;ML;1;FR-AMP.;FRASCO-AMPOLA;;Não
BR0324358;Sim;ANFOTERICINA B;100;mg;20;mL;suspensão injetável;20;ML;1;FR-AMP.;FRASCO-AMPOLA;ANTIMICROBIANOS;Não
BR0353397-1;Sim;BERACTANTO (TENSOATIVO PULMONAR ORIGEM ANIMAL);100;mg;4;mL;suspensão injetável;4;ML;1;FR-AMP.;FRASCO-AMPOLA;;Não
BR0353397-2;Sim;BERACTANTO (TENSOATIVO PULMONAR ORIGEM ANIMAL);200;mg;8;mL;suspensão injetável;8;ML;1;FR-AMP.;FRASCO-AMPOLA;;Não
BR0270597;Sim;ACETATO DE BETAMETASONA + FOSFATO DISSÓDICO DE BETAMETASONA;3 + 3;mg + mg;1;mL;suspensão injetável;1;ML;1;UN.;AMPOLA;;Não
BR0270590;Sim;DIPROPIONATO DE BETAMETASONA + FOSFATO DISSÓDICO DE BETAMETASONA;5 + 2;mg + mg;1;mL;suspensão injetável;1;ML;1;AMP.;AMPOLA;;Não
BR0268237-4;Sim;CLORETO DE SÓDIO;0.9;%;500;mL;suspensão injetável;500;ML;1;UN.;FRASCO;;Não
BR0368168;Sim;ACETATO DE DEXAMETASONA + FOSFATO DISSÓDICO DE DEXAMETASONA;8 + 2;mg;1;mL;suspensão injetável;1;ML;1;FR-AMP.;FRASCO-AMPOLA;;Não
BR0353398-1;Sim;FRAÇÃO FOSFOLIPÍDICA DE PULMÃO PORCINO (SURFACTANTE PULMONAR);120;mg;1,5;mL;suspensão injetável;1,5;ML;1;FR.;FRASCO;;Não
BR0295266;Sim;GLICEROFOSFATO DE SODIO;4.320;mg;20;mL;suspensão injetável;20;ML;20;ML;FRASCO;;Não
BR0268109;Sim;ACETATO DE GOSSERRELINA;3.6;mg;;;suspensão injetável;;;1;UN.;SERINGA;;Não
BR0411397;Não;INATIVO- PALIPERIDONA;75;mg;0.75;mL;suspensão injetável;0,75;ML;1;UN.;SERINGA PREENCHIDA;C01;Não
BR0271157-1;Sim;INSULINA HUMANA NPH;300;UI;3;mL;suspensão injetável;3;ML;300;"UI
";CARPULE;;Sim
BR0271157-2;Sim;INSULINA HUMANA NPH;1.000;UI;10;mL;suspensão injetável;10;ML;1000;"UI
";FRASCO-AMPOLA;;Sim
BR0299690-1;Sim;ACETATO DE METILPREDNISOLONA;40;mg;1;mL;suspensão injetável;1;ML;1;FR-AMP.;FRASCO-AMPOLA;;Não
BR0299690-2;Sim;ACETATO DE METILPREDNISOLONA;80;mg;2;mL;suspensão injetável;2;ML;1;FR-AMP.;FRASCO-AMPOLA;;Não
BR0299690-3;Sim;ACETATO DE METILPREDNISOLONA;200;mg;5;mL;suspensão injetável;5;ML;1;FR-AMP.;FRASCO-AMPOLA;;Não
BR0411397-1;Sim;PALIPERIDONA;100;mg;1;mL;suspensão injetável;1;ML;1;ML;SERINGA PREENCHIDA;C01;Não
BR0411397-2;Sim;PALIPERIDONA;150;mg;1,5;mL;suspensão injetável;1,5;ML;1;ML;SERINGA PREENCHIDA;C01;Sim
BR0411397-3;Sim;PALIPERIDONA;75;mg;0,75;mL;suspensão injetável;0,75;ML;1;;SERINGA PREENCHIDA;C01;Sim
BR0411397-4;Sim;PALIPERIDONA;50;mg;0,5;mL;suspensão injetável;0,5;ML;1;ML;SERINGA PREENCHIDA;C01;Não
BR0358123;Sim;RANIBIZUMABE;2,3;mg;0,23;mL;suspensão injetável;0,23;ML;1;UN.;SERINGA;;Não
BR0348669;Sim;SORO ANTIELAPÍDICO (BIVALENTE);1,5;mg;;mL;suspensão injetável;;;1;AMP.;AMPOLA;;Não
BR0363056;Sim;VACINA ADSORVIDA DIFTERIA, TÉTANO E PERTUSSIS (ACELULAR);;;0.5;mL;suspensão injetável;0,5;ML;1;DOSE;SERINGA PREENCHIDA;;Sim
BR0337862;Sim;VACINA HEPATITE B (RECOMBINANTE);;;;;suspensão injetável;;;1;FR.;FRASCO;;Não
BR0361507;Sim;VACINA HUMANA, ANTI-HPV (PAPILOMA VÍRUS), TETRAVALENTE;;;0.5;mL;suspensão injetável;0,5;ML;1;ML;SERINGA;;Não
BR0392659;Sim;VACINA HUMANA, CONTRA INFLUENZA, FRAGMENTADA E INATIVADA, INFLUENZA CEPAS TIPO A (H1N1)/(H3N1) E TIPO B;;;;;suspensão injetável;;;1;FR.;FRASCO;;Não
BR0379604;Sim;VACINA HUMANA, HAEMÓPHILUS INFLUENZA TIPO A (H1N1);;;;;suspensão injetável;;;1;FR.;FRASCO;;Não
BR0318750;Sim;VACINA MENINGOCÓCICA C (CONJUGADA);;;;;suspensão injetável;;;1;FR.;FRASCO;;Não
BR0340060;Sim;VACINA PNEUMOCÓCICA 7-VALENTE (CONJUGADA);;;;;suspensão injetável;;;1;AMP.;AMPOLA;;Não
BR0318668;Sim;VACINA SARAMPO, CAXUMBA, RUBÉOLA;;;;;suspensão injetável;;;1;FR.;FRASCO;;Não
BR0268575;Sim;ACETATO DE DESMOPRESSINA;4;mg;1;mL;solução injetável;1;ML;1;AMP.;AMPOLA;;Sim
BR0269760;Sim;SULFATO DE GENTAMICINA;140;mg;1;mL;solução injetável;1;ML;1;AMP.;AMPOLA;;Sim
BR0269760-1;Sim;SULFATO DE GENTAMICINA;280;mg;1;mL;solução injetável;2;ML;1;AMP.;AMPOLA;;Sim
BR0294912-1;Sim;CLORIDRATO DE IRINOTECANO;40;mg;2;mL;solução injetável;2;ML;1;AMP.;AMPOLA;;Não
BR0338288;Sim;UNDECILATO DE TESTOSTERONA;1.000;mg;4;mL;solução injetável;4;ML;1;AMP.;AMPOLA;B01;Sim
BR0298574-1;Sim;CLORIDRATO DE BAMBUTEROL;1;mg;1;mL;solução oral;200;mL;200;mL;FRASCO;;Não
BR0298574-2;Sim;CLORIDRATO DE BAMBUTEROL;1;mg;1;mL;solução oral;120;mL;120;mL;FRASCO;;Não
BR0298574-3;Sim;CLORIDRATO DE BAMBUTEROL;1;mg;1;mL;solução oral;100;mL;100;mL;FRASCO;;Não
BR0298574-4;Sim;CLORIDRATO DE BAMBUTEROL;1;mg;1;mL;solução oral;60;mL;60;mL;FRASCO;;Não
BR0298574-5;Sim;CLORIDRATO DE BAMBUTEROL;1;mg;1;mL;solução oral;20;mL;20;mL;FRASCO;;Não
BR0323096;Sim;BROMAZEPAM;2,5;mg;1;mL;solução oral;20;mL;400;GOTA;FRASCO;C01;Não
BR0432846 ;Sim;BRYOPHYLLUM ARGENTO CULTUM;;;;;solução oral;50;mL;1000;GOTA;FRASCO;;Não
BR0433021;Sim;CÁLCIO, CARBONATO, FORMULAÇÃO ESPECIALMENTE MANIPULADA;100;mg;1;mL;solução oral;150;mL;150;ML;FRASCO;;Não
BR0302942E;Sim;CICLOSPORINA;100;mg;1;mL;solução oral;50;mL;1;;FRASCO;;Não
BR02;Não;CODEÍNA;Prob;;;;solução oral;INATIVO;mL;1;;FRASCO;A02;Não
BR0272784E;Sim;CODEÍNA;3;mg;1;mL;solução oral;120;mL;1;;FRASCO;C01;Não
BR0428637;Sim;FOSFATO TRICÁLCICO;38;mg;1;mL;solução oral;100;mL;1;ML;FRASCO;;Sim
BR0328810E;Sim;LAMIVUDINA;10;mg;1;mL;solução oral;240;mL;1;;FRASCO;C04;Não
BR0432742;Sim;MALGADRATO + DIMETICONA;80 + 10;mg + mg;1 + 1;mL + mL;solução oral;240;mL;240;ML;MILILITRO;;Não
BR0271394E;Sim;MORFINA;10;mg;1;mL;solução oral;60;mL;1;;FRASCO;A01;Não
BR0269595;Sim;PICOSSULFATO SODICO;7,5;mg;1;mL;solução oral;20;mL;1;GOTA;FRASCO;;Não
BR0367512;Sim;PIRIMETAMINA;5;mg;1;mL;solução oral;60;mL;60;ML;FRASCO;;Não
BR0284106E;Não;RISPERIDONA;1;mg;1;mL;solução oral;30;mL;1;;FRASCO;C01;Sim
BR0266750E;Sim;RIVASTIGMINA;2;mg;1;mL;solução oral;120;mL;1;;FRASCO;C01;Não
BR0268152E;Sim;SIROLIMO;1;mg;1;mL;solução oral;60;mL;1;;FRASCO;;Não
BR0433022;Sim;SULFADIAZINA;150;mg;1;mL;solução oral;60;mL;60;ML;FRASCO;ANTIMICROBIANOS;Não
BR0268317;Sim;ABACAVIR;20;mg;1;mL;solução oral;240;mL;240;ML;FRASCO;;Sim
BR0271689-1;Sim;ÁCIDO ASCÓRBICO;200;mg;1;mL;solução oral;20;mL;400;GOTA;FRASCO;;Não
BR0271689-2;Sim;ÁCIDO ASCÓRBICO;200;mg;1;mL;solução oral;30;mL;600;GOTA;FRASCO;;Não
BR0278489;Sim;ÁCIDO FÓLICO;0,2;mg;1;mL;solução oral;30;mL;600;GOTA;FRASCO;;Sim
BR0278490;Sim;ÁCIDO FÓLICO;0,4;mg;1;mL;solução oral;100;mL;100;ML;FRASCO;;Não
BR3933803;Sim;ÁCIDO FÓLICO;5;mg;1;mL;solução oral;10;mL;200;GOTA;FRASCO;;Não
BR0421665;Sim;ÁCIDO FÓLICO + FERRO AMINOÁCIDO QUELATO;0,2 + 30;mg + mg;1 + 1;mL + mL;solução oral;30;mL;600;GOTA;FRASCO;;Não
BR0386026;Sim;ÁCIDO FOLÍNICO (FOLINATO DE CÁLCIO);0,5;mg;1;mL;solução oral;50;mL;50;ML;FRASCO;;Não
BR0434091;Sim;ÁCIDO FOLÍNICO (FOLINATO DE CÁLCIO);7,5;mg;1;mL;solução oral;60;mL;450;ML;FRASCO;;Não
BR0328535-1;Sim;ÁCIDO VALPRÓICO (VALPROATO DE SÓDIO) ;200;mg;1;mL;solução oral;40;mL;40;ML;FRASCO;C01;Não
BR0271661-1;Sim;CLORIDRATO DE AMBROXOL;7,5;mg;1;mL;solução oral;50;mL;50;ML;FRASCO;;Não
BR0271661-2;Sim;CLORIDRATO DE AMBROXOL;7,5;mg;1;mL;solução oral;60;mL;60;ML;FRASCO;;Não
BR0267581;Sim;DIPROPIONATO DE BECLOMETASONA;250;mg;1;dose;solução oral;200;DOSES;200;JATO;FRASCO;;Não
BR0272174;Sim;CLORIDRATO DE BENZIDAMINA;30;mg;1;mL;solução oral;20;mL;400;GOTA;FRASCO;;Não
BR0393999;Sim;BENZOATO DE SÓDIO;100;mg;1;mL;solução oral;20;mL;1;FR-AMP.;FRASCO-AMPOLA;;Sim
BR0385446;Sim;BETAMETASONA;0,5;mg;1;mL;solução oral;15;mL;390;GOTA;FRASCO;;Não
BR0269823;Sim;CLORIDRATO DE BROMEXINA;2;mg;1;mL;solução oral;50;mL;750;GOTA;FRASCO;;Não
BR0269956;Sim;BROMOPRIDA;4;mg;1;mL;solução oral;20;mL;400;GOTA;FRASCO;;Não
BR0319764;Sim;MALEATO DE BRONFENIRAMINA + CLORIDRATO DE FENILEFRINA;2 + 2,5;mg + mg;1 + 1;mL + mL;solução oral;20;mL;400;GOTA;FRASCO;;Não
BR0405149;Sim;CAPTOPRIL ;10;mg;1;mL;solução oral;100;mL;100;ML;FRASCO;;Não
BR0282223;Sim;CARBOCISTEÍNA;50;mg;1;mL;solução oral;20;mL;400;GOTA;FRASCO;;Não
BR0271980;Sim;CEFADROXILA;50;mg;1;mL;solução oral;100;mL;100;ML;FRASCO;ANTIMICROBIANOS;Não
BR0297787;Sim;DICLORIDRATO DE CETIRIZINA;1;mg;1;mL;solução oral;75;mL;75;ML;FRASCO;;Não
BR0297787-1;Sim;DICLORIDRATO DE CETIRIZINA;1;mg;1;mL;solução oral;80;mL;80;ML;FRASCO;;Não
BR0297787-2;Sim;DICLORIDRATO DE CETIRIZINA;1;mg;1;mL;solução oral;120;mL;120;ML;FRASCO;;Não
BR0268424;Sim;CETOPROFENO;20;mg;1;mL;solução oral;20;mL;400;GOTA;FRASCO;;Não
BR0271125;Sim;FUMARATO DE CETOTIFENO;1;mg;1;mL;solução oral;30;mL;600;GOTA;FRASCO;;Não
BR0302942;Sim;CICLOSPORINA;100;mg;1;mL;solução oral;50;mL;50;ML;MILILITRO;;Sim
BR0270120;Sim;CLONAZEPAM;2,5;mg;1;mL;solução oral;20;mL;500;GOTA;FRASCO;B01;Sim
BR0379469-1;Sim;HIDRATO DE CLORAL ;10;%;;mL;solução oral;50;mL;50;ML;FRASCO;;Não
BR0379469-2;Sim;HIDRATO DE CLORAL ;10;%;;mL;solução oral;100;mL;100;ML;FRASCO;;Não
BR0410714;Sim;HIDRATO DE CLORAL ;160;mg;1;mL;solução oral;100;mL;1;FR.;FRASCO;;Não
BR0267164-1;Sim;CLORETO DE POTÁSSIO;60;mg;1;mL;solução oral;100;mL;100;ML;FRASCO;;Não
BR0267164-2;Sim;CLORETO DE POTÁSSIO;60;mg;1;mL;solução oral;150;mL;150;FR.;FRASCO;;Não
BR0340207;Sim;CLORIDRATO DE CLORPROMAZINA;40;mg;1;mL;solução oral;20;mL;800;GOTA;FRASCO;C01;Sim
BR0272784;Sim;CODEÍNA;3;mg;1;mL;solução oral;120;mL;120;FR.;FRASCO; A02;Sim
BR0328205;Sim;MESILATO DE CODERGOCRINA;1;mg;1;mL;solução oral;30;mL;1;FR.;FRASCO;;Não
BR0391938;Sim;COLECALCIFEROL ;3.300;UI;1;mL;solução oral;10;mL;1;FR.;FRASCO;;Não
BR0428744-1;Sim;COLECALCIFEROL ;5.600;UI;1;mL;solução oral;20;mL;560;GOTA;FRASCO;;Não
BR0428744-2;Sim;COLECALCIFEROL ;5.600;UI;1;mL;solução oral;10;mL;200;GOTA;FRASCO;;Sim
BR0267646-1;Sim;MALEATO DE DEXCLORFENIRAMINA;0,4;mg;1;mL;solução oral;100;mL;100;ML;FRASCO;;Sim
BR0267646-2;Sim;MALEATO DE DEXCLORFENIRAMINA;0,4;mg;1;mL;solução oral;120;mL;120;ML;FRASCO;;Sim
BR0267646-3;Sim;MALEATO DE DEXCLORFENIRAMINA;0,4;mg;1;mL;solução oral;150;mL;150;ML;FRASCO;;Sim
BR0267649;Sim;DIGOXINA ;0,5;mg;1;mL;solução oral;10;mL;200;GOTA;FRASCO;;Não
BR0272335;Sim;DIMENIDRINATO + PIRIDOXINA;25 + 5;mg;1;mL;solução oral;20;mL;400;GOTA;FRASCO;;Não
BR0308071;Sim;DIMETICONA + METILBROMETO DE HOMATROPINA;80 + 2,5;mg + mg;1 + 1;mL + mL;solução oral;20;mL;400;GOTA;FRASCO;;Não
BR0275475-1;Sim;DIPIRONA + PROMETAZINA + ADIFENINA;500 + 5 + 10;mg + mg + mg;1 + 1 + 1;mL + mL + mL;solução oral;15;mL;300;GOTA;FRASCO;;Não
BR0275475-2;Sim;DIPIRONA + PROMETAZINA + ADIFENINA;500 + 5 + 10;mg + mg + mg;1 + 1 + 1;mL + mL + mL;solução oral;20;mL;400;GOTA;FRASCO;;Não
BR0267205-1;Sim;DIPIRONA SÓDICA ;500;mg;1;mL;solução oral;10;mL;200;GOTA;FRASCO;;Sim
BR0267205-2;Sim;DIPIRONA SÓDICA ;500;mg;1;mL;solução oral;15;mL;300;GOTA;FRASCO;;Sim
BR0267205-3;Sim;DIPIRONA SÓDICA ;500;mg;1;mL;solução oral;20;mL;400;GOTA;FRASCO;;Sim
BR0267206;Sim;DIPIRONA SÓDICA ;50;mg;1;mL;solução oral;100;mL;100;ML;FRASCO;;Não
BR0275475;Sim;DIPIRONA SÓDICA + ADIFENINA + PROMETAZINA;Prob;;1;;solução oral;10;mL;1;FR.;FRASCO;;Não
BR0290674;Sim;EBASTINA;1;mg;1;mL;solução oral;60;mL;60;ML;FRASCO;;Não
BR0268808;Sim;EFAVIRENZ;30;mg;1;mL;solução oral;180;mL;180;ML;FRASCO;C04;Sim
BR0278430;Sim;ELIXIR PAREGORICO;;;1;;solução oral;30;mL;600;FR.;FRASCO;;Não
BR0267281-1;Sim;BUTILBROMETO DE ESCOPOLAMINA;10;mg;1;mL;solução oral;20;mL;400;GOTA;FRASCO;;Não
BR0267281-2;Sim;BUTILBROMETO DE ESCOPOLAMINA;10;mg;1;mL;solução oral;10;mL;200;GOTA;FRASCO;;Não
BR0270622;Sim;BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA SÓDICA;6,67 + 333;mg + mg;1;mL + mL;solução oral;20;mL;400;GOTA;FRASCO;;Não
BR0270622-1;Sim;BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA SÓDICA;6,67 + 333;mg + mg;1;mL + mL;solução oral;10;mL;200;GOTA;FRASCO;;Não
BR0272201;Sim;CLORIDRATO DE ETILEFRINA;7,5;mg;1;mL;solução oral;20;mL;20;GOTA;FRASCO;;Não
BR0272792;Sim;ETOSSUXIMIDA;50;mg;1;mL;solução oral;120;mL;120;ML;FRASCO;C01;Não
BR0300723;Sim;FENOBARBITAL ;40;mg;1;mL;solução oral;20;mL;800;GOTA;FRASCO; B01;Sim
BR0394258;Sim;FERRIPOLIMALTOSE;50;mg;1;mL;solução oral;30;mL;600;GOTA;FRASCO;;Não
BR0389637-1;Sim;CLORIDRATO DE FEXOFENADINA;6;mg;1;mL;solução oral;60;mL;60;ML;FRASCO;;Não
BR0277513;Sim;CLORIDRATO DE FLUOXETINA;20;mg;1;mL;solução oral;20;mL;400;GOTA;FRASCO;C01;Não
BR0269390;Sim;FUROSEMIDA;10;mg;1;mL;solução oral;100;mL;100;ML;FRASCO;;Não
BR0400973;Sim;GLICINATO FÉRRICO;250;mg;1;mL;solução oral;30;mL;30;GOTA;FRASCO;;Não
BR0292195-1;Sim;HALOPERIDOL;2;mg;1;mL;solução oral;10;mL;10;GOTA;FRASCO;C01;Sim
BR0292195-2;Sim;HALOPERIDOL;2;mg;1;mL;solução oral;20;mL;400;GOTA;FRASCO;C01;Sim
BR0292195-3;Sim;HALOPERIDOL;2;mg;1;mL;solução oral;30;mL;600;GOTA;FRASCO;C01;Sim
BR0433257-1;Sim;HIDRÓXIDO DE ALUMÍNIO;60;mg;1;mL;solução oral;100;mL;1;ML;FRASCO;;Sim
BR0394263-2;Sim;CLORIDRATO DE HIDROXIZINA;2;mg;1;mL;solução oral;120;mL;120;FR.;FRASCO;;Não
INATIVO 28;Não;CLORIDRATO DE OXIBUTININA;1;mg;1;mL;solução oral;120 (INATIVO);mL;120;ML;FRASCO;;Não
BR0272568-1;Não;INATIVO- RETINOL + COLECALCIFEROL + TOCOFEROL;50.000 + 10.000;UI + UI;1 + 1;mL + mL;solução oral;3;mL;1;AMP.;AMPOLA;;Não
BR0363537-1;Não;INATIVO- VACINA FEBRE TIFÓIDE (ATENUADA);;;;;solução oral;;;1;FR.;FRASCO;;Não
INATIVO 27;Não;CLORIDRATO DE OXIBUTININA;1;mg;1;mL;solução oral;100;mL;100;ML;FRASCO;;Não
INATIVO VII;Não;INATIVO-SULFATO FERROSO  ;125;mg;1;mL;solução oral;30;mL;600;GOTA;FRASCO;;Não
BR0305247-1;Sim;LACTULOSE;667;mg;1;mL;solução oral;120;mL;120;ML;FRASCO;;Não
BR0328810;Sim;LAMIVUDINA;10;mg;1;mL;solução oral;240;mL;240;ML;FRASCO;C04;Sim
BR0352933-1;Sim;LEVETIRACETAM;100;mg;1;mL;solução oral;300;mL;300;ML;FRASCO;;Não
BR0352933-2;Sim;LEVETIRACETAM;100;mg;1;mL;solução oral;500;mL;500;ML;FRASCO;;Não
BR0352933-3;Sim;LEVETIRACETAM;100;mg;1;mL;solução oral;473;mL;473;;FRASCO;;Não
BR0434796-1;Sim;DIPROPIONATO DE LEVOCETIRIZINA;5;;;;solução oral;20;mL;400;GOTA;FRASCO;;Sim
BR0300259;Sim;LEVODROPROPIZINA;30;mg;1;mL;solução oral;20;mL;600;GOTA;FRASCO;;Não
BR0268130-1;Sim;CLORIDRATO DE LEVOMEPROMAZINA;40;mg;1;mL;solução oral;20;mL;800;GOTA;FRASCO;C01;Não
BR0268130-2;Sim;MALEATO DE LEVOMEPROMAZINA;40;mg;1;mL;solução oral;20;mL;800;GOTA;FRASCO;C01;Não
BR0350587-1;Sim;LOPINAVIR + RITONAVIR;80 + 20;mg;1 + 1;mL + mL;solução oral;60;mL;60;ML;FRASCO;C04;Não
BR0350587-2;Sim;LOPINAVIR + RITONAVIR;80 + 20;mg;1 + 1;mL + mL;solução oral;160;mL;160;ML;FRASCO;C04;Sim
BR0399411;Sim;MAYTENUS ILICIFOLIA (ESPINHEIRA SANTA);12;mg;1;mL;solução oral;100;mL;100;ML;FRASCO;;Sim
BR0267311;Sim;CLORIDRATO DE METOCLOPRAMIDA;4;mg;1;mL;solução oral;10;mL;210;GOTA;FRASCO;;Sim
BR0271556;Sim;CLORIDRATO DE MIDAZOLAM;2;mg;1;mL;solução oral;10;mL;200;GOTA;FRASCO;B01;Sim
BR0413681-1;Sim;MIKANIA GLOMERATA (GUACO);81,5;mg;1;mL;solução oral;120;mL;120;ML;FRASCO;;Sim
BR0413681-2;Sim;MIKANIA GLOMERATA (GUACO);60;mg;1;mL;solução oral;120;mL;120;ML;FRASCO;;Não
BR0271394;Sim;SULFATO DE MORFINA;10;mg;1;mL;solução oral;60;mL;60;ML;FRASCO;A01;Não
BR0273639-4;Sim;MULTIVITAMINAS + SAIS MINERAIS;;;;;solução oral;20;mL;400;GOTA;FRASCO;;Não
BR0273639-6;Sim;MULTIVITAMINAS + SAIS MINERAIS;;;;;solução oral;120;mL;120;ML;FRASCO;;Não
BR0273639-7;Sim;MULTIVITAMINAS + SAIS MINERAIS;;;;;solução oral;250;mL;1;ML;FRASCO;;Não
BR0274928;Sim;MULTIVITAMINAS (A, B2, C, B6, B5, E);;;;;solução oral;20;mL;400;GOTA;FRASCO;;Não
BR0286846-1;Sim;MULTIVITAMINAS (A, C, D, COMPLEXO B);;;;;solução oral;20;mL;480;GOTA;FRASCO;;Não
BR0286846-2;Sim;MULTIVITAMINAS (A, C, D, COMPLEXO B);;;;;solução oral;30;mL;900;GOTA;FRASCO;;Não
BR0344289;Sim;MULTIVITAMINAS (A, C, D, E, COMPLEXO B);;;;;solução oral;20;mL;480;GOTA;FRASCO;;Não
BR0273631-1;Sim;MULTIVITAMINAS B2, B6, B12, C, NICOTINAMIDA E FRUTOSE;;;;;solução oral;150;mL;150;ML;FRASCO;;Não
BR0273711;Sim;NIMESULIDA;50;mg;1;mL;solução oral;15;mL;300;GOTA;FRASCO;;Não
BR0271608;Sim;CLORIDRATO DE NORTRIPTILINA;2;mg;1;mL;solução oral;100;mL;1;FR.;FRASCO;C01;Não
BR0233632-1;Sim;ÓLEO MINERAL (VASELINA LÍQUIDA / PETROLATO);;;;;solução oral;100;mL;100;ML;FRASCO;;Sim
BR0233632-2;Sim;ÓLEO MINERAL (VASELINA LÍQUIDA / PETROLATO);;;;;solução oral;120;mL;120;ML;FRASCO;;Sim
BR0233632-3;Sim;ÓLEO MINERAL (VASELINA LÍQUIDA / PETROLATO);;;;;solução oral;200;mL;200;ML;FRASCO;;Sim
BR0233632-4;Sim;ÓLEO MINERAL (VASELINA LÍQUIDA / PETROLATO);;;;;solução oral;500;mL;500;ML;FRASCO;;Sim
BR0406015-1;Sim;CLORIDRATO DE OXIBUTININA (FORMULAÇÃO ESPECIALMENTE MANIPULADA);1;mg;1;mL;solução oral;450;mL;450;ML;FRASCO;;Não
BR0406015-2;Sim;CLORIDRATO DE OXIBUTININA (FORMULAÇÃO ESPECIALMENTE MANIPULADA);1;mg;1;mL;solução oral;1000;mL;1000;ML;FRASCO;;Não
BR0406015-3;Sim;CLORIDRATO DE OXIBUTININA (FORMULAÇÃO ESPECIALMENTE MANIPULADA);1;mg;1;mL;solução oral;300;mL;300;ML;FRASCO;;Não
BR0267776-1;Sim;PARACETAMOL ;100;mg;1;mL;solução oral;10;mL;150;GOTA;FRASCO;;Não
BR0267777-1;Sim;PARACETAMOL ;200;mg;1;mL;solução oral;10;mL;150;GOTA;FRASCO;;Sim
BR0267777-2;Sim;PARACETAMOL ;200;mg;1;mL;solução oral;15;mL;225;GOTA;FRASCO;;Sim
BR0267777-3;Sim;PARACETAMOL ;200;mg;1;mL;solução oral;20;mL;300;GOTA;FRASCO;;Sim
BR0408498;Sim;PASSIFLORA INCARNATA + CRATAEGUS OXYACANTHA + SALIX ALBA;50 + 0,10 + 0,7;mg + mL + mL;1 + 1 + 1 ;mL + mL + mL;solução oral;100;mL;100;ML;FRASCO;;Não
BR0393342-1;Sim;PELARGONIUM SIDOIDES;825;mg;1;mL;solução oral;20;mL;420;GOTA;FRASCO;;Não
BR0393342-2;Sim;PELARGONIUM SIDOIDES;825;mg;1;mL;solução oral;50;mL;1050;GOTA;FRASCO;;Não
BR0300988;Sim;PERICIAZINA;10;mg;1;mL;solução oral;20;mL;400;GOTA;FRASCO;C01;Não
BR0300989;Sim;PERICIAZINA;4;%;;;solução oral;20;mL;800;GOTA;FRASCO;C01;Não
BR0271077;Sim;PIDOLATO DE MAGNÉSIO;150;mg;1;mL;solução oral;10;mL;1;FLAC.;FLACONETE;;Não
BR0269633;Sim;PIPERAZINA;100;mg;1;mL;solução oral;60;mL;60;ML;FRASCO;;Não
BR0275122;Sim;PIRACETAM;60;mg;1;mL;solução oral;110;mL;110;ML;FRASCO;;Não
BR0268150-1;Sim;PREDNISOLONA;3;mg;1;mL;solução oral;60;mL;60;ML;FRASCO;;Sim
BR0268150-2;Sim;PREDNISOLONA;3;mg;1;mL;solução oral;100;mL;100;ML;FRASCO;;Sim
BR0268150-3;Sim;PREDNISOLONA;3;mg;1;mL;solução oral;120;mL;120;ML;FRASCO;;Sim
