"CO_SEQ_ID";"NU_ISID";"NO_NM";"NO_NM_PT_BR";"CO_DCBCD";"CO_NCAS";"NO_DESCR_PT_BR"
"455188";"@brasil10690778223";"fidarestate";"fidarestate";"04047";"136087-85-9";"DCB"
"455189";"@brasil17314687534";"fiduxosina";"fiduxosina";"04048";"208993-54-8";"DCB"
"455190";"@brasil14501103314";"figopitanto";"figopitanto";"04049";"502422-74-4";"DCB"
"455191";"@brasil10561454276";"filaminaste";"filaminaste";"04050";"141184-34-1";"DCB"
"455192";"@brasil19303961747";"filenadol";"filenadol";"04051";"78168-92-0";"DCB"
"455193";"@brasil14835446219";"filipina";"filipina";"04053";"480-49-9";"DCB"
"455194";"@brasil16265346160";"filix mas";"filix mas";"10321";\N;"DCB"
"455195";"@brasil16820392454";"fimasartana";"fimasartana";"10979";"247257-48-3";"DCB"
"455196";"@brasil15305924102";"fimasartana potássica tri-hidratada";"fimasartana potássica tri-hidratada";"11036";"1020110-23-9";"DCB"
"455197";"@brasil16068443455";"finafloxacino";"finafloxacino";"04054";"209342-40-5";"DCB"
"455198";"@brasil14424445277";"finrozol";"finrozol";"04056";"204714-56-7";"DCB"
"455199";"@brasil13916896332";"fipexida";"fipexida";"04057";"34161-24-5";"DCB"
"455200";"@brasil16311146136";"fitato de cálcio e magnésio";"fitato de cálcio e magnésio";"00189";"3615-82-5";"DCB"
"455201";"@brasil19805041996";"fitato de sódio";"fitato de sódio";"00190";"7205-52-9";"DCB"
"455202";"@brasil10091771882";"fitato de sódio (99m tc)";"fitato de sódio (99m tc)";"10042";\N;"DCB"
"455203";"@brasil11043733730";"flamenol";"flamenol";"04061";"2174-64-3";"DCB"
"455204";"@brasil14943353313";"flavamina";"flavamina";"04062";"15686-60-9";"DCB"
"455205";"@brasil11585565684";"flavodilol";"flavodilol";"04063";"79619-31-1";"DCB"
"455206";"@brasil13097768790";"flazalona";"flazalona";"04067";"21221-18-1";"DCB"
"455207";"@brasil10732147208";"flerobuterol";"flerobuterol";"04070";"82101-10-8";"DCB"
"455208";"@brasil14367429979";"flesinoxano";"flesinoxano";"04072";"98205-89-1";"DCB"
"455209";"@brasil19640708582";"flestolol";"flestolol";"04073";"87721-62-8";"DCB"
"455210";"@brasil15101253281";"fletazepam";"fletazepam";"04075";"34482-99-0";"DCB"
"455211";"@brasil16584140970";"floctafenina";"floctafenina";"04077";"23779-99-9";"DCB"
"455212";"@brasil17616945314";"flomoxefe";"flomoxefe";"04078";"99665-00-6";"DCB"
"455213";"@brasil18332303973";"flopropiona";"flopropiona";"04079";"2295-58-1";"DCB"
"455214";"@brasil18810684230";"flordipino";"flordipino";"04081";"77590-96-6";"DCB"
"455215";"@brasil19056509544";"floredil";"floredil";"04082";"53731-36-5";"DCB"
"455216";"@brasil18850495337";"florfenicol";"florfenicol";"04083";"76639-94-6";"DCB"
"455217";"@brasil17082948363";"florifenina";"florifenina";"04084";"83863-79-0";"DCB"
"455218";"@brasil18863256114";"floroglucinol";"floroglucinol";"04085";"108-73-6";"DCB"
"455219";"@brasil13067435791";"flortanidazol (18 f)";"flortanidazol (18 f)";"11011";"1070878-86-2";"DCB"
"455220";"@brasil18747410920";"flosatidil";"flosatidil";"04086";"113593-34-3";"DCB"
"455221";"@brasil14534747538";"flosulida";"flosulida";"04088";"80937-31-1";"DCB"
"455222";"@brasil16431505237";"flotegatida (18 f)";"flotegatida (18 f)";"11012";" 1010702-75-6";"DCB"
"455223";"@brasil18553283881";"flotrenizina";"flotrenizina";"04089";"82190-92-9";"DCB"
"455224";"@brasil13471904007";"floverina";"floverina";"04090";"27318-86-1";"DCB"
"455225";"@brasil11699668700";"floxacrina";"floxacrina";"04091";"53966-34-0";"DCB"
"455226";"@brasil18082631785";"fluacizina";"fluacizina";"04093";"30223-48-4";"DCB"
"455227";"@brasil15314153138";"flualamida";"flualamida";"04094";"5107-49-3";"DCB"
"455228";"@brasil12322870642";"fluanisona";"fluanisona";"04095";"1480-19-9";"DCB"
"455229";"@brasil15671894107";"fluazurona";"fluazurona";"04098";"86811-58-7";"DCB"
"455230";"@brasil11390858916";"flubanilato";"flubanilato";"04099";"847-20-1";"DCB"
"455231";"@brasil19938612568";"flubeprida";"flubeprida";"04101";"56488-61-0";"DCB"
"455232";"@brasil15520486406";"flucarbrila";"flucarbrila";"04102";"2261-94-1";"DCB"
"455233";"@brasil17786594634";"flucetorex";"flucetorex";"04103";"40256-99-3";"DCB"
"455234";"@brasil12371514263";"flucindol";"flucindol";"04104";"40594-09-0";"DCB"
"455235";"@brasil18497787720";"fluciprazina";"fluciprazina";"04105";"54340-64-6";"DCB"
"455236";"@brasil15374396120";"fluclorolona acetonida";"fluclorolona acetonida";"00079";"3693-39-8";"DCB"
"455237";"@brasil11378617752";"flucrilato";"flucrilato";"04110";"23023-91-8";"DCB"
"455238";"@brasil10769900707";"fludalanina";"fludalanina";"04111";"35523-45-6";"DCB"
"455239";"@brasil19713650585";"fludiazepam";"fludiazepam";"04115";"3900-31-0";"DCB"
"455240";"@brasil16258551119";"fludorex";"fludorex";"04116";"15221-81-5";"DCB"
"455241";"@brasil12151804148";"fludoxopona";"fludoxopona";"04117";"71923-29-0";"DCB"
"455242";"@brasil11983367689";"flufenamato de alumínio";"flufenamato de alumínio";"00193";"61891-34-7";"DCB"
"455243";"@brasil13461426312";"flufenisal";"flufenisal";"04127";"22494-27-5";"DCB"
"455244";"@brasil11357028801";"flufilina";"flufilina";"04128";"82190-91-8";"DCB"
"455245";"@brasil16400865376";"flufosal";"flufosal";"04129";"65708-37-4";"DCB"
"455246";"@brasil17933240789";"flugestona";"flugestona";"04130";"337-03-1";"DCB"
"455247";"@brasil10463608130";"fluindarol";"fluindarol";"04132";"6723-40-6";"DCB"
"455248";"@brasil18518318586";"fluindiona";"fluindiona";"04133";"957-56-2";"DCB"
"455249";"@brasil11200768854";"flumecinol";"flumecinol";"04135";"56430-99-0";"DCB"
"455250";"@brasil10448888819";"flumedroxona";"flumedroxona";"04136";"15687-21-5";"DCB"
"455251";"@brasil18642137839";"flumequina";"flumequina";"04137";"42835-25-6";"DCB"
"455252";"@brasil11864023050";"flumeridona";"flumeridona";"04138";"75444-64-3";"DCB"
"455253";"@brasil13393702043";"flumetramida";"flumetramida";"04142";"7125-73-7";"DCB"
"455254";"@brasil11376441372";"flumexadol";"flumexadol";"04143";"30914-89-7";"DCB"
"455255";"@brasil16701101041";"flumezapina";"flumezapina";"04144";"61325-80-2";"DCB"
"455256";"@brasil19376181398";"fluminorex";"fluminorex";"04145";"720-76-3";"DCB"
"455257";"@brasil16777604180";"flumizol";"flumizol";"04146";"36740-73-5";"DCB"
"455258";"@brasil15759477013";"flumoxonida";"flumoxonida";"04147";"60135-22-0";"DCB"
"455259";"@brasil18464572836";"flunamina";"flunamina";"04148";"50366-32-0";"DCB"
"455260";"@brasil15044433449";"flunidazol";"flunidazol";"04151";"4548-15-6";"DCB"
"455261";"@brasil19828449047";"flunoprosta";"flunoprosta";"04156";"86348-98-3";"DCB"
"455262";"@brasil14008945201";"flunoxaprofeno";"flunoxaprofeno";"04157";"66934-18-7";"DCB"
"455263";"@brasil10559379169";"fluordopa (18 f)";"fluordopa (18 f)";"04165";"92812-82-3";"DCB"
"455264";"@brasil10770060550";"fluoresona";"fluoresona";"04168";"2924-67-6";"DCB"
"455265";"@brasil12172165551";"fluoreto de amônio";"fluoreto de amônio";"09442";"12125-01-8";"DCB"
"455266";"@brasil18550646413";"fluoreto de potássio";"fluoreto de potássio";"09443";"7789-23-3";"DCB"
"455267";"@brasil16236735726";"fluoreto de sódio (18 f)";"fluoreto de sódio (18 f)";"09738";"22554-99-0";"DCB"
"455268";"@brasil15531739698";"fluorfenidina (18 f)";"fluorfenidina (18 f)";"11013";" 917894-12-3";"DCB"
"455269";"@brasil18948491622";"fluorfosfato de glutamina";"fluorfosfato de glutamina";"09499";"116420-36-1";"DCB"
"455270";"@brasil18147239327";"fluorfosfato de sódio";"fluorfosfato de sódio";"04171";"10163-15-2";"DCB"
"455271";"@brasil13890722079";"fluoris acidum";"fluoris acidum";"10322";\N;"DCB"
"455273";"@brasil13387297682";"fluotraceno";"fluotraceno";"04175";"35764-73-9";"DCB"
"455274";"@brasil11900810553";"fluparoxano";"fluparoxano";"04179";"105182-45-4";"DCB"
"455275";"@brasil19342160026";"fluperamida";"fluperamida";"04184";"53179-10-5";"DCB"
"455276";"@brasil11008368786";"fluperlapina";"fluperlapina";"04185";"67121-76-0";"DCB"
"455277";"@brasil17015364156";"fluperolona";"fluperolona";"04186";"3841-11-0";"DCB"
"455278";"@brasil12051714733";"flupimazina";"flupimazina";"04187";"47682-41-7";"DCB"
"455279";"@brasil19212481507";"flupirtina";"flupirtina";"04188";"56995-20-1";"DCB"
"455280";"@brasil19907263645";"flupranona";"flupranona";"04190";"21686-10-2";"DCB"
"455281";"@brasil11898874017";"fluprazina";"fluprazina";"04191";"76716-60-4";"DCB"
"455282";"@brasil19772579453";"fluprednisolona";"fluprednisolona";"04195";"53-34-9";"DCB"
"455283";"@brasil13166275528";"fluprofeno";"fluprofeno";"04198";"17692-38-5";"DCB"
"455284";"@brasil16513639590";"fluprofilina";"fluprofilina";"04199";"85118-43-0";"DCB"
"455285";"@brasil13069371675";"fluproquazona";"fluproquazona";"04200";"40507-23-1";"DCB"
"455286";"@brasil15805939914";"fluprostenol";"fluprostenol";"04201";"40666-16-8";"DCB"
"455287";"@brasil19821584855";"fluquazona";"fluquazona";"04202";"37554-40-8";"DCB"
"455288";"@brasil11690104846";"fluradolina";"fluradolina";"04203";"71316-84-2";"DCB"
"455289";"@brasil18985769969";"flurantel";"flurantel";"04205";"30533-89-2";"DCB"
"455290";"@brasil19858535619";"fluretofeno";"fluretofeno";"04210";"56917-29-4";"DCB"
"455291";"@brasil12335368498";"fluritromicina";"fluritromicina";"04211";"82664-20-8";"DCB"
"455292";"@brasil12101235939";"flurocitabina";"flurocitabina";"04212";"37717-21-8";"DCB"
"455293";"@brasil13500074513";"flurofamida";"flurofamida";"04213";"70788-28-2";"DCB"
"455294";"@brasil11196665056";"flusalana";"flusalana";"04216";"4776-06-1";"DCB"
"455295";"@brasil15483102047";"flusoxolol";"flusoxolol";"04217";"84057-96-5";"DCB"
"455296";"@brasil13825515380";"fluspiperona";"fluspiperona";"04218";"54965-22-9";"DCB"
"455297";"@brasil12678271067";"flutazolam";"flutazolam";"04221";"27060-91-9";"DCB"
"455298";"@brasil11914809505";"flutemazepam";"flutemazepam";"04222";"52391-89-6";"DCB"
"455299";"@brasil11539234631";"flutiazina";"flutiazina";"04223";"7220-56-6";"DCB"
"455300";"@brasil11951744948";"flutizenol";"flutizenol";"04226";"10202-40-1";"DCB"
"455301";"@brasil15141021156";"flutomidato";"flutomidato";"04227";"84962-75-4";"DCB"
"455302";"@brasil19849871245";"flutonidina";"flutonidina";"04228";"28125-87-3";"DCB"
"455303";"@brasil13826293072";"flutoprazepam";"flutoprazepam";"04229";"25967-29-7";"DCB"
"455304";"@brasil19581851928";"flutriciclamida (18 f)";"flutriciclamida (18 f)";"11014";" 1274863-98-7";"DCB"
"455305";"@brasil16430380739";"flutrolina";"flutrolina";"04231";"70801-02-4";"DCB"
"455306";"@brasil13406348220";"fluzinamida";"fluzinamida";"04236";"76263-13-3";"DCB"
"455307";"@brasil17740599192";"fluzoperina";"fluzoperina";"04237";"52867-77-3";"DCB"
"455308";"@brasil18483951610";"fodipir";"fodipir";"04238";"118248-91-2";"DCB"
"455309";"@brasil19197960781";"foeniculum vulgare mill.";"foeniculum vulgare mill.";"10827";\N;"DCB"
"455310";"@brasil10537949390";"foeniculum vulgare mill. ssp. vulgare var. vulgare";"foeniculum vulgare mill. ssp. vulgare var. vulgare";"11051";\N;"DCB"
"455311";"@brasil15095864910";"folinato de cálcio pentaidratado";"folinato de cálcio pentaidratado";"09444";"6035-45-6";"DCB"
"455312";"@brasil13865476690";"folinato de sódio";"folinato de sódio";"10638";"42476-21-1 ";"DCB"
"455313";"@brasil14039789030";"folliculinum";"folliculinum";"10323";\N;"DCB"
"455314";"@brasil18602515390";"fomidacilina";"fomidacilina";"04251";"98048-07-8";"DCB"
"455315";"@brasil10893210172";"fominobeno";"fominobeno";"04252";"18053-31-1";"DCB"
"455316";"@brasil18658504995";"fomocaína";"fomocaína";"04255";"17692-39-6";"DCB"
"455317";"@brasil10612894771";"fopirtolina";"fopirtolina";"04257";"22514-23-4";"DCB"
"455318";"@brasil17088959175";"forasartana";"forasartana";"04258";"145216-43-9";"DCB"
"455319";"@brasil13606111874";"forfenimex";"forfenimex";"04259";"72973-11-6";"DCB"
"455320";"@brasil16763682155";"formato de quinina";"formato de quinina";"07582";"130-90-5";"DCB"
"455321";"@brasil13000075464";"formato de sódio";"formato de sódio";"04264";"141-53-7";"DCB"
"455322";"@brasil14709331163";"formebolona";"formebolona";"04261";"2454-11-7";"DCB"
"455323";"@brasil14546429731";"formetorex";"formetorex";"04263";"15302-18-8";"DCB"
"455324";"@brasil18604155477";"formica rufa";"formica rufa";"10324";\N;"DCB"
"455325";"@brasil19381488503";"forminitrazol";"forminitrazol";"04265";"500-08-3";"DCB"
"455326";"@brasil11094976393";"formocortal";"formocortal";"04266";"2825-60-7";"DCB"
"455327";"@brasil17330416762";"formossulfatiazol";"formossulfatiazol";"04267";"13968-86-0";"DCB"
"455328";"@brasil13367154944";"fosamprenavir sódico";"fosamprenavir sódico";"11169";"226700-80-7";"DCB"
"455329";"@brasil14844524742";"fosarilato";"fosarilato";"04272";"73514-87-1";"DCB"
"455330";"@brasil14121159187";"fosazepam";"fosazepam";"04273";"35322-07-7";"DCB"
"455331";"@brasil16072222017";"fosenazida";"fosenazida";"04275";"16543-10-5";"DCB"
"455332";"@brasil17997632833";"fosfatidilcolina hidrogenada de soja";"fosfatidilcolina hidrogenada de soja";"11493";"97281-48-6";"DCB"
"455333";"@brasil11771498425";"fosfato crômico (32 p)";"fosfato crômico (32 p)";"09739";"24381-60-0";"DCB"
"455334";"@brasil14864593933";"fosfato crômico (51 cr)";"fosfato crômico (51 cr)";"09787";"24381-61-1";"DCB"
"455335";"@brasil19008474701";"fosfato de alumínio terc-hidratado";"fosfato de alumínio terc-hidratado";"11401";"1117729-44-8";"DCB"
"455336";"@brasil10448592015";"fosfato de amônio dibásico";"fosfato de amônio dibásico";"04277";"7783-28-0";"DCB"
"455337";"@brasil15217536281";"fosfato de anfetamina";"fosfato de anfetamina";"00779";"139-10-6";"DCB"
"455338";"@brasil14741905669";"fosfato de butanilicaína";"fosfato de butanilicaína";"01586";"2081-65-4";"DCB"
"455339";"@brasil18056919813";"fosfato de clofílio";"fosfato de clofílio";"04279";"68379-03-3";"DCB"
"455340";"@brasil16058882367";"fosfato de clomacrana";"fosfato de clomacrana";"11170";"22199-46-8";"DCB"
"455341";"@brasil16123652704";"fosfato de codeína hemi-hidratado";"fosfato de codeína hemi-hidratado";"10802";"41444-62-6";"DCB"
"455342";"@brasil12441616729";"fosfato de codeína sesqui-hidratado";"fosfato de codeína sesqui-hidratado";"10893";"5913-76-8";"DCB"
"455343";"@brasil13837125843";"fosfato de dietilamônio";"fosfato de dietilamônio";"09445";"68109-72-8";"DCB"
"455344";"@brasil11860779338";"fosfato de di-hidrocodeína";"fosfato de di-hidrocodeína";"03016";"24204-13-5";"DCB"
"455345";"@brasil17792519466";"fosfato de ditetraetilamônio";"fosfato de ditetraetilamônio";"04280";\N;"DCB"
"455346";"@brasil13380259631";"fosfato de empirolina";"fosfato de empirolina";"03364";"66364-74-7";"DCB"
"455347";"@brasil13523740062";"fosfato de estricnina";"fosfato de estricnina";"11171";"509-42-2";"DCB"
"455348";"@brasil17477921727";"fosfato de levamisol";"fosfato de levamisol";"05226";"32093-35-9";"DCB"
"455349";"@brasil16818388761";"fosfato de levotreonina";"fosfato de levotreonina";"09487";"1114-81-4";"DCB"
"455350";"@brasil11658178931";"fosfato de magnésio dibásico";"fosfato de magnésio dibásico";"00204";"7757-86-0";"DCB"
"455351";"@brasil17835728680";"fosfato de magnésio monobásico";"fosfato de magnésio monobásico";"04284";"13092-66-5";"DCB"
"455352";"@brasil14204106920";"fosfato de metronidazol";"fosfato de metronidazol";"05904";"73334-05-1";"DCB"
"455353";"@brasil17513348865";"fosfato de oxolamina";"fosfato de oxolamina";"06775";"1949-19-5";"DCB"
"455354";"@brasil14954423879";"fosfato de piridoxina";"fosfato de piridoxina";"07168";\N;"DCB"
"455355";"@brasil12232073108";"fosfato de racetreonina";"fosfato de racetreonina";"09545";"27530-80-9";"DCB"
"455356";"@brasil16297094211";"fosfato de serina";"fosfato de serina";"07955";"17885-08-4";"DCB"
"455357";"@brasil14789252042";"fosfato de sódio monobásico (32 p)";"fosfato de sódio monobásico (32 p)";"09788";"8027-28-9";"DCB"
"455358";"@brasil15054977883";"fosfato de tetramisol";"fosfato de tetramisol";"08477";"75656-48-3";"DCB"
"455359";"@brasil10907133603";"fosfato de tiamina";"fosfato de tiamina";"08513";"532-40-1";"DCB"
"455360";"@brasil19370734670";"fosfato de tributila";"fosfato de tributila";"09481";"126-73-8";"DCB"
"455361";"@brasil14132272855";"fosfato de triciribina";"fosfato de triciribina";"08867";"61966-08-3";"DCB"
"455362";"@brasil12549160571";"fosfato de trolnitrato";"fosfato de trolnitrato";"08966";"588-42-1";"DCB"
"455363";"@brasil10348984598";"fosfato de vidarabina";"fosfato de vidarabina";"09129";"29984-33-6";"DCB"
"455364";"@brasil14097441586";"fosfato de zinco";"fosfato de zinco";"04283";"7779-90-0";"DCB"
"455365";"@brasil19440254445";"fosfato potássico de megalomicina";"fosfato potássico de megalomicina";"05580";"51481-68-6";"DCB"
"455366";"@brasil14908947780";"fosfato sódico de metilprednisolona";"fosfato sódico de metilprednisolona";"05815";"5015-36-1";"DCB"
"455367";"@brasil16223975871";"fosfato sódico de riboflavina di-hidratado";"fosfato sódico de riboflavina di-hidratado";"11222";"6184-17-4";"DCB"
"455368";"@brasil16393036325";"fosfato sódico de rosaramicina";"fosfato sódico de rosaramicina";"07811";"60802-40-6";"DCB"
"455369";"@brasil13293254321";"fosfato sódico de vidarabina";"fosfato sódico de vidarabina";"09130";"71002-10-3";"DCB"
"455370";"@brasil17287162938";"fosfato trissódico dodecaidratado";"fosfato trissódico dodecaidratado";"11312";"10101-89-0";"DCB"
"455371";"@brasil16556052039";"fosfluconazol";"fosfluconazol";"04287";"194798-83-9";"DCB"
"455372";"@brasil10918771689";"fosfocreatinina";"fosfocreatinina";"04288";"5786-71-0";"DCB"
"455373";"@brasil14925702636";"fosfomicina dissódica";"fosfomicina dissódica";"04291";"26016-99-9";"DCB"
"455374";"@brasil11872198423";"fosfoneto sódico";"fosfoneto sódico";"04293";"54870-27-8";"DCB"
"455375";"@brasil14583884517";"fosforilcolina";"fosforilcolina";"04294";"107-73-3";"DCB"
"455376";"@brasil17302827625";"fosforiletanolamina";"fosforiletanolamina";"04296";"1071-23-4";"DCB"
"455377";"@brasil12762484887";"fosfosal";"fosfosal";"04297";"6064-83-1";"DCB"
"455378";"@brasil11903941864";"fosfrutose";"fosfrutose";"04298";"488-69-7";"DCB"
"455379";"@brasil11232254970";"fosinoprilate";"fosinoprilate";"04301";"95399-71-6";"DCB"
"455380";"@brasil10449449568";"fosmidomicina";"fosmidomicina";"04302";"66508-53-0";"DCB"
"455381";"@brasil18550483236";"fospirato";"fospirato";"04303";"5598-52-7";"DCB"
"455382";"@brasil11404067790";"fosquidona";"fosquidona";"04304";"114517-02-1";"DCB"
"455383";"@brasil11368889548";"fostedil";"fostedil";"04305";"75889-62-2";"DCB"
"455384";"@brasil12632244677";"fostriecina";"fostriecina";"04306";"87810-56-8";"DCB"
"455385";"@brasil19054555051";"fosvesete";"fosvesete";"04307";"193901-91-6";"DCB"
"455386";"@brasil17376041538";"fotretamina";"fotretamina";"04309";"37132-72-2";"DCB"
"455387";"@brasil19716542845";"foxim";"foxim";"04310";"14816-18-3";"DCB"
"455388";"@brasil16454589920";"fração insaponificável do óleo de abacate";"fração insaponificável do óleo de abacate";"09935";\N;"DCB"
"455389";"@brasil13123321376";"fração insaponificável do óleo de soja";"fração insaponificável do óleo de soja";"09936";\N;"DCB"
"455390";"@brasil16252837427";"fracefamida";"fracefamida";"04311";"188196-22-7";"DCB"
"455391";"@brasil11894223318";"fradafibana";"fradafibana";"04312";"148396-36-5";"DCB"
"455392";"@brasil10712604615";"fragaria vesca";"fragaria vesca";"10325";\N;"DCB"
"455393";"@brasil17880353430";"fraxinus americana";"fraxinus americana";"10326";\N;"DCB"
"455394";"@brasil17263953616";"frentizol";"frentizol";"04317";"26130-02-9";"DCB"
"455395";"@brasil12678708100";"fronepidil";"fronepidil";"04318";"79700-63-3";"DCB"
"455396";"@brasil11601679958";"froxiprosta";"froxiprosta";"04320";"62559-74-4";"DCB"
"455397";"@brasil19972275800";"frutose férrica";"frutose férrica";"04322";"12286-76-9";"DCB"
"455398";"@brasil15056339440";"ftalilsulfametizol";"ftalilsulfametizol";"04323";"485-24-5";"DCB"
"455399";"@brasil15364870106";"ftaxilida";"ftaxilida";"04327";"19368-18-4";"DCB"
"455400";"@brasil11655332520";"ftivazida";"ftivazida";"04328";"149-17-7";"DCB"
"455401";"@brasil12182052592";"ftormetazina";"ftormetazina";"04329";"33414-30-1";"DCB"
"455402";"@brasil15944265708";"ftorpropazina";"ftorpropazina";"04330";"33414-36-7";"DCB"
"455403";"@brasil13175171075";"fucus vesiculosus";"fucus vesiculosus";"10327";\N;"DCB"
"455404";"@brasil18043058557";"fudosteína";"fudosteína";"04332";"13189-98-5";"DCB"
"455405";"@brasil10689779873";"fuladectina a3";"fuladectina a3";"09577";"150702-33-3";"DCB"
"455406";"@brasil19319724000";"fuladectina a4";"fuladectina a4";"09578";"150702-32-2";"DCB"
"455407";"@brasil14529280693";"fumarato de aminorex";"fumarato de aminorex";"00694";"13425-22-4";"DCB"
"455408";"@brasil14687231772";"fumarato de azaloxano";"fumarato de azaloxano";"00968";"86116-60-1";"DCB"
"455409";"@brasil19848317092";"fumarato de benciclano";"fumarato de benciclano";"01093";"14286-84-1";"DCB"
"455410";"@brasil15179890453";"fumarato de brovincamina";"fumarato de brovincamina";"01492";"84964-12-5";"DCB"
"455411";"@brasil16354501298";"fumarato de cetimipramina";"fumarato de cetimipramina";"01947";"17243-32-2";"DCB"
"455412";"@brasil16232835440";"fumarato de cotinina";"fumarato de cotinina";"02618";"5695-98-7";"DCB"
"455413";"@brasil12100673616";"fumarato de dazoprida";"fumarato de dazoprida";"02705";"81957-25-7";"DCB"
"455414";"@brasil11804862069";"fumarato de duoperona";"fumarato de duoperona";"03268";"62030-89-1";"DCB"
"455415";"@brasil12722289805";"fumarato de ipazilida";"fumarato de ipazilida";"05024";"115436-74-3";"DCB"
"455416";"@brasil18196863128";"fumarato de linoglirida";"fumarato de linoglirida";"05330";"78782-47-5";"DCB"
"455417";"@brasil12817446534";"fumarato de mefenidil";"fumarato de mefenidil";"05567";"83153-38-2";"DCB"
"455418";"@brasil19496643596";"fumarato de metapirileno";"fumarato de metapirileno";"05741";"33032-12-1";"DCB"
"455419";"@brasil19030878690";"fumarato de metoprolol";"fumarato de metoprolol";"05875";"119637-66-0";"DCB"
"455420";"@brasil16664462969";"fumarato de oxetorona";"fumarato de oxetorona";"06701";"34522-46-8";"DCB"
"455421";"@brasil16229679085";"fumarato de picumeterol";"fumarato de picumeterol";"07040";"130641-37-1";"DCB"
"455422";"@brasil11155006829";"fumarato de propiram";"fumarato de propiram";"07470";"13717-04-9";"DCB"
"455423";"@brasil17085997197";"fumarato de tampramina";"fumarato de tampramina";"08288";"83166-18-1";"DCB"
"455424";"@brasil11964965807";"fumarato de tiamulina";"fumarato de tiamulina";"08518";"55297-96-6";"DCB"
"455425";"@brasil18566837754";"fumaria officinalis";"fumaria officinalis";"10328";\N;"DCB"
"455426";"@brasil16939291660";"fumoxicilina";"fumoxicilina";"04337";"78186-33-1";"DCB"
"455427";"@brasil18995945348";"furafilina";"furafilina";"04338";"80288-49-9";"DCB"
"455428";"@brasil14161852069";"furalazina";"furalazina";"04339";"556-12-7";"DCB"
"455429";"@brasil13821424611";"furaltadona";"furaltadona";"04340";"139-91-3";"DCB"
"455430";"@brasil16621567155";"furampropionato de nandrolona";"furampropionato de nandrolona";"06220";\N;"DCB"
"455431";"@brasil11643562252";"furaprofeno";"furaprofeno";"04341";"67700-30-5";"DCB"
"455432";"@brasil18353110101";"furazabol";"furazabol";"04342";"1239-29-8";"DCB"
"455433";"@brasil16834864062";"furbucilina";"furbucilina";"04344";"54340-65-7";"DCB"
"455434";"@brasil19114990315";"furcloprofeno";"furcloprofeno";"04345";"58012-63-8";"DCB"
"455435";"@brasil15070359700";"furegrelato";"furegrelato";"04346";"85666-24-6";"DCB"
"455436";"@brasil18006827864";"furetidina";"furetidina";"04347";"2385-81-1";"DCB"
"455437";"@brasil14823060532";"furfurilmetilanfetamina";"furfurilmetilanfetamina";"04353";"13445-60-8";"DCB"
"455438";"@brasil10094819375";"furidarona";"furidarona";"04354";"4662-17-3";"DCB"
"455439";"@brasil16004915586";"furmetoxadona";"furmetoxadona";"04355";"6281-26-1";"DCB"
"455440";"@brasil19740120114";"furobufeno";"furobufeno";"04356";"38873-55-1";"DCB"
"455441";"@brasil10685854125";"furodazol";"furodazol";"04357";"56119-96-1";"DCB"
"455442";"@brasil14208910588";"furofenaco";"furofenaco";"04358";"56983-13-2";"DCB"
"455443";"@brasil18986990877";"furomazina";"furomazina";"04359";"28532-90-3";"DCB"
"455444";"@brasil12308222931";"furomina";"furomina";"04360";"142996-66-5";"DCB"
"455445";"@brasil14580142333";"furostilbestrol";"furostilbestrol";"04362";"549-40-6";"DCB"
"455446";"@brasil15976043179";"fursalana";"fursalana";"04363";"15686-77-8";"DCB"
"455447";"@brasil16139789209";"fursultiamina";"fursultiamina";"04364";"804-30-8";"DCB"
"455448";"@brasil12770816815";"furtereno";"furtereno";"04366";"7761-75-3";"DCB"
"455449";"@brasil15434716757";"fuzlocilina";"fuzlocilina";"04368";"66327-51-3";"DCB"
"455450";"@brasil18861133648";"gabapentina enacarbila";"gabapentina enacarbila";"11174";"478296-72-9";"DCB"
"455451";"@brasil18001518283";"gabexato";"gabexato";"04370";"39492-01-8";"DCB"
"455452";"@brasil13424190778";"gaboxadol";"gaboxadol";"04371";"64603-91-4";"DCB"
"455453";"@brasil13116399349";"gadobenato de dimeglumina";"gadobenato de dimeglumina";"09863";"127000-20-8";"DCB"
"455454";"@brasil15309424720";"gadofosvesete";"gadofosvesete";"04374";"201688-00-8";"DCB"
"455455";"@brasil17197925863";"gadomelitol";"gadomelitol";"04375";"227622-74-4";"DCB"
"455456";"@brasil10061355465";"gadopenamida";"gadopenamida";"04376";"117827-80-2";"DCB"
"455457";"@brasil18713000041";"gadoterato de meglumina";"gadoterato de meglumina";"05591";\N;"DCB"
"455458";"@brasil13380934122";"galamustina";"galamustina";"04379";"105618-02-8";"DCB"
"455459";"@brasil10765670798";"galarrubicina";"galarrubicina";"04382";"140637-86-1";"DCB"
"455460";"@brasil13685551930";"galdansetrona";"galdansetrona";"04384";"116684-92-5";"DCB"
"455461";"@brasil16130747566";"galocitabina";"galocitabina";"04385";"124012-42-6";"DCB"
"455462";"@brasil19597082349";"galtifenina";"galtifenina";"04387";"106719-74-8";"DCB"
"455463";"@brasil19593169360";"gamaepoetina";"gamaepoetina";"04388";"130455-76-4";"DCB"
"455464";"@brasil19174600063";"gamainterferona 1a";"gamainterferona 1a";"04390";"98059-18-8";"DCB"
"455465";"@brasil17093492546";"gamanonacogue";"gamanonacogue";"11375";"181054-95-5";"DCB"
"455466";"@brasil17943662848";"gambogia";"gambogia";"10329";\N;"DCB"
