"CO_SEQ_ID";"NU_VPID";"NO_NM";"principio";"cat_anvisa";"renam";"NU_SNOMED";"atc";"route";"ingredientes_conc_unid";"form"
"790681";"@brasil13000235894";"Tioconazol 10 mg/g loção";"Tioconazol";"Antimicóticos para uso tópico";\N;\N;"D01AC07 tioconazol";"Dermatológica";"tioconazol 10.000 mg (Miligrama)";"Emulsão"
"348348";"@brasil12511760034";"Tioconazol 10 mg/mL loção";"Tioconazol";"Antimicóticos para uso tópico";\N;\N;"D01AC07 tioconazol";"Dermatológica";"tioconazol 10.000 mg (Miligrama)";"Emulsão"
"344934";"@brasil11463344106";"Tioconazol 20 mg/g + Tinidazol 30 mg/g creme vaginal";"Tioconazol + Tinidazol";"Antiinfecciosos tópicos - Associações medicamentosas";\N;\N;\N;"Vaginal";"tinidazol 30.000 mg (Miligrama),tioconazol 20.000 mg (Miligrama)";"Creme vaginal"
"541527";"@brasil10310104469";"Tioconazol 280 mg/mL solução";"Tioconazol";"Antimicóticos para uso tópico";\N;\N;"D01AC07 tioconazol";"Dermatológica";"tioconazol 280.000 mg (Miligrama)";"Solução"
"344975";"@brasil16899368842";"Tioconazol 65 mg/g creme vaginal";"Tioconazol";\N;\N;\N;"G01AF08 tioconazol";"Via de administração não aplicável";\N;"Não aplicável"
"551466";"@brasil10507885701";"Tioconazol 65 mg/g pomada vaginal";"Tioconazol";"Antimicóticos para uso tópico";\N;\N;"G01AF08 tioconazol";"Vaginal";"tioconazol 65.000 mg (Miligrama)";"Pomada vaginal"
"558864";"@brasil13774694914";"Tioguanina 40 mg comprimido";"Tioguanina";"Outros antineoplásicos";\N;\N;"L01BB03 tioguanina";"Oral";"tioguanina 40.000 mg (Miligrama)";"Comprimido"
"265326";"@brasil18803968417";"Tiopental 1 g pó para solução para injeção; frasco-ampola";"Tiopental";"Anestésicos gerais injetáveis";\N;\N;"N01AF03 tiopental";"Intravenosa";"não disponível 0.000 desconhecido";"Pó para solução para injeção"
"493893";"@brasil18584404882";"Tiopental 500 mg pó para solução para injeção; frasco-ampola";"Tiopental";"Anestésicos gerais injetáveis";\N;"333834003";"N01AF03 tiopental";"Intravenosa";"tiopental sódico 500.000 mg (Miligrama)";"Pó para solução para injeção"
"276756";"@brasil19059228363";"Tioridazina 10 mg comprimido";"Tioridazina";"Neurolépticos";\N;"321530002";"N05AC02 tioridazina";"Oral";"cloridrato de tioridazina 10.000 mg (Miligrama)";"Comprimido"
"276837";"@brasil17303603790";"Tioridazina 100 mg comprimido";"Tioridazina";"Neurolépticos";\N;"321533000";"N05AC02 tioridazina";"Oral";"cloridrato de tioridazina 100.000 mg (Miligrama)";"Comprimido"
"276851";"@brasil10975596885";"Tioridazina 200 mg comprimido de liberação prolongada";"Tioridazina";"Neurolépticos";\N;\N;"N05AC02 tioridazina";"Oral";"cloridrato de tioridazina 200.000 mg (Miligrama)";"Comprimido de liberação prolongada"
"276786";"@brasil16325089768";"Tioridazina 25 mg comprimido";"Tioridazina";"Neurolépticos";\N;"321531003";"N05AC02 tioridazina";"Oral";"cloridrato de tioridazina 25.000 mg (Miligrama)";"Comprimido"
"75214";"@brasil19101124803";"Tioridazina 30 mg/mL solução oral";"Tioridazina";"Neurolépticos";\N;\N;"N05AC02 tioridazina";"Não disponível";"não disponível 0.000 desconhecido";"Não disponível"
"276823";"@brasil18643653100";"Tioridazina 50 mg comprimido";"Tioridazina";"Neurolépticos";\N;"321532005";"N05AC02 tioridazina";"Oral";"cloridrato de tioridazina 50.000 mg (Miligrama)";"Comprimido"
"286320";"@brasil17472603410";"Tipranavir 100 mg/mL solução oral";"Tipranavir";"Antiretroviral";"Estratégico";"439532002";"J05AE09 tipranavir";"Oral";"tipranavir 100.000 mg (Miligrama)";"Solução oral"
"320370";"@brasil17085974649";"Tipranavir 250 mg cápsula";"Tipranavir";"Antiretroviral";"Estratégico";"419994001";"J05AE09 tipranavir";"Oral";"tipranavir 250.000 mg (Miligrama)";"Cápsula"
"493995";"@brasil15282669704";"Tirofibana 12,5 mg/50 mL solução para injeção; frasco-ampola";"Tirofibana";"Antiagregante plaquetário";"Uso Hospitalar";\N;"B01AC17 tirofibana";"Intravenosa";"cloridrato de tirofibana monoidratado 0.000 mg (Miligrama)";"Solução para injeção"
"572697";"@brasil13583694707";"Tirotricina 0,1 mg/mL + Hidroxiquinolina 1 mg/mL colutório";"Tirotricina + Hidroxiquinolina";"Demulcentes e outros medicamentos uso oral para tratamento de orofaringe";\N;\N;\N;"Bucal";"sulfato de hidroxiquinolina 1.000 mg (Miligrama),tirotricina 0.000 mg (Miligrama)";"Colutório"
"545115";"@brasil12575622509";"Tirotricina 0,25 mg/g + Hidroxiquinolina 6,2 mg/g + Fluoreto de Sódio 2,2 mg/g gel";"Tirotricina + Hidroxiquinolina + Fluoreto de Sódio ";"Demulcentes e outros medicamentos uso oral para tratamento de orofaringe";\N;\N;"A01AA51 fluoreto de sódio, associações contendo";"Bucal";"fluoreto de sódio 2.000 mg (Miligrama),sulfato de hidroxiquinolina 6.000 mg (Miligrama),tirotricina 0.000 mg (Miligrama)";"Gel"
"590485";"@brasil10151558675";"Tirotricina 0,3 mg/mL + Hidroxiquinolina 10 mg/mL colutório";"Tirotricina + Hidroxiquinolina";"Demulcentes e outros medicamentos uso oral para tratamento de orofaringe";\N;\N;\N;"Bucal";"sulfato de hidroxiquinolina 10.000 mg (Miligrama),tirotricina 0.000 mg (Miligrama)";"Colutório"
"613078";"@brasil11747466167";"Tirotricina 1 mg + Hidroxiquinolina 0,7 mg + Benzocaína 5 mg pastilha";"Tirotricina + Hidroxiquinolina + Benzocaína";"Demulcentes e outros medicamentos uso oral para tratamento de orofaringe";\N;\N;\N;"Oral";"benzocaína 5.000 mg (Miligrama),sulfato de hidroxiquinolina 0.000 mg (Miligrama),tirotricina 1.000 mg (Miligrama)";"pastilha"
"570901";"@brasil15402267876";"Tirotricina 1 mg/mL + Hidroxiquinolina 2 mg/mL + Lidocaína 4 mg/mL colutório spray";"Tirotricina + Lidocaína + Quinosol ";"Demulcentes e outros medicamentos uso oral para tratamento de orofaringe";\N;\N;\N;"Bucal";"hidroxiquinolina 2.000 mg (Miligrama),lidocaína 4.000 mg (Miligrama),tirotricina 1.000 mg (Miligrama)";"Colutório spray"
"558937";"@brasil17203027927";"Tirotricina 1,035 mg + Benzocaína 5 mg pastilha";"Benzocaína + Tirotricina";"Produtos para orofaringe";\N;\N;\N;"Oral";"benzocaína 5.000 mg (Miligrama),tirotricina 1.000 mg (Miligrama)";"pastilha"
"275688";"@brasil14035536556";"Tizanidina 2 mg comprimido";"Tizanidina";"Relaxantes musculares centrais simples";\N;"330135003";"M03BX02 tizanidina";"Oral";"cloridrato de tizanidina 2.000 mg (Miligrama)";"Comprimido"
"275667";"@brasil16393005228";"Tizanidina 4 mg comprimido";"Tizanidina";\N;\N;"330136002";"M03BX02 tizanidina";"Via de administração não aplicável";"tibolona 2.000 mg (Miligrama)";"Não aplicável"
"549632";"@brasil13335838058";"Tobramicina 28 mg cápsula para inalação; inalador";"Tobramicina";"Aminoglicosídeos";\N;\N;"J01GB01 tobramicina";"Inalatória por Via Oral";"tobramicina 28.000 mg (Miligrama)";"Cápsula para inalação"
"345230";"@brasil12117052861";"Tobramicina 3 mg/g + Dexametasona 1 mg/g pomada oftálmica";"Tobramicina + Dexametasona";"Glicocorticóides tópicos - associação medicamentosa";\N;\N;"D07CB04 dexametasona e antibióticos";"Oftálmica";"dexametasona 1.000 mg (Miligrama),tobramicina 3.000 mg (Miligrama)";"Pomada oftálmica"
"345278";"@brasil19717354800";"Tobramicina 3 mg/g pomada oftálmica";"Tobramicina";"Antiinfecciosos tópicos para uso oftálmico";\N;\N;"S01AA12 tobramicina";"Oftálmica";"tobramicina 3.000 mg (Miligrama)";"Pomada oftálmica"
"411132";"@brasil12936937270";"Tobramicina 3 mg/mL (0,3%) + Dexametasona 1 mg/mL (0,1%) suspensão oftálmica";"Tobramicina + Dexametasona";"Glicocorticóides tópicos - associação medicamentosa";\N;"134748003";"S01CA01 dexametasona e antiinfecciosos";"Oftálmica";"dexametasona 1.000 mg (Miligrama),tobramicina 3.000 mg (Miligrama)";"suspensão oftálmica"
"342644";"@brasil14097656079";"Tobramicina 3 mg/mL solução oftálmica";"Tobramicina";"Antiinfecciosos tópicos para uso oftálmico";\N;"14253311000001100";"S01AA12 tobramicina";"Oftálmica";"tobramicina 3.000 mg (Miligrama)";"Solução oftálmica"
"436669";"@brasil12232107120";"Tobramicina 60 mg/mL solução para inalação 5 mL; ampola";"Tobramicina";"Aminoglicosídeos";\N;"4145111000001102";"J01GB01 tobramicina";"Inalatória";"tobramicina 60.000 mg (Miligrama)";"Solução para inalação"
"436729";"@brasil10438364417";"Tobramicina 75 mg/1,5 mL solução para injeção; ampola";"Tobramicina";"Aminoglicosídeos";\N;\N;"J01GB01 tobramicina";"Intramuscular,Intravenosa";"sulfato de tobramicina 50.000 mg (Miligrama)";"Solução para injeção"
"570693";"@brasil14194434054";"Tobramicina 75 mg/mL solução para inalação 4 mL; flaconete";"Tobramicina";"Aminoglicosídeos";\N;\N;"J01GB01 tobramicina";"Inalatória";"tobramicina 75.000 mg (Miligrama)";"Solução para inalação"
"494064";"@brasil17292899093";"Tocilizumabe 162 mg/0,9 mL solução para injeção; seringa preenchida";"Tocilizumabe";"Antinflamatórios antireumáticos";\N;\N;"L04AC07 tocilizumabe";"Subcutânea";"tocilizumabe 180.000 mg (Miligrama)";"Solução para injeção"
"494084";"@brasil16945435176";"Tocilizumabe 200 mg/10 mL solução para injeção; frasco-ampola";"Tocilizumabe";"Antinflamatórios antireumáticos";"Especializado";\N;"L04AC07 tocilizumabe";"Intravenosa";"tocilizumabe 20.000 mg (Miligrama)";"Solução para injeção"
"494123";"@brasil16327179292";"Tocilizumabe 80 mg/4 mL solução para injeção; frasco-ampola";"Tocilizumabe";"Antinflamatórios antireumáticos";"Especializado";\N;"L04AC07 tocilizumabe";"Intravenosa";"tocilizumabe 20.000 mg (Miligrama)";"Solução para injeção"
"374164";"@brasil12325227904";"Tofacitinibe 5 mg comprimido";"Tofacitinibe";"Imunossupressor";\N;\N;\N;"Oral";"citrato de tofacitinibe 5.000 mg (Miligrama)";"Comprimido"
"275719";"@brasil15339946517";"Tolcapona 100 mg comprimido";"Tolcapona";"Antiparkinsonianos";"Especializado";"375993004";"N04BX01 tolcapona";"Oral";"tolcapona 100.000 mg (Miligrama)";"Comprimido"
"275743";"@brasil15000390236";"Tolcapona 200 mg comprimido";"Tolcapona";\N;\N;"376002006";"N04BX01 tolcapona";"Via de administração não aplicável";\N;"Não aplicável"
"279211";"@brasil12295766082";"Tolterodina 1 mg comprimido";"Tolterodina";"Outros produtos com ação no trato urinário";\N;"326553000";"G04BD07 tolterodina";"Oral";"tartarato de tolterodina 1.000 mg (Miligrama)";"Comprimido"
"279458";"@brasil10928543479";"Tolterodina 2 mg comprimido";"Tolterodina";"Outros produtos com ação no trato urinário";\N;"326554006";"G04BD07 tolterodina";"Oral";"tartarato de tolterodina 2.000 mg (Miligrama)";"Comprimido"
"279465";"@brasil12629686287";"Tolterodina 4 mg comprimido de liberação prolongada";"Tolterodina";\N;\N;\N;"G04BD07 tolterodina";"Não disponível";"não disponível 0.000 desconhecido";"Não disponível"
"274506";"@brasil19740439632";"Topiramato 100 mg comprimido";"Topiramato";"Anticovulsionates";"Especializado";"323024000";"N03AX11 topiramato";"Oral";"topiramato 100.000 mg (Miligrama)";"Comprimido"
"397292";"@brasil17878433117";"Topiramato 15 mg cápsula";"Topiramato";"Anticovulsionates";\N;\N;"N03AX11 topiramato";"Oral";"topiramato 15.000 mg (Miligrama)";"Cápsula"
"397675";"@brasil11297276644";"Topiramato 25 mg cápsula";"Topiramato";"Anticovulsionates";\N;\N;"N03AX11 topiramato";"Oral";"topiramato 25.000 mg (Miligrama)";"Cápsula"
"274473";"@brasil19713655698";"Topiramato 25 mg comprimido";"Topiramato";"Anticovulsionates";"Especializado";"323029005";"N03AX11 topiramato";"Oral";"topiramato 25.000 mg (Miligrama)";"Comprimido"
"274547";"@brasil16966482824";"Topiramato 50 mg comprimido";"Topiramato";"Anticovulsionates";"Especializado";"323023006";"N03AX11 topiramato";"Oral";"topiramato 50.000 mg (Miligrama)";"Comprimido"
"397687";"@brasil19713953908";"Topotecana 0,25 mg cápsula";"Topotecana";"Antineoplásico";\N;\N;"L01XX17 topotecana";"Oral";"cloridrato de topotecana 0.000 mg (Miligrama)";"Cápsula"
"397706";"@brasil14406299733";"Topotecana 1 mg cápsula";"Topotecana";"Antineoplásico";\N;\N;"L01XX17 topotecana";"Oral";"cloridrato de topotecana 1.000 mg (Miligrama)";"Cápsula"
"494203";"@brasil18524045875";"Topotecana 4 mg pó para solução para injeção; frasco-ampola";"Topotecana";"Antineoplásico";\N;\N;"L01XX17 topotecana";"Intravenosa";"cloridrato de topotecana 4.000 mg (Miligrama)";"Pó para solução para injeção"
"496398";"@brasil11089845243";"Toxina Botulínica do Tipo A 100 unidades pó para solução para injeção; frasco-ampola";"Toxina Botulínica do Tipo A";"Agente paralisante neuromuscular";"Especializado";"10226111000001106";"M03AX01 toxina botulínica";"Intradérmica,Intramuscular";"toxina botulínica a 100.000 unidade";"Pó para solução para injeção"
"496436";"@brasil15227299503";"Toxina Botulínica do Tipo A 200 unidades pó para solução para injeção; frasco-ampola";"Toxina Botulínica do Tipo A";"Agente paralisante neuromuscular";\N;\N;"M03AX01 toxina botulínica";"Intradérmica,Intramuscular";"toxina botulínica a 200.000 unidade";"Pó para solução para injeção"
"497887";"@brasil16435240483";"Toxina Botulínica do Tipo A 300 unidades internacionais pó para solução para injeção; frasco-ampola";"Toxina Botulínica do Tipo A";"Agente paralisante neuromuscular";\N;\N;\N;"Intramuscular,Subcutânea";"toxina botulínica a 300.000 unidade";"Pó para solução para injeção"
"497895";"@brasil13645944252";"Toxina Botulínica do Tipo A 50 unidades pó para solução para injeção; frasco-ampola";"Toxina Botulínica do Tipo A";"Agente paralisante neuromuscular";\N;\N;"M03AX01 toxina botulínica";"Intradérmica,Intramuscular";"toxina botulínica a 50.000 unidade";"Pó para solução para injeção"
"497916";"@brasil13682168156";"Toxina Botulínica do Tipo A 500 unidades pó para solução para injeção; frasco-ampola";"Toxina Botulínica do Tipo A";"Agente paralisante neuromuscular";"Especializado";"323266005";"M03AX01 toxina botulínica";"Intramuscular,Subcutânea";"toxina botulínica a 500.000 unidade";"Pó para solução para injeção"
"746933";"@brasil15648597948";"Tramadol 100 mg cápsula de liberação prolongada";"Tramadol";"Analgésicos narcóticos";\N;\N;"N02AX02 tramadol";"Oral";"cloridrato de tramadol 100.000 mg (Miligrama)";"Cápsula de liberação prolongada"
"276990";"@brasil18567128019";"Tramadol 100 mg comprimido";"Tramadol";\N;\N;\N;"N02AX02 tramadol";"Via de administração não aplicável";"cloridrato de tramadol 100.000 mg (Miligrama)";"Não aplicável"
"276983";"@brasil10149128994";"Tramadol 100 mg comprimido de liberação prolongada";"Tramadol";"Analgésicos narcóticos";\N;\N;"N02AX02 tramadol";"Oral";"cloridrato de tramadol 100.000 mg (Miligrama)";"Comprimido de liberação prolongada"
"688770";"@brasil16674580345";"Tramadol 100 mg/2 mL solução para injeção; ampola";"Tramadol";"Analgésicos narcóticos";\N;"322622005";"N02AX02 tramadol";"Intramuscular,Intravenosa,Subcutânea";"cloridrato de tramadol 50.000 mg (Miligrama)";"Solução para injeção"
"286345";"@brasil13363714843";"Tramadol 100 mg/mL solução oral";"Tramadol";"Analgésicos narcóticos";\N;\N;"N02AX02 tramadol";"Oral";"cloridrato de tramadol 100.000 mg (Miligrama)";"Solução oral"
"333946";"@brasil14729581757";"Tramadol 37,5 mg + Paracetamol 325 mg comprimido";"Tramadol + Paracetamol";"Analgésicos narcóticos";\N;"7386811000001106";\N;"Oral";"cloridrato de tramadol 37.000 mg (Miligrama),paracetamol 325.000 mg (Miligrama)";"Comprimido"
"277099";"@brasil11460114745";"Tramadol 50 mg cápsula";"Tramadol";"Analgésicos narcóticos";\N;"322623000";"N02AX02 tramadol";"Oral";"cloridrato de tramadol 50.000 mg (Miligrama)";"Cápsula"
"539977";"@brasil15574581785";"Tramadol 50 mg cápsula de liberação prolongada";"Tramadol";"Analgésicos narcóticos";\N;\N;"N02AX02 tramadol";"Oral";"cloridrato de tramadol 50.000 mg (Miligrama)";"Cápsula de liberação prolongada"
"277106";"@brasil11807962619";"Tramadol 50 mg comprimido";"Tramadol";\N;\N;"374896000";"N02AX02 tramadol";"Via de administração não aplicável";"cloridrato de tramadol 50.000 mg (Miligrama)";"Não aplicável"
"389182";"@brasil10552618307";"Tramadol 50 mg/1 mL solução para injeção; ampola";"Tramadol";"Analgésicos narcóticos";\N;\N;"N02AX02 tramadol";"Intramuscular,Intravenosa,Subcutânea";"cloridrato de tramadol 50.000 mg (Miligrama)";"Solução para injeção"
"532101";"@brasil11958018467";"Trametinibe 0,5 mg comprimido";"Trametinibe";"Antineoplásico";\N;\N;\N;"Oral";"dimetilsulfóxido de trametinibe 0.000 mg (Miligrama)";"Comprimido"
"532089";"@brasil12994265697";"Trametinibe 2 mg comprimido";"Trametinibe";"Antineoplásico";\N;\N;\N;"Oral";"dimetilsulfóxido de trametinibe 2.000 mg (Miligrama)";"Comprimido"
"312207";"@brasil19999917287";"Tranilcipromina 10 mg comprimido";"Tranilcipromina";"Antidepressivos";\N;"321910008";"N06AF04 tranilcipromina";"Oral";"sulfato de tranilcipromina 10.000 mg (Miligrama)";"Comprimido"
"678410";"@brasil14316462830";"Trastuzumabe 100 mg pó para solução para injeção; frasco-ampola";"Trastuzumabe";"Antineoplásico";\N;\N;"L01XC03 trastuzumabe";"Intravenosa";"trastuzumabe entansina 100.000 mg (Miligrama)";"Pó para solução para injeção"
"75364";"@brasil10564998546";"Trastuzumabe 100 mg pó para suspensão para injeção; frasco-ampola";"Trastuzumabe";\N;\N;\N;"L01XC03 trastuzumabe";"Via de administração não aplicável";\N;"Não aplicável"
"498007";"@brasil12666779292";"Trastuzumabe 150 mg pó para solução para injeção; frasco-ampola";"Trastuzumabe";"Antineoplásico";\N;\N;"L01XC03 trastuzumabe";"Intravenosa";"trastuzumabe 150.000 mg (Miligrama)";"Pó para solução para injeção"
"497992";"@brasil10821975478";"Trastuzumabe 160 mg pó para solução para injeção; frasco-ampola";"Trastuzumabe";"Antineoplásico";\N;\N;"L01XC03 trastuzumabe";"Intravenosa";"trastuzumabe entansina 160.000 mg (Miligrama)";"Pó para solução para injeção"
"498014";"@brasil10867970334";"Trastuzumabe 440 mg pó e diluente para solução para injeção; frasco-ampola";"Trastuzumabe";"Antineoplásico";\N;\N;"L01XC03 trastuzumabe";"Intravenosa";"trastuzumabe 440.000 mg (Miligrama)";"Pó e diluente para solução para injeção"
"75376";"@brasil14653706925";"Trastuzumabe 440 mg pó para solução para injeção; frasco-ampola";"Trastuzumabe";\N;\N;\N;"L01XC03 trastuzumabe";"Via de administração não aplicável";\N;"Não aplicável"
"498026";"@brasil19093659815";"Trastuzumabe 600 mg/5mL solução para injeção; frasco-ampola";"Trastuzumabe";"Antineoplásico";\N;\N;"L01XC03 trastuzumabe";"Subcutânea";"trastuzumabe 120.000 mg (Miligrama)";"Solução para injeção"
"342706";"@brasil13141728184";"Travoprosta 0,04 mg/mL + Timolol 5 mg/mL solução oftálmica";"Travoprosta + Timolol";"Antiglaucomatosos";\N;"10328811000001108";"S01ED51 timolol, associações contendo";"Oftálmica";"maleato de timolol 5.000 mg (Miligrama),travoprosta 0.000 mg (Miligrama)";"Solução oftálmica"
"342747";"@brasil15476696513";"Travoprosta 0,04 mg/mL solução oftálmica";"Travoprosta";"Antiglaucomatosos";"Especializado";"407803003";"S01EE04 travoprosta";"Oftálmica";"travoprosta 0.000 mg (Miligrama)";"Solução oftálmica"
"275763";"@brasil15852679018";"Trazodona 100 mg comprimido";"Trazodona";"Antidepressivos";\N;"376690007";"N06AX05 trazodona";"Oral";"cloridrato de trazodona 100.000 mg (Miligrama)";"Comprimido"
"275784";"@brasil13203801123";"Trazodona 150 mg comprimido de liberação prolongada";"Trazodona";"Antidepressivos";\N;"445292007";"N06AX05 trazodona";"Oral";"cloridrato de trazodona 150.000 mg (Miligrama)";"Comprimido de liberação prolongada"
"275736";"@brasil15139157607";"Trazodona 50 mg comprimido";"Trazodona";"Antidepressivos";\N;"376689003";"N06AX05 trazodona";"Oral";"cloridrato de trazodona 50.000 mg (Miligrama)";"Comprimido"
"713141";"@brasil15097487562";"Tretinoína 0,1 mg/g gel";"Tretinoína";"Outros produtos com ação na pele e mucosas";\N;"332329001";"D10AD01 tretinoína";"Dermatológica";"tretinoína 0.000 mg (Miligrama)";"Gel"
"713128";"@brasil15479342344";"Tretinoína 0,25 mg/g + Clindamicina 12 mg/g gel";"Tretinoína + Clindamicina";"Produtos anti-acne";\N;\N;"D10AD51 tretinoína, associações contendo";"Dermatológica";"fosfato de clindamicina 12.000 mg (Miligrama),tretinoína 0.000 mg (Miligrama)";"Gel"
"511805";"@brasil15596295524";"Tretinoína 0,25 mg/g creme";"Tretinoína";"Outros produtos com ação na pele e mucosas";\N;"332324006 ";"D10AD01 tretinoína";"Dermatológica";"tretinoína 0.000 mg (Miligrama)";"Creme"
"347730";"@brasil17147412137";"Tretinoína 0,25 mg/g gel";"Tretinoína";"Produtos anti-acne";\N;"332331005";"D10AD01 tretinoína";"Dermatológica";"tretinoína 0.000 mg (Miligrama)";"Gel"
"511811";"@brasil10802522925";"Tretinoína 0,5 mg/g creme";"Tretinoína";"Produtos anti-acne";\N;"332330006";"D10AD01 tretinoína";"Dermatológica";"tretinoína 0.000 mg (Miligrama)";"Creme"
"713084";"@brasil16556668863";"Tretinoína 0,5 mg/g gel";"Tretinoína";"Outros produtos com ação na pele e mucosas";\N;\N;"D10AD01 tretinoína";"Dermatológica";"tretinoína 0.000 mg (Miligrama)";"Gel"
"713044";"@brasil12121929871";"Tretinoína 1 mg/g creme";"Tretinoína";"Produtos anti-acne";\N;"376783009";"D10AD01 tretinoína";"Dermatológica";"tretinoína 1.000 mg (Miligrama)";"Creme"
"543843";"@brasil14126036970";"Tretinoína 1 mg/g gel";"Tretinoína";"Produtos anti-acne";\N;"375964004";"D10AD01 tretinoína";"Dermatológica";"tretinoína 1.000 mg (Miligrama)";"Gel"
"320387";"@brasil19940057944";"Tretinoína 10 mg cápsula";"Tretinoína";"Antineoplásico";\N;"327390008";"L01XX14 tretinoína";"Oral";"tretinoína 10.000 mg (Miligrama)";"Cápsula"
"789796";"@brasil12243165784";"Triancinolona Acetonida 1 mg/g + Neomicina 2,5 mg/g + Gramicidina 0,25 mg/g + Nistatina 100.000 unidades internacionais/g creme";"Não existe ainda nenhuma associação de VTM para este VMP";"Antiinfecciosos tópicos - Associações medicamentosas";\N;\N;"D07CB01 triancinolona e antibióticos";"Dermatológica";"gramicidina 0.000 mg (Miligrama),nistatina 100000.000 UI (Unidade Internacional),sulfato de neomicina 2.000 mg (Miligrama),triancinolona acetonida 1.000 mg (Miligrama)";"Creme"
"789815";"@brasil17973177289";"Triancinolona Acetonida 1 mg/g + Neomicina 2,5 mg/g + Gramicidina 0,25 mg/g + Nistatina 100.000 unidades internacionais/g pomada";"Não existe ainda nenhuma associação de VTM para este VMP";"Glicocorticóides tópicos - associação medicamentosa";\N;\N;"D07CB01 triancinolona e antibióticos";"Dermatológica";"gramicidina 0.000 mg (Miligrama),nistatina 100000.000 UI (Unidade Internacional),sulfato de neomicina 2.000 mg (Miligrama),triancinolona acetonida 1.000 mg (Miligrama)";"Pomada"
"597162";"@brasil18300336400";"Triancinolona Acetonida 1 mg/g pasta";"Triancinolona Acetonida";"Glicocorticóides tópico simples exceto uso oftálmico";\N;\N;"D07AB09 triancinolona";"Bucal";"triancinolona acetonida 1.000 mg (Miligrama)";"Pasta"
"413529";"@brasil17171382536";"Triancinolona Acetonida 1 mg/g pomada";"Triancinolona Acetonida";"Glicocorticóides tópico simples exceto uso oftálmico";\N;\N;"A01AC01 triancinolona";"Bucal";"triancinolona acetonida 1.000 mg (Miligrama)";"Pomada"
"75444";"@brasil17413231391";"Triancinolona Acetonida 100 mg/5 mL solução para injeção; frasco";"Triancinolona Acetonida";\N;\N;\N;"H02AB08 triancinolona";"Via de administração não aplicável";\N;"Não aplicável"
"597148";"@brasil16604248485";"Triancinolona Acetonida 40 mg/1 mL suspensão para injeção; frasco-ampola";"Triancinolona Acetonida";"Outros medicamentos com ação no aparelho visual";\N;"374319004";"S01BA05 triancinolona";"Intravítreal,Subtenoniana";"triancinolona acetonida 40.000 mg (Miligrama)";"Suspensão para injeção"
"524254";"@brasil14783316397";"Triancinolona Acetonida 55 microgramas/dose suspensão spray";"Triancinolona Acetonida";"Glicocorticóides sistêmicos";\N;\N;"R03BA06 triancinolona";"Nasal";"triancinolona acetonida 55.000 micrograma";"Suspensão spray"
"498062";"@brasil14967806277";"Triancinolona Hexacetonida 100 mg/5 mL suspensão para injeção; frasco-ampola";"Triancinolona Hexacetonida";"Antinflamatórios";\N;"400577007";"H02AB08 triancinolona";"Intra-articular";"triancinolona hexacetonida 20.000 mg (Miligrama)";"Suspensão para injeção"
"498068";"@brasil15489760445";"Triancinolona Hexacetonida 20 mg/1 mL suspensão para injeção; frasco-ampola";"Triancinolona Hexacetonida";"Antinflamatórios";\N;\N;"H02AB08 triancinolona";"Intra-articular";"triancinolona hexacetonida 20.000 mg (Miligrama)";"Suspensão para injeção"
"374313";"@brasil15202122278";"Tribenosídeo 200 mg comprimido";"Tribenosídeo";"Antivaricosos de ação sistêmica";\N;\N;"C05AX05 tribenosídeo";"Oral";"tribenosídeo 200.000 mg (Miligrama)";"Comprimido"
"564089";"@brasil13805339133";"Tribenosídeo 400 mg + Lidocaína 40 mg supositório";"Tribenosídeo + Lidocaína";"Anti-hemorroidário tópico";\N;\N;\N;"Retal";"lidocaína 40.000 mg (Miligrama),tribenosídeo 400.000 mg (Miligrama)";"Supositório"
"511857";"@brasil17974536499";"Tribenosídeo 50 mg/g + Lidocaína 20 mg/g creme";"Tribenosídeo + Lidocaína";"Anti-hemorroidário tópico";\N;\N;\N;"Retal";"cloridrato de lidocaína 20.000 mg (Miligrama),tribenosídeo 50.000 mg (Miligrama)";"Creme"
"75450";"@brasil14560349707";"Triclosana 1% sabonete";"Triclosana";\N;\N;\N;"D08AE04 triclosana";"Via de administração não aplicável";\N;"Não aplicável"
"279497";"@brasil18536336325";"Triexifenidil 2 mg comprimido";"Triexifenidil";"Antiparkinsonianos";\N;"323223003";"N04AA01 triexifenidil";"Oral";"cloridrato de triexifenidil 2.000 mg (Miligrama)";"Comprimido"
"279526";"@brasil11905392371";"Triexifenidil 5 mg comprimido";"Triexifenidil";"Antiparkinsonianos";"Especializado";"323224009";"N04AA01 triexifenidil";"Oral";"cloridrato de triexifenidil 5.000 mg (Miligrama)";"Comprimido"
"279544";"@brasil18040916077";"Trifluoperazina 2 mg comprimido";"Trifluoperazina";"Ansiolíticos simples";\N;"376792007";"N05AB06 trifluoperazina";"Oral";"dicloridrato de trifluoperazina 2.000 mg (Miligrama)";"Comprimido"
"279558";"@brasil15628876922";"Trifluoperazina 5 mg comprimido";"Trifluoperazina";"Ansiolíticos simples";\N;"321548006";"N05AB06 trifluoperazina";"Oral";"dicloridrato de trifluoperazina 5.000 mg (Miligrama)";"Comprimido"
"320818";"@brasil12517465996";"Triflusal 300 mg cápsula";"Triflusal";"Outros produtos com ação no miocárdio e sistema de condução";\N;\N;"B01AC18 triflusal";"Oral";"triflusal 300.000 mg (Miligrama)";"Cápsula"
