resource_type,id,name,company,website,location,public_access,logo_url,description,attr:St Hierarchy Level,text,attr:ingredientes_codigoObm,full_name,owner_id,owner_type,source_type,default_locale,supported_locales,custom_validation_schema,external_id,canonical_url,hierarchy_meaning,hierarchy_root_url,internal_reference_id,meta,collection_reference,publisher,purpose,copyright,revision_date,experimental,jurisdiction,content_type,case_sensitive,compositional,version_needed,external_id,retired,datatype,concept_class,source,description[1],description[2],name[1],name_type[1],parent_concept_urls[0],map_type[0],map_from_concept_id[0],map_to_concept_id[0],map_type,to_concept_url,from_concept_url,attr:extra_names,collection_type,immutable,jurisdiction[1],jurisdiction[2],collection_url,data:expressions,name_type,name_locale
Concept,N05AH02,clozapina,,,por,,,clozapina,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05AH03,olanzapina,,,por,,,olanzapina,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05AH04,quetiapina,,,por,,,quetiapina,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05AL,benzamidas com atividade antipsicótica,,,por,,,benzamidas com atividade antipsicótica,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05AL01,sulpirida,,,por,,,sulpirida,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05AL02,sultoprida,,,por,,,sultoprida,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05AL03,tiaprida,,,por,,,tiaprida,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05AL04,remoxiprida,,,por,,,remoxiprida,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05AL05,amissulprida,,,por,,,amissulprida,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05AL06,veraliprida,,,por,,,veraliprida,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05AL07,levossulpirida,,,por,,,levossulpirida,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05AN,lítio,,,por,,,lítio,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05AN01,lítio,,,por,,,lítio,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05AX,outros antipsicóticos,,,por,,,outros antipsicóticos,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05AX07,protipendil,,,por,,,protipendil,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05AX08,risperidona,,,por,,,risperidona,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05AX09,clotiapina,,,por,,,clotiapina,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05AX10,mosapramina,,,por,,,mosapramina,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05AX11,zotepina,,,por,,,zotepina,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05AX12,aripiprazol,,,por,,,aripiprazol,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05AX13,paliperidona,,,por,,,paliperidona,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05B,ansiolíticos,,,por,,,ansiolíticos,3,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA,benzodiazepínicos,,,por,,,benzodiazepínicos,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA01,diazepam,,,por,,,diazepam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA02,clordiazepóxido,,,por,,,clordiazepóxido,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA03,medazepam,,,por,,,medazepam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA04,oxazepam,,,por,,,oxazepam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA05,clorazepato de potássio,,,por,,,clorazepato de potássio,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA06,lorazepam,,,por,,,lorazepam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA07,adinazolam,,,por,,,adinazolam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA08,bromazepam,,,por,,,bromazepam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA09,clobazam,,,por,,,clobazam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA10,cetazolam,,,por,,,cetazolam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA11,prazepam,,,por,,,prazepam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA12,alprazolam,,,por,,,alprazolam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA13,halazepam,,,por,,,halazepam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA14,pinazepam,,,por,,,pinazepam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA15,camazepam,,,por,,,camazepam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA16,nordazepam,,,por,,,nordazepam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA17,fludiazepam,,,por,,,fludiazepam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA18,loflazepato de etila,,,por,,,loflazepato de etila,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA19,etizolam,,,por,,,etizolam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA21,clotiazepam,,,por,,,clotiazepam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA22,cloxazolam,,,por,,,cloxazolam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA23,tofisopam,,,por,,,tofisopam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BA56,"lorazepam, associações contendo",,,por,,,"lorazepam, associações contendo",5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BB,derivados do difenilmetano,,,por,,,derivados do difenilmetano,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BB01,hidroxizina,,,por,,,hidroxizina,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BB02,captodiamo,,,por,,,captodiamo,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BB51,"hidroxizina, associações contendo",,,por,,,"hidroxizina, associações contendo",5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BC,carbamatos,,,por,,,carbamatos,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BC01,meprobamato,,,por,,,meprobamato,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BC03,emilcamato,,,por,,,emilcamato,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BC04,mebutamato,,,por,,,mebutamato,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BC51,"meprobamato, associações contendo",,,por,,,"meprobamato, associações contendo",5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BD,derivados do dibenzo-biciclo-octadieno,,,por,,,derivados do dibenzo-biciclo-octadieno,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BD01,benzoctamina,,,por,,,benzoctamina,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BE,derivados da azaspirodecanodiona,,,por,,,derivados da azaspirodecanodiona,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BE01,buspirona,,,por,,,buspirona,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BX,outros ansiolíticos,,,por,,,outros ansiolíticos,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BX01,mefenoxalona,,,por,,,mefenoxalona,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BX02,gedocarnila,,,por,,,gedocarnila,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05BX03,etifoxina,,,por,,,etifoxina,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05C,hipnóticos e sedativos,,,por,,,hipnóticos e sedativos,3,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CA,"barbitúricos, monodrogas",,,por,,,"barbitúricos, monodrogas",4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CA01,pentobarbital,,,por,,,pentobarbital,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CA02,amobarbital,,,por,,,amobarbital,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CA03,butabarbital,,,por,,,butabarbital,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CA04,barbital,,,por,,,barbital,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CA05,aprobarbital,,,por,,,aprobarbital,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CA06,secobarbital,,,por,,,secobarbital,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CA07,talbutal,,,por,,,talbutal,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CA08,vinilbital,,,por,,,vinilbital,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CA09,vimbarbital,,,por,,,vimbarbital,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CA10,ciclobarbital,,,por,,,ciclobarbital,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CA11,heptabarbital,,,por,,,heptabarbital,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CA12,reposal,,,por,,,reposal,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CA15,metohexital,,,por,,,metohexital,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CA16,hexobarbital,,,por,,,hexobarbital,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CA19,tiopental,,,por,,,tiopental,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CA20,etalobarbital,,,por,,,etalobarbital,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CA21,alobarbital,,,por,,,alobarbital,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CA22,proxibarbal,,,por,,,proxibarbal,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CB,"barbitúricos, associações",,,por,,,"barbitúricos, associações",4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CB01,"barbitúricos, associações de",,,por,,,"barbitúricos, associações de",5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CB02,barbitúricos em associação com outros fármacos,,,por,,,barbitúricos em associação com outros fármacos,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CC,aldeídos e derivados,,,por,,,aldeídos e derivados,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CC01,hidrato de cloral,,,por,,,hidrato de cloral,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CC02,cloralodol,,,por,,,cloralodol,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CC03,"hidrato de cloral,acetilglicinamida",,,por,,,"hidrato de cloral,acetilglicinamida",5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CC04,dicloralfenazona,,,por,,,dicloralfenazona,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CC05,paraldeído,,,por,,,paraldeído,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CD,derivados benzodiazepínicos,,,por,,,derivados benzodiazepínicos,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CD01,flurazepam,,,por,,,flurazepam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CD02,nitrazepam,,,por,,,nitrazepam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CD03,flunitrazepam,,,por,,,flunitrazepam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CD04,estazolam,,,por,,,estazolam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CD05,triazolam,,,por,,,triazolam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CD06,lormetazepam,,,por,,,lormetazepam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CD07,temazepam,,,por,,,temazepam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CD08,midazolam,,,por,,,midazolam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CD09,brotizolam,,,por,,,brotizolam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CD10,quazepam,,,por,,,quazepam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CD11,loprazolam,,,por,,,loprazolam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CD12,doxefazepam,,,por,,,doxefazepam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CD13,cinolazepam,,,por,,,cinolazepam,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CE,derivados da piperidinediona,,,por,,,derivados da piperidinediona,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CE01,glutetimida,,,por,,,glutetimida,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CE02,metiprilona,,,por,,,metiprilona,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CE03,piritildiona,,,por,,,piritildiona,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CF,fármacos relacionados à benzodiazepina,,,por,,,fármacos relacionados à benzodiazepina,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CF01,zopiclona,,,por,,,zopiclona,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CF02,zolpidem,,,por,,,zolpidem,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CF03,zaleplona,,,por,,,zaleplona,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CF04,eszopiclona,,,por,,,eszopiclona,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CH,agonistas do receptores de melanina,,,por,,,agonistas do receptores de melanina,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CH01,melatonina,,,por,,,melatonina,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CH02,ramelteona,,,por,,,ramelteona,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CM,outros hipnóticos e sedativos,,,por,,,outros hipnóticos e sedativos,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CM01,metaqualona,,,por,,,metaqualona,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CM02,clometiazol,,,por,,,clometiazol,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,N05CM03,bromisoval,,,por,,,bromisoval,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
