"co_seq_id";"nu_apid";"no_nm"
403175;@brasil45123591688;Neupro 13,5 mgadesivo transdérmico
403183;@brasil45123591688;Neupro 13,5 mgadesivo transdérmico
403191;@brasil45123591688;Neupro 13,5 mgadesivo transdérmico
403199;@brasil45123591688;Neupro 13,5 mgadesivo transdérmico
403234;@brasil39787678847;Neupro 18 mgadesivo transdérmico
403242;@brasil39787678847;Neupro 18 mgadesivo transdérmico
403250;@brasil39787678847;Neupro 18 mgadesivo transdérmico
403279;@brasil20126028518;Neupro 4,5 mgadesivo transdérmico
403287;@brasil20126028518;Neupro 4,5 mgadesivo transdérmico
403325;@brasil74967603194;Neupro 9 mgadesivo transdérmico
403333;@brasil74967603194;Neupro 9 mgadesivo transdérmico
403470;@brasil72973770909;Floratil Pack 200 mg cápsula e 250 mg cápsula
403475;@brasil72973770909;Floratil Pack 200 mg cápsula e 250 mg cápsula
403480;@brasil72973770909;Floratil Pack 200 mg cápsula e 250 mg cápsula
403512;@brasil59960551308;Floratil 250 mg pó para solução oral
403524;@brasil59960551308;Floratil 250 mg pó para solução oral
403530;@brasil59960551308;Floratil 250 mg pó para solução oral
403543;@brasil59960551308;Floratil 250 mg pó para solução oral
403574;@brasil59960551308;Floratil 250 mg pó para solução oral
403641;@brasil56399413920;Aeroflux 2 mg/5 mL + 100 mg/5 mL solução oral
403654;@brasil56399413920;Aeroflux 2 mg/5 mL + 100 mg/5 mL solução oral
403667;@brasil56399413920;Aeroflux 2 mg/5 mL + 100 mg/5 mL solução oral
403839;@brasil35313528955;Aerolin Spray 100 microgramas/dose suspensão aerossol
403848;@brasil35313528955;Aerolin Spray 100 microgramas/dose suspensão aerossol
403857;@brasil35313528955;Aerolin Spray 100 microgramas/dose suspensão aerossol
403866;@brasil35313528955;Aerolin Spray 100 microgramas/dose suspensão aerossol
403879;@brasil10441837943;Butovent Pulvinal 200 microgramas/dose pó para inalação
403883;@brasil10441837943;Butovent Pulvinal 200 microgramas/dose pó para inalação
403887;@brasil10441837943;Butovent Pulvinal 200 microgramas/dose pó para inalação
403891;@brasil10441837943;Butovent Pulvinal 200 microgramas/dose pó para inalação
403912;@brasil82164409060;Floratil 200 mg pó para solução oral e Saccharomyces boulardii 250 mg pó pra solução oral
403959;@brasil64774708467;Gelol 0,0333 mL/mL + 0,0333 g/mL + 0,0083 g/mL solução aerossol
403974;@brasil78254620206;Massageol 0,0333 mL/mL + Cânfora 0,0333 g/mL + Mentol 0,0083 g/mL solução aerossol
403978;@brasil78254620206;Massageol 0,0333 mL/mL + Cânfora 0,0333 g/mL + Mentol 0,0083 g/mL solução aerossol
404020;@brasil63424325247;Gelo-Bio 0,0440 mL/mL + 0,2222 mL/mL + 0,0440 g/mL + 0,0200 g/mL solução aerossol
404024;@brasil63424325247;Gelo-Bio 0,0440 mL/mL + 0,2222 mL/mL + 0,0440 g/mL + 0,0200 g/mL solução aerossol
404044;@brasil61636826250;Gellat 0,0444 mL/g + 0,0444 g/g + 0,02 g/g pomada
404050;@brasil61636826250;Gellat 0,0444 mL/g + 0,0444 g/g + 0,02 g/g pomada
404090;@brasil95944381141;Rubidex 150 mg/g + Mentol 100 mg/g creme
404100;@brasil95944381141;Rubidex 150 mg/g + Mentol 100 mg/g creme
404110;@brasil95944381141;Rubidex 150 mg/g + Mentol 100 mg/g creme
404120;@brasil95944381141;Rubidex 150 mg/g + Mentol 100 mg/g creme
404155;@brasil21283175209;Balsamo Bengue 0,15 g/g + 0,10 g/g gel
404165;@brasil21283175209;Balsamo Bengue 0,15 g/g + 0,10 g/g gel
404175;@brasil21283175209;Balsamo Bengue 0,15 g/g + 0,10 g/g gel
404185;@brasil21283175209;Balsamo Bengue 0,15 g/g + 0,10 g/g gel
404212;@brasil64863785998;Balsamo Bengue 0,25 g/g + 0,25 g/g pomada
404229;@brasil64863785998;Balsamo Bengue 0,25 g/g + 0,25 g/g pomada
404236;@brasil64863785998;Balsamo Bengue 0,25 g/g + 0,25 g/g pomada
404243;@brasil64863785998;Balsamo Bengue 0,25 g/g + 0,25 g/g pomada
404250;@brasil64863785998;Balsamo Bengue 0,25 g/g + 0,25 g/g pomada
404291;@brasil29616803320;Balsamo Bengue 50 mg/g + 10 mg/g solução aerossol
404297;@brasil29616803320;Balsamo Bengue 50 mg/g + 10 mg/g solução aerossol
404303;@brasil29616803320;Balsamo Bengue 50 mg/g + 10 mg/g solução aerossol
404346;@brasil48267536986;Massageol 52,5 mg/g + 44,4 mg/g + 20 mg/g pomada
404353;@brasil48267536986;Massageol 52,5 mg/g + 44,4 mg/g + 20 mg/g pomada
404360;@brasil48267536986;Massageol 52,5 mg/g + 44,4 mg/g + 20 mg/g pomada
404367;@brasil48267536986;Massageol 52,5 mg/g + 44,4 mg/g + 20 mg/g pomada
404388;@brasil66883240134;Gelol 75 mg/mL + 57,6 mg/mL + 14,4 mg/mL linimento
404391;@brasil82164409060;Floratil 200 mg pó para solução oral e Saccharomyces boulardii 250 mg pó pra solução oral
404397;@brasil82164409060;Floratil 200 mg pó para solução oral e Saccharomyces boulardii 250 mg pó pra solução oral
404403;@brasil82164409060;Floratil 200 mg pó para solução oral e Saccharomyces boulardii 250 mg pó pra solução oral
404422;@brasil59876607234;Serevent Diskus 50 microgramas/dose pó para inalação
404433;@brasil32458193609;Cosentyx 150 mg pó para solução para injeção
404732;@brasil56847744302;Sylvant 100 mg pó para solução para injeção
404780;@brasil81414269824;Flatex 150 mg/mL emulsão oral
404808;@brasil16861347718;Dimeticona 75 mg/mL emulsão oral
405148;@brasil95191330483;Tarfic 0,3 mg/g pomada
406206;@brasil21490735963;Hypocaina 400 mg/20 mL + Epinefrina 0,1 mg/20 mL solução para injeção
406212;@brasil21490735963;Hypocaina 400 mg/20 mL + Epinefrina 0,1 mg/20 mL solução para injeção
406218;@brasil21490735963;Hypocaina 400 mg/20 mL + Epinefrina 0,1 mg/20 mL solução para injeção
406231;@brasil75062783312;Xylestesin com Epinefrina 400 mg/20 mL + 182 microgramas/20 mL solução para injeção
406238;@brasil75062783312;Xylestesin com Epinefrina 400 mg/20 mL + 182 microgramas/20 mL solução para injeção
406245;@brasil75062783312;Xylestesin com Epinefrina 400 mg/20 mL + 182 microgramas/20 mL solução para injeção
406252;@brasil75062783312;Xylestesin com Epinefrina 400 mg/20 mL + 182 microgramas/20 mL solução para injeção
406259;@brasil75062783312;Xylestesin com Epinefrina 400 mg/20 mL + 182 microgramas/20 mL solução para injeção
406266;@brasil75062783312;Xylestesin com Epinefrina 400 mg/20 mL + 182 microgramas/20 mL solução para injeção
406293;@brasil96066887488;Cloridrato de Lidocaína 400 mg/20 mL solução para injeção
406300;@brasil96066887488;Cloridrato de Lidocaína 400 mg/20 mL solução para injeção
406307;@brasil96066887488;Cloridrato de Lidocaína 400 mg/20 mL solução para injeção
406314;@brasil96066887488;Cloridrato de Lidocaína 400 mg/20 mL solução para injeção
406335;@brasil96066887488;Cloridrato de Lidocaína 400 mg/20 mL solução para injeção
406363;@brasil13996306764;Cloridrato de Lidocaína 400 mg/20 mL solução para injeção
406364;@brasil13996306764;Cloridrato de Lidocaína 400 mg/20 mL solução para injeção
406365;@brasil13996306764;Cloridrato de Lidocaína 400 mg/20 mL solução para injeção
406370;@brasil64119140135;Xylestesin Sem Vasoconstritor 400 mg/20 mL solução para injeção
406382;@brasil64119140135;Xylestesin Sem Vasoconstritor 400 mg/20 mL solução para injeção
406396;@brasil64119140135;Xylestesin Sem Vasoconstritor 400 mg/20 mL solução para injeção
406402;@brasil64119140135;Xylestesin Sem Vasoconstritor 400 mg/20 mL solução para injeção
406408;@brasil64119140135;Xylestesin Sem Vasoconstritor 400 mg/20 mL solução para injeção
406433;@brasil79612027640;Toperma 5% emplastro
406441;@brasil26377645846;Xyloproct 50 mg/g + 2,5 mg/g + 180 mg/g + 35 mg/g pomada retal
406448;@brasil26377645846;Xyloproct 50 mg/g + 2,5 mg/g + 180 mg/g + 35 mg/g pomada retal
406455;@brasil26377645846;Xyloproct 50 mg/g + 2,5 mg/g + 180 mg/g + 35 mg/g pomada retal
406462;@brasil26377645846;Xyloproct 50 mg/g + 2,5 mg/g + 180 mg/g + 35 mg/g pomada retal
406469;@brasil26377645846;Xyloproct 50 mg/g + 2,5 mg/g + 180 mg/g + 35 mg/g pomada retal
406504;@brasil98728181163;Lidial 50 mg/g pomada
406626;@brasil64711497813;Xylocaina 50 mg/g pomada
406641;@brasil64711497813;Xylocaina 50 mg/g pomada
406648;@brasil64711497813;Xylocaina 50 mg/g pomada
406655;@brasil64711497813;Xylocaina 50 mg/g pomada
406662;@brasil64711497813;Xylocaina 50 mg/g pomada
406684;@brasil40777791831;Pliaglis 70 mg/g + 70 mg/g creme
406692;@brasil40777791831;Pliaglis 70 mg/g + 70 mg/g creme
406700;@brasil40777791831;Pliaglis 70 mg/g + 70 mg/g creme
406708;@brasil40777791831;Pliaglis 70 mg/g + 70 mg/g creme
406716;@brasil40777791831;Pliaglis 70 mg/g + 70 mg/g creme
406724;@brasil40777791831;Pliaglis 70 mg/g + 70 mg/g creme
406950;@brasil79110788908;Linezolida 600 mg/300 mL solução para injeção
406973;@brasil27549807205;Linezolida 600 mg/300 mL solução para injeção
406992;@brasil27549807205;Linezolida 600 mg/300 mL solução para injeção
407001;@brasil27549807205;Linezolida 600 mg/300 mL solução para injeção
407051;@brasil35132248304;Lonquex 6 mg/ 0,6 mL solução para injeção
407058;@brasil35132248304;Lonquex 6 mg/ 0,6 mL solução para injeção
407065;@brasil35132248304;Lonquex 6 mg/ 0,6 mL solução para injeção
407072;@brasil35132248304;Lonquex 6 mg/ 0,6 mL solução para injeção
407079;@brasil35132248304;Lonquex 6 mg/ 0,6 mL solução para injeção
407086;@brasil35132248304;Lonquex 6 mg/ 0,6 mL solução para injeção
407128;@brasil60989074130;Paxoral 3,5 mg granulado
407271;@brasil44847020778;Lyxumia 0,15 mg/3 mLsolução para injeção
407411;@brasil88051009279;Alrex 2 mg/mL suspensão oftálmica
407468;@brasil30829534051;Isofarma - Solução de Manitol 50 g/ 250 mLsolução para injeção
407469;@brasil30829534051;Isofarma - Solução de Manitol 50 g/ 250 mLsolução para injeção
407694;@brasil25079029759;Contracep 150 mg/1 mL suspensão para injeção
407706;@brasil25079029759;Contracep 150 mg/1 mL suspensão para injeção
407718;@brasil25079029759;Contracep 150 mg/1 mL suspensão para injeção
407730;@brasil25079029759;Contracep 150 mg/1 mL suspensão para injeção
407761;@brasil65572396253;Demedrox 150 mg/1 mL suspensão para injeção
407768;@brasil36801286226;Demedrox 150 mg/1 mL suspensão para injeção
407784;@brasil36801286226;Demedrox 150 mg/1 mL suspensão para injeção
407800;@brasil36801286226;Demedrox 150 mg/1 mL suspensão para injeção
407861;@brasil88576206270;Menopur 1.200 unidades internacionais pó e diluente para solução para injeção
408035;@brasil27851734953;Mepinor 36 mg/1,8 mL + 32,4 microgramas/1,8 mL solução para injeção
408039;@brasil27851734953;Mepinor 36 mg/1,8 mL + 32,4 microgramas/1,8 mL solução para injeção
408043;@brasil27851734953;Mepinor 36 mg/1,8 mL + 32,4 microgramas/1,8 mL solução para injeção
408047;@brasil27851734953;Mepinor 36 mg/1,8 mL + 32,4 microgramas/1,8 mL solução para injeção
408060;@brasil40653780328;Zylpen 1 g pó e diluente para solução para injeção
408062;@brasil40653780328;Zylpen 1 g pó e diluente para solução para injeção
408065;@brasil40653780328;Zylpen 1 g pó e diluente para solução para injeção
408068;@brasil40653780328;Zylpen 1 g pó e diluente para solução para injeção
408073;@brasil40653780328;Zylpen 1 g pó e diluente para solução para injeção
408086;@brasil82918652065;Meromax 2 g pó para solução para injeção
408162;@brasil23953080880;Pentasa 1 g granulado de liberação prolongada
408165;@brasil23953080880;Pentasa 1 g granulado de liberação prolongada
408170;@brasil23953080880;Pentasa 1 g granulado de liberação prolongada
408175;@brasil23953080880;Pentasa 1 g granulado de liberação prolongada
408180;@brasil23953080880;Pentasa 1 g granulado de liberação prolongada
408206;@brasil11634724297;Pentasa 2 g granulado de liberação prolongada
408246;@brasil58759921401;Mesilato de Codergocrina 4,5 mg/1,5 mL solução oral
408358;@brasil28363444870;Depura 50.000 unidades internacionais comprimido
408360;@brasil28363444870;Depura 50.000 unidades internacionais comprimido
408578;@brasil22539529779;Plasil 1 mg/mL solução oral
408742;@brasil46173861513;Fauldmetro 1 g/10 mL solução para injeção
408749;@brasil46173861513;Fauldmetro 1 g/10 mL solução para injeção
408750;@brasil46173861513;Fauldmetro 1 g/10 mL solução para injeção
409100;@brasil43579827212;Tevametho 5 g/50 mL solução para injeção
409212;@brasil68760277951;Metronack 1,5 g/300 mL solução para injeção
409255;@brasil61186455415;Tricomax 100 mg/g + 20.000 unidades internacionais creme vaginal
409265;@brasil61186455415;Tricomax 100 mg/g + 20.000 unidades internacionais creme vaginal
409322;@brasil17135514458;Colplen 100 mg/g gel vaginal
410213;@brasil68659188400;Neometrodazol 125 mg/g creme vaginal
410214;@brasil68659188400;Neometrodazol 125 mg/g creme vaginal
410318;@brasil95575866715;Flagyl 500 mg/100 mL solução para injeção
410688;@brasil92488613750;Gynotran 750 mg + 200 mg óvulo
410766;@brasil57916956928;Mycamine 100 mg pó para solução para injeção
410869;@brasil33908038275;Daknax 20 mg/mL loção
413367;@brasil75240447826;Dormium 5 mg/5 mL solução para injeção
413415;@brasil43461823040;Mepact 4 mg pó para suspensão para injeção
413425;@brasil88066108517;Minoxidil 50 mg/mL solução
414493;@brasil98408229013;Dermotil Fusid 1 mg/g + 20 mg/g creme
414499;@brasil98408229013;Dermotil Fusid 1 mg/g + 20 mg/g creme
414612;@brasil49111285989;Oximax 200 micrograma cápsula para inalação
414681;@brasil55468125958;Sygen 100 mg/5 mL solução para injeção
414755;@brasil79629178981;Cloridrato de Moxifloxacino 400 mg/250 mL solução para injeção
414781;@brasil84715291179;Thiomucase 25 TRU + Alfamilase Bacteriana 1.350 U.Ceip + Alfaquimotripsina 3.000 U Hummel comprimido
414853;@brasil55313816103;Thiomucase 135 TRU creme
414949;@brasil50291895990;Bacrocin 20 mg/g pomada
418290;@brasil17864368319;Colírio Blumen 0,15 mg/mL + Sulfato de Zinco 0,3 mg/mL solução oftálmica
418425;@brasil34364613730;Maxibell 0,5 mg/mL + 4 mg/mL solução oftálmica
418497;@brasil93663800721;Privina 1 mg/mL solução nasal
418522;@brasil93663800721;Privina 1 mg/mL solução nasal
418565;@brasil10618148404;Cloridrato de Nalbufina 20 mg/2 mL solução para injeção
418810;@brasil14363146707;Starform 120 mg comprimido e 500 mg comprimido
418823;@brasil14363146707;Starform 120 mg comprimido e 500 mg comprimido
418884;@brasil64105063493;Nevanac Uno 3 mg/mL suspensão oftálmica
419053;@brasil66587233868;Nimesulida 20 mg/g gel
419197;@brasil62363335861;Cimelide 50 mg/mL suspensão oral
419365;@brasil37750488785;Fluibron 7,5 mg/mL solução
419371;@brasil37750488785;Fluibron 7,5 mg/mL solução
419450;@brasil17302729384;Mucosolvan 7,5 mg/mL solução
419458;@brasil17302729384;Mucosolvan 7,5 mg/mL solução
419565;@brasil25725563963;Cloridrato de Ambroxol 7,5 mg/mL solução
419574;@brasil25725563963;Cloridrato de Ambroxol 7,5 mg/mL solução
419583;@brasil21421422414;Muconat 7,5 mg/mL solução
419603;@brasil79720883450;Cloridrato de Ambroxol 7,5 mg/mL solução
419628;@brasil63413537093;Dilacoron 120 mg comprimido gastrorresistente
419637;@brasil22843136231;Cloridrato de Verapamil 120 mg comprimido gastrorresistente
419743;@brasil21909035433;Ciloxan 3 mg/mL solução oftálmica
419752;@brasil21909035433;Ciloxan 3 mg/mL solução otológica
419771;@brasil59319546692;Celergin 2 mg + 0,25 mg comprimido
419782;@brasil79997716804;Emsexpector 2 mg/5 mL + 20 mg/5 mL + 100 mg/5 mL solução oral
419795;@brasil79997716804;Emsexpector 2 mg/5 mL + 20 mg/5 mL + 100 mg/5 mL solução oral
419808;@brasil83206221084;Ácido Acetilsalicílico 300 mg comprimido gastrorresistente
422179;@brasil29987244593;Cimaher 50 mg/10 mL solução para injeção
422774;@brasil79347346726;Annita 20 mg/mL suspensão oral
422821;@brasil68704536234;Femynazol 20 mg/g creme vaginal
422854;@brasil89834049576;Gynazole-1creme vaginal
422855;@brasil89834049576;Gynazole-1creme vaginal
422856;@brasil89834049576;Gynazole-1creme vaginal
422880;@brasil44399640873;Nitroprus 50 mg pó e diluente para solução para injeção
422881;@brasil44399640873;Nitroprus 50 mg pó e diluente para solução para injeção
422948;@brasil12755337343;Opdivo 100 mg/10 mL solução para injeção
423098;@brasil34042435921;Preserv 2% gel vaginal
423151;@brasil39655768144;Evra 6 mg + 0,6 mg adesivo transdérmico
423248;@brasil47266113536;Gazyva 1 g/ 40 mL solução para injeção
423282;@brasil33197204083;Syntocinon 40 unidades internacionais/mL solução spray
423337;@brasil16351541739;Jetrea 5 mg/2 mL solução para injeção
423367;@brasil69798259537;Sandostatin LAR 10 mg pó e diluente para suspensão para injeção
425287;@brasil27914837148;Tamiflu 12 mg pó para suspensão oral
426728;@brasil60774396093;Bisuisan 649 mg/g + 146,67 mg/g + 146,67 mg/g + 35,8 mg/g pó para solução oral
426814;@brasil30135990336;Striverdi Respimat 2,5 microgramas/dose solução para inalação 4 mL
426815;@brasil30135990336;Striverdi Respimat 2,5 microgramas/dose solução para inalação 4 mL
426835;@brasil13521633979;Viekira Pak 12,5 mg + 75 mg + 50 mg comprimido + 250 mg comprimido
426874;@brasil68821414007;Aerotrat 0,4 mg/mL solução oral
426986;@brasil28724918842;Belfaren 50 mg comprimido gastrorresistente
426997;@brasil28724918842;Belfaren 50 mg comprimido gastrorresistente
427260;@brasil13809445559;Feldene 20 mg comprimido para solução
427270;@brasil81677175817;Flagimax 100 mg/g gel vaginal
427351;@brasil31309767572;Lovelle 0,25 mg + 0,05 mg comprimido vaginal
427399;@brasil17543128601;Metronidazol 100 mg/g gel vaginal
427424;@brasil70683053696;Neutrofer 100 mg comprimido mastigável
427617;@brasil27914837148;Tamiflu 12 mg pó para suspensão oral
427618;@brasil27914837148;Tamiflu 12 mg pó para suspensão oral
427744;@brasil12728509046;Vitaglós 5.000 unidades internacionais/g + 900 unidades internacionais/g + 150 mg/g pomada
427911;@brasil42317531292;Bramitob 75 mg/mL solução para inalação 4 mL
458390;@brasil13521633979;Viekira Pak 12,5 mg + 75 mg + 50 mg comprimido e 250 mg comprimido
458680;@brasil53362007582;Alenthus XR 37,5 mg cápsula de liberação prolongada
458694;@brasil53362007582;Alenthus XR 37,5 mg cápsula de liberação prolongada
458703;@brasil53362007582;Alenthus XR 37,5 mg cápsula de liberação prolongada
458725;@brasil53362007582;Alenthus XR 37,5 mg cápsula de liberação prolongada
458734;@brasil53362007582;Alenthus XR 37,5 mg cápsula de liberação prolongada
458743;@brasil53362007582;Alenthus XR 37,5 mg cápsula de liberação prolongada
458848;@brasil98913719746;Gripeol 100 mg/mL + 2 mg/mL + 2 mg/mL solução oral
458849;@brasil98913719746;Gripeol 100 mg/mL + 2 mg/mL + 2 mg/mL solução oral
459059;@brasil78613194757;Neolefrin Baby 120 mg/mL + 2 mg/mL solução oral
461180;@brasil21597774863;Multigrip 400 mg + 4 mg + 4 mg granulado
463769;@brasil61870466646;Bamifix 600 mg comprimido
466446;@brasil65390260606;Somavert 20 mg pó e diluente para solução para injeção
466891;@brasil85356100454;"8Y 250 unidades internacionais pó e diluente para solução para injeção"
466892;@brasil32565717391;"8Y 500 unidades internacionais pó e diluente para solução para injeção"
466893;@brasil28169122403;Acetato De Desmopressina 0,1 mg/mL solução nasal
466894;@brasil58648447338;Acetilcisteína 20 mg/mL xarope
466895;@brasil34672136486;Acetilcisteína 20 mg/mL xarope
466896;@brasil54798796681;Acetilcisteína 20 mg/mL xarope
466897;@brasil99944679639;Acetilcisteína 40 mg/mL xarope
466898;@brasil64681726427;Acetilcisteína 40 mg/mL xarope
466899;@brasil53575094180;Acetoflux 10 mg comprimido
466900;@brasil48091696422;Aciclovir 200 mg comprimido
466901;@brasil85619268247;Aciclovir 400 mg comprimido
466902;@brasil45905320484;Aciclovir 50 mg/g creme
466903;@brasil59045429838;Ácido Acetilsalicílico 500 mg comprimido
466904;@brasil34635267871;Ácido Fusídico 20 mg/g creme
466905;@brasil55321067091;Ácido Zoledrônico 4 mg/100 mL solução para injeção
466906;@brasil59361201244;Aclasta 5 mg/100 mL solução para injeção
466907;@brasil57189021413;Acu Fresh 5 mg/mL solução oftálmica
466908;@brasil95672942048;Adacne 1 mg/g gel
466909;@brasil24032728719;Adapel 1 mg/g gel
466910;@brasil80721599283;Addera D3 50.000 unidades internacionais comprimido
466911;@brasil27821940094;Aftine 15 mg/mL + 25 mg/mL + 1 mg/mL + 15 mg/mL suspensão oral
466912;@brasil17832955157;Água Estéril Baxter 3.000 mL
466913;@brasil33556541132;Água Para Injetáveis 5 mL
466914;@brasil54446742683;Albel 40 mg/mL suspensão oral
466915;@brasil75591175881;Alevo 500 mg comprimido
466916;@brasil31964597616;Alevo 750 mg comprimido
466917;@brasil55663832643;Alfaepoetina 1.000 unidades internacionais/0,5 mL solução para injeção
466918;@brasil54132713234;Algicod 500 mg + 30 mg comprimido
466919;@brasil37172803303;Alivium 100 mg/mL suspensão oral
466920;@brasil54810200652;Alivium 30 mg/mL suspensão oral
466921;@brasil48181952122;Alivium 400 mg cápsula
466922;@brasil59995359931;Alivium 50 mg/mL suspensão oral
466923;@brasil48651724776;Alivium 600 mg cápsula
466924;@brasil46027293337;Alkeran 2 mg comprimido
466925;@brasil95665471396;Alpes 150 mg comprimido de liberação prolongada
466926;@brasil16024428901;Altad 1.000 unidades internacionais comprimido
466927;@brasil88088183059;Altad 50.000 unidades internacionais comprimido
466928;@brasil59672154186;Altad 7.000 unidades internacionais comprimido
466929;@brasil74860045624;Amidalin 1,035 mg + 5 mg pastilha
466930;@brasil62667677255;Amidalin 5 mg/mL + 1 mg/mL solução spray
466931;@brasil38092331821;Amilorid 50 mg + 5 mg comprimido
466932;@brasil46534276217;Aminolex 240 mg/10 mL solução para injeção
466933;@brasil35037599429;Amoxicilina 50 mg/mL + Clavulanato de Potássio 12,5 mg/mL suspensão oral
466934;@brasil13008085348;Amoxicilina 80 mg/mL + Clavulanato de Potássio 11,4 mg/mL suspensão oral
466935;@brasil34901075827;Amoxil Bd 80 mg/mL suspensão oral
466936;@brasil76065926884;Amplacilina 1 g pó e diluente para solução para injeção
466937;@brasil78268381250;Amplatil 1.000 mg pó para solução para injeção
466938;@brasil61630696873;Amplatil 500 mg pó para solução para injeção
466939;@brasil17920760851;Anaerocid 20 mg/g creme vaginal
466940;@brasil31357127702;Andolba 45 mg/g + 5 mg/g + 5 mg/g creme
466941;@brasil22007082296;Antimais Séptico 21 mg/mL + 1,33 mg/mL solução spray
466942;@brasil31557447967;Antrofi 10 mg/g creme vaginal
466943;@brasil89596356827;Apracur 1 mg + 50 mg + 100 mg comprimido
466944;@brasil55448922399;Aracytin Cs 1 g/10 mL solução para injeção
466945;@brasil47314222660;Aracytin Cs 100 mg/5 mL solução para injeção
466946;@brasil18093248909;Aranesp 30 microgramas/0,3 mL solução para injeção
466947;@brasil20132391361;Ária 10 mg comprimido
466948;@brasil22074896076;Aripiprazol 10 mg comprimido
466949;@brasil10286042805;Aripiprazol 10 mg comprimido
466950;@brasil74086189624;Aripiprazol 15 mg comprimido
466951;@brasil40000902977;Aripiprazol 15 mg comprimido
466952;@brasil77136328634;Aripiprazol 20 mg comprimido
466953;@brasil71177741535;Aripiprazol 30 mg comprimido
466954;@brasil94023670430;Ártico Caps 500 mg + 400 mg cápsula
466955;@brasil42970153437;Asmafin 240 mg/mL solução oral
466956;@brasil59805971388;Asmanon 0,2 mg/mL xarope
466957;@brasil74808521149;As-Med 500 mg comprimido
466958;@brasil79090418644;Astro 600 mg pó para suspensão oral
466959;@brasil37070809409;Astro 900 mg pó para suspensão oral
466960;@brasil13410807020;At-Lor 10 mg comprimido
466961;@brasil33842209044;At-Lor 20 mg comprimido
466962;@brasil35084387768;At-Lor 40 mg comprimido
466963;@brasil77369765076;At-Lor 80 mg comprimido
466964;@brasil73537444403;Aturgyl 0,5 mg/mL solução nasal
466965;@brasil82084271943;Avalox 400 mg/250 mL solução para injeção
466966;@brasil34934249456;Aviant 0,5 mg/mL xarope
466967;@brasil20728116392;Aviant 5 mg comprimido
466968;@brasil23042024505;Azacitidina 100 mg pó para suspensão para injeção
466969;@brasil25160160072;Azitrimicina Di-Hidratada 500 mg pó para solução para injeção
466970;@brasil61606885714;Azitromicina 600 mg pó para suspensão oral
466971;@brasil75786881941;Azitromicina 900 mg pó para suspensão oral
466972;@brasil85396108113;Azitromicina Di-Hidratada 600 mg pó para suspensão oral
466973;@brasil16198193093;Azitromicina Di-Hidratada 900 mg pó para suspensão oral
466974;@brasil56022989607;Azulix 3 mg comprimido
466975;@brasil13402280526;Azulix 4 mg comprimido
466976;@brasil21335780495;Azulix 6 mg comprimido
466977;@brasil11204638015;Azulix Mf 1 mg comprimido e 500 mg comprimido
466978;@brasil30183955173;Azulix Mf 2 mg + 1.000 mg comprimido
466979;@brasil41121833455;Babyneo 100.000 unidades internacionais/g + 200 mg/g pomada
466980;@brasil14035669880;Bactrisan 40 mg/mL + 8 mg/mL suspensão oral
466981;@brasil60459139271;Bambair 1 mg/mL solução oral
466982;@brasil34949974317;Baycuten N 10 mg/g + 0,4 mg/g creme
466983;@brasil52003640093;Benatux 5 mg + 50 mg + 10 mg pastilha
466984;@brasil65246709624;Benatux 5 mg + 50 mg + 10 mg pastilha
466985;@brasil94589719428;Benzac Ac 100 mg/g gel
466986;@brasil39687071650;Benzevit 100.000 unidades internacionais/g + 200 mg/g creme
466987;@brasil83408791880;Benziflex Lis 5 mg + 125 mg comprimido
466988;@brasil74105449962;Beriplex P/N 250 unidades internacionais pó e diluente para solução para injeção
466989;@brasil80989354105;Beriplex P/N 500 unidades internacionais pó e diluente para solução para injeção
466990;@brasil43478202193;Berk 50 mg pó para solução para injeção
466991;@brasil21661029639;Beta Ophtiole 3 mg/mL solução oftálmica
466992;@brasil12015119753;Betacortazol 20 mg/g + 0,5 mg/g + 2,5 mg/g creme
466993;@brasil12284570125;Betacris 5 mg/5 mL solução para injeção
466994;@brasil81340858708;Betsona 1 mg/g creme
466995;@brasil15530543046;Betsona 1 mg/g pomada
466996;@brasil15727377830;Biamotil 3,5 mg/g pomada oftálmica
466997;@brasil27063483554;Bicarbonato de Sódio 84 mg/mL solução para injeção 10 mL
466998;@brasil17534323225;Bicarbonato de Sódio 84 mg/mL solução para injeção 10 mL
466999;@brasil69069323909;Biconcor 5 mg + 6,25 mg comprimido
467000;@brasil87927616656;Biofenac 11,6 mg/g gel
467001;@brasil82839978414;Biofenac 11,6 mg/g solução aerossol
467002;@brasil80893831977;Biofenac DI 44,3 mg comprimido para suspensão
467003;@brasil83788390223;Bioflex 35 mg + 300 mg + 50 mg comprimido
467004;@brasil73133213932;Bissulfato De Clopidogrel 75 mg comprimido
467005;@brasil53567653127;Bissulfato De Clopidogrel 75 mg comprimido
467006;@brasil58560297960;Bissulfato De Clopidogrel 75 mg comprimido
467007;@brasil65874414042;Bivolet 5 mg comprimido
467008;@brasil45923588809;Bosentana 125 mg comprimido
467009;@brasil84225793346;Bosentana 62,5 mg comprimido
467010;@brasil59128229151;Bremetix 10 mg comprimido
467011;@brasil32668827049;Bremetix 4 mg/mL solução oral
467012;@brasil52950007990;Brexin 191,2 mg cápsula
467013;@brasil55044010632;Britens 2 mg/mL + 5 mg/mL solução oftálmica
467014;@brasil32931671545;Bromidrato De Citalopram 20 mg comprimido
467015;@brasil94910030064;Bromidrato De Galantamina 16 mg cápsula de liberação prolongada
