"co_seq_id";"nu_vpid";"dt_vpiddt";"co_vpidprev";"st_invalid";"co_vtmid";"st_combprodcd";"no_nm";"nu_snomed";"co_basiscd";"dt_nmdt";"no_nmprev";"co_basis_prevcd";"co_nmchangecd";"no_abbrevnm";"st_sug_f";"st_glu_f";"st_pres_f";"st_cfc_free";"co_pres_statcd";"co_non_availcd";"dt_non_availdt";"co_df_indcd";"qt_udfs";"co_udfs_uomcd";"co_unit_dose_uomcd";"st_ftn";"st_horus";"ds_notification";"co_targetcd";"co_atcclscd";"co_anvsclscd";"au_audit_create_datetime";"au_audit_change_datetime";"au_audit_create_username";"au_audit_change_username";"nu_version";"st_registro_ativo";"st_change_approve"
"795061";@brasil9187790428;;;;"11618";;Maytenus Ilicifolia Mart. Ex Reissek 450 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795062";@brasil5115770562;;;;"11618";;Maytenus Ilicifolia Mart. Ex Reissek 500 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795063";@brasil3210976029;;;;"790654";;Ioxitalamato de Meglumina 32.5 g/50 mL + Ioxitalamato de Sódio 4.83 g/50 mL solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"795064";@brasil6776940597;;;;"11628";;Memantina 10 mg cápsula de liberação modificada;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795065";@brasil5311357877;;;;"11628";;Memantina 10 mg/1 mL solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795066";@brasil9376388014;;;;"790655";;Mepolizumabe 100 mg/1 mL solução para injeção;"0";"21";;;;;;;;;;;;;"48";"1,000";"42684";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795067";@brasil3983349010;;;;"11630";;Mercaptamina 150 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795068";@brasil8107324678;;;;"790656";;Metenamina 250 mg + Cloreto de Metiltionínio 20 mg + Acriflavina 15 mg + Atropa Belladonna L. 15 mg drágea;"0";"21";;;;;;;;;;;;;"47";"1,000";"464713";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795069";@brasil5212346585;;;;"43188";;Mikania Glomerata Spreng. 0.1 mg/1 mL xarope;;"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;APPROVED
"795070";@brasil0948302149;;;;"43188";;Mikania Glomerata Spreng. 0.05 mg/1 mL xarope;;"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;APPROVED
"795071";@brasil6365935280;;;;"43188";;Mikania Glomerata Spreng. 60 mg/1 mL xarope;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795072";@brasil4034461414;;;;"790657";;Miltefosina 10 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795073";@brasil3971773547;;;;"790657";;Miltefosina 50 mg comprimido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795074";@brasil4460844794;;;;"11652";;Minoxidil 2.5 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795075";@brasil7855069061;;;;"11652";;Minoxidil 5 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795076";@brasil7412045088;;;;"11674";;Nifedipino 20 mg  comprimido de liberação retardada;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795077";@brasil8747639716;;;;"790658";;Nifurtimox 120 mg comprimido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795078";@brasil2817738654;;;;"790659";;Niraparibe 100 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795079";@brasil3458678947;;;;"790660";;Nirmatrelvir 150 mg + Ritonavir 100 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795080";@brasil5607722391;;;;"790661";;Nistatina 20.000 UI/1 g + Dexametasona 0.064 mg/1 g + Neomicina 2 mg/1 g + Tirotricina 0.4 mg/1 g creme vaginal;"0";"21";;;;;;;;;;;;;"48";"1,000";"464712";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795081";@brasil1758232489;;;;"790662";;Nitisinona 10 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795082";@brasil0565300079;;;;"790662";;Nitisinona 5 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795083";@brasil1418780437;;;;"43042";;Hemitartarato de Norepinefrina 8mg/4mL solução para injeção;ampola;;"21";;;;;;;;;;;;;"47";"1,000";"11187";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1701449980";"65";"65";;ACTIVE
"795084";@brasil3989575444;;;;"790663";;Nusinersena 12 mg/5 mL solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"795085";@brasil2614140262;;;;"790664";;Ocrelizumabe 300 mg/10 mL solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"795086";@brasil3861324718;;;;"503112";;Olaparibe 150 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795087";@brasil2892288695;;;;"11693";;Omeprazol 2 mg/1 mL suspensão oral;"0";;;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795088";@brasil9886047427;;;;"43048";;Aspartato de Ornitina  600 mg/1 g granulado para solução;"0";"21";;;;;;;;;;;;;"47";"1,000";"11211";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795089";@brasil4091522637;;;;"790665";;Palbociclibe 125 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795090";@brasil0396504577;;;;"11707";;Paracetamol 1000 mg/100 mL solução para injeção;"0";"21";;;;;;;;;;;;;"47";"1,000";"11188";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;APPROVED
"795091";@brasil7286493699;;;;"11707";;Paracetamol 140 mg/1 mL solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795092";@brasil3588424049;;;;"11716";;Paroxetina 60 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795093";@brasil2309635875;;;;"503122";;Pasireotida 40 mg pó para suspensão para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"795094";@brasil4567034029;;;;"790666";;Sacubitril Valsartana Sódica Hidratada 113.10 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795095";@brasil5721443330;;;;"790666";;Sacubitril Valsartana Sódica Hidratada 226.20 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795096";@brasil4697196768;;;;"790666";;Sacubitril Valsartana Sódica Hidratada 56.55 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795097";@brasil6769403606;;;;"790667";;Azul Patente 50 mg/2 mL solução para injeção;ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11187";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"795098";@brasil0860459157;;;;"790668";;Selexipague 1 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795099";@brasil8597729909;;;;"790668";;Selexipague 1.2 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795100";@brasil0294972926;;;;"790668";;Selexipague 1.4 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795101";@brasil4706609826;;;;"790668";;Selexipague 1.6 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795102";@brasil9344597066;;;;"790668";;Selexipague 200 micrograma comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795103";@brasil3605240665;;;;"790668";;Selexipague 400 micrograma comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795104";@brasil3078226027;;;;"790668";;Selexipague 600 micrograma comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795105";@brasil7376179842;;;;"790668";;Selexipague 800 micrograma comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795106";@brasil6200313427;;;;"790669";;Selumetinibe 10 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795107";@brasil3857081926;;;;"790669";;Selumetinibe 25 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795108";@brasil2806288055;;;;"790670";;Semaglutida 2.01 mg/1.5 mL solução para injeção;"0";"21";;;;;;;;;;;;;"48";"1,000";"42684";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795109";@brasil3538958274;;;;"790670";;Semaglutida 4.02 mg/3 mL solução para injeção;"0";"21";;;;;;;;;;;;;"48";"1,000";"42684";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795110";@brasil8876467492;;;;"790671";;Serenoa Repens (W. Bartram) Small 160 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795111";@brasil5781550813;;;;"11803";;Sertralina 150 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795112";@brasil0596736899;;;;"11805";;Sildenafila 1 mg/1 mL solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795113";@brasil2979166707;;;;"11805";;Sildenafila 10 mg/1 mL solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795114";@brasil9961544421;;;;"11805";;Sildenafila 20 mg/1 mL solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795115";@brasil4718449305;;;;"43112";;Sirolimo 1 mg drágea;"0";"21";;;;;;;;;;;;;"47";"1,000";"464713";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795116";@brasil0028060725;;;;"43112";;Sirolimo 2 mg drágea;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795117";@brasil4123429856;;;;"790672";;Sofosbuvir 400 mg + Velpatasvir 100 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795118";@brasil7030254468;;;;"42762";;Beta-Agalsidase 35 mg solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"795119";@brasil5940396677;;;;"790673";;Fosfato de Cálcio Tribásico 10 mg + Colecalciferol 0.25 micrograma + Cianocobalamina 12 micrograma solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795120";@brasil0396758438;;;;"11247";;Aesculus Hippocastanum 150 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795121";@brasil0672433947;;;;"790674";;Matricaria Chamomilla L. 100 mg/1 g pomada;"0";"21";;;;;;;;;;;;;"48";"1,000";"464712";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795122";@brasil6892043078;;;;"42907";;Fitomenadiona 30 mg/1.5 mL solução para injeção;ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11187";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"795123";@brasil6128154517;;;;"790675";;Symphytum Officinale L. 5 % pomada;"0";"21";;;;;;;;;;;;;"48";"1,000";"11209";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795124";@brasil0088272458;;;;"790676";;Tafenoquina 150 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795125";@brasil0843168103;;;;"11834";;Tansulosina 0.4 mg comprimido de liberação prolongada;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795126";@brasil7851619625;;;;"11842";;Tenofovir Alafenamida 25 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795127";@brasil0116154460;;;;"11853";;Tianfenicol 2.5 g granulado;"0";"21";;;;;;;;;;;;;"47";"1,000";"11211";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795128";@brasil7147663392;;;;"790677";;Timolol 5 mg/1 mL + Brimonidina 1.5 mg/1 mL + Bimatoprosta 0.1 mg/1 mL solução oftálmica;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795129";@brasil9162759286;;;;"43143";;Tocilizumabe 400 mg/20 mL solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"795130";@brasil4441826869;;;;"11375";;Citalopram 20 mg comprimido revestido;"0";;;;;;;;;;;;;;;;;;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795131";@brasil8760588667;;;;"11442";;Diltiazem 120 mg comprimido de liberação prolongada;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795132";@brasil2543562600;;;;"288808";;Dolutegravir 50 mg comprimido revestido;"0";"21";;;;;;;;;;;;;;;;;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795133";@brasil5971960452;;;;"790678";;Trifluridina 20 mg + Tipiracila 8.19 mg comprimido revestido;"0";"21";;;;;;;;;;;;;;;;;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795134";@brasil9541740912;;;;"11877";;Trimetazidina 80 mg cápsula de liberação prolongada;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795135";@brasil0176300591;;;;"790679";;Trientina 250 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795136";@brasil8806103282;;;;"11880";;Ubidecarenona 60 mg/1 mL xarope;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795137";@brasil3678277082;;;;"11880";;Ubidecarenona 100 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795138";@brasil0414482924;;;;"11880";;Ubidecarenona 500 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795139";@brasil9457717374;;;;"11881";;Uncaria Tomentosa (Willd. Ex Roem. & Schult.) Dc. 100 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795140";@brasil5705010971;;;;"11881";;Uncaria Tomentosa (Willd. Ex Roem. & Schult.) Dc. 200 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795141";@brasil6676542013;;;;"11881";;Uncaria Tomentosa (Willd. Ex Roem. & Schult.) Dc. 300 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795142";@brasil0510320340;;;;"11881";;Uncaria Tomentosa (Willd. Ex Roem. & Schult.) Dc. 450 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795143";@brasil5219948384;;;;"790680";;Upadacitinibe 15 mg comprimido de liberação prolongada;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795144";@brasil5458225233;;;;"790681";;Venetoclax 100 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795145";@brasil5460263714;;;;"790682";;Mecobalamina 1000 micrograma comprimido sublingual;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795146";@brasil7263122619;;;;"790683";;Fumarato de Vonoprazana 10 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795147";@brasil6244867623;;;;"790683";;Fumarato de Vonoprazana 20 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795148";@brasil1452278894;;;;"412566";;Vortioxetina 15 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795149";@brasil0573388656;;;;"412566";;Vortioxetina 20 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795150";@brasil5416592070;;;;"42733";;Trióxido de Arsênio 12 mg/6 mL solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"795151";@brasil7193322243;;;;"11885";;Valeriana Officinalis L. 50 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795152";@brasil1035362454;;;;"11906";;Zidovudina 10 mg/1 mL solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795153";@brasil6902203241;;;;"43212";;Stryphnodendron barbatiman 10 % creme;"0";"21";;;;;;;;;;;;;"48";"1,000";"464712";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795154";@brasil4188299558;;;;"790583";;Complexo Protrombínico Parcialmente Ativado 2.500 UI solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"795155";@brasil0532923421;;;;"790685";;Dronabinol 27 mg/1 mL + Canabidiol 25 mg/1 mL solução spray;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795156";@brasil9783818442;;;;"790686";;Plantago Ovata Forssk.   520 mg/1 g + Plantago Psyllium L. 22 mg/1 g + Senna Alexandrina Mill. 99.45 mg/1 g granulado;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795157";@brasil3353766067;;;;"790687";;Plantago Ovata Forssk.   0.562 g/5 g pó;"0";"21";;;;;;;;;;;;;"47";"1,000";"11211";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795158";@brasil3995623418;;;;"790689";;Senna Alexandrina Mill. 28.9 mg + Cassia Fistula L. 19.5 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795159";@brasil3716641506;;;;"790689";;Senna Alexandrina Mill. 4.878 mg + Cassia Fistula L. 4.719 mg gel;"0";"21";;;;;;;;;;;;;"48";"1,000";"464711";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795160";@brasil3729287479;;;;"11802";;Senna Alexandrina Mill. 50 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795161";@brasil4714520229;;;;"11806";;Silimarina 140 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795162";@brasil5364314304;;;;"11806";;Silimarina 70 mg drágea;"0";"21";;;;;;;;;;;;;"47";"1,000";"464713";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795163";@brasil0598828835;;;;"11806";;Silimarina 50mg/5mL suspensão oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
