CATMAT;Name;RENAME;COMPONENTE
BR0271354;PILOCARPINA, CLORIDRATO 4 % SOLUÇÃO OFTÁLMICA 10 ML;FALSE;OUTRO
BR0275852-1;PIMECROLIMO 10 MG/G CREME  15 G;FALSE;OUTRO
BR0275852-2;PIMECROLIMO 10 MG/G CREME  30 G;FALSE;OUTRO
BR0395156;PIMETIXENO, MALEATO 0,1 MG/ML XAROPE  100 ML;FALSE;OUTRO
BR0286246;PIMOZIDA 1 MG COMPRIMIDO;FALSE;OUTRO
BR0286247;PIMOZIDA 4 MG COMPRIMIDO;FALSE;OUTRO
BR0298582;PINAVÉRIO, BROMETO 100 MG COMPRIMIDO;FALSE;OUTRO
BR0395608;PINAVÉRIO, BROMETO 50 MG COMPRIMIDO;FALSE;OUTRO
BR0271197;PINDOLOL + CLOPAMIDA 10 MG + 5 MG COMPRIMIDO;FALSE;OUTRO
BR0373949;PINDOLOL 10 MG COMPRIMIDO;FALSE;OUTRO
BR0274921;PINDOLOL 5 MG COMPRIMIDO;FALSE;OUTRO
BR0431569;PINUS PINASTER 50 MG COMP;TRUE;BASICO
BR0305493;PIOGLITAZONA, CLORIDRATO 15 MG COMPRIMIDO ELENCO ESTADUAL ;FALSE;BASICO
BR0305492;PIOGLITAZONA, CLORIDRATO 30 MG COMPRIMIDO ELENCO ESTADUAL ;FALSE;BASICO
BR0305491;PIOGLITAZONA, CLORIDRATO 45 MG COMPRIMIDO ELENCO ESTADUAL ;FALSE;BASICO
BR0271725;PIPERACILINA SÓDICA + TAZOBACTAM SÓDICA  4 G + 500 MG PÓ PARA SOLUÇÃO INJETÁVEL;FALSE;OUTRO
BR0271724;PIPERACILINA SÓDICA + TAZOBACTAM SÓDICA 2 G + 250 MG PÓ PARA SOLUÇÃO INJETÁVEL;FALSE;OUTRO
BR0269633;PIPERAZINA 100 MG/ML SOLUÇÃO ORAL 60 ML;FALSE;OUTRO
BR0272330;PIPERIDOLATO, CLORIDRATO + HESPERIDINA + ÁCIDO ASCÓRBICO 100 MG + 50 MG + 50 MG DRÁGEA;FALSE;OUTRO
BR0352847-1;PIPOTIAZINA, PALMITATO 25 MG/ML SOLUÇÃO INJETÁVEL 1 ML;FALSE;OUTRO
BR0352847-2;PIPOTIAZINA, PALMITATO 25 MG/ML SOLUÇÃO INJETÁVEL 4 ML;FALSE;OUTRO
BR0291559;PIRACETAM + DIIDROERGOCRISTINA MESILATO 1 + 400 mg COMPRIMIDO;FALSE;OUTRO
BR0275121;PIRACETAM 200 MG/ML SOLUÇÃO INJETÁVEL 5 ML;FALSE;OUTRO
BR0275123;PIRACETAM 400 MG COMPRIMIDO;FALSE;OUTRO
BR0275122;PIRACETAM 60 MG/ML SOLUÇÃO ORAL 110 ML;FALSE;OUTRO
BR0275124;PIRACETAM 800 MG COMPRIMIDO;FALSE;OUTRO
BR0415505;PIRANTEL PAMOATO, ASSOCIADO AO PRAZIQUANTEL 230 + 20 MG COMPRIMIDO;FALSE;OUTRO
BR0466430U0042;PIRAZINAMIDA 150 MG COMPRIMIDO DISPERSÍVEL;TRUE;ESTRATEGICO
BR0302748-1;PIRAZINAMIDA 30 MG/ML SUSPENSÃO ORAL  100 ML;FALSE;OUTRO
BR0302748U0074;PIRAZINAMIDA 30 MG/ML SUSPENSÃO ORAL  150 ML;TRUE;ESTRATEGICO
BR0272822U0042;PIRAZINAMIDA 500 MG COMPRIMIDO;TRUE;ESTRATEGICO
BR0434130;PIRENOXINA SÓDICA 0,085% COMP;FALSE;OUTRO
BR0434252U0041;PIRFENIDONA 267MG CÁPSULA  ELENCO ESTADUAL ;FALSE;BASICO
BR0395161;PIRIBEDIL 50 MG COMPRIMIDO DE LIBERAÇÃO PROLONGADA;FALSE;OUTRO
BR0271764U0042;PIRIDOSTIGMINA 60 MG COMP GRUPO 2 ;TRUE;ESPECIALIZADO
BR0271764;PIRIDOSTIGMINA, BROMETO 60 MG COMPRIMIDO;TRUE;OUTRO
BR0412786;PIRIDOXINA + ÁCIDO FÓLICO + CIANOCOBALAMINA 4 + 0,8 + 0,4 MG COMPRIMIDO;FALSE;OUTRO
BR0272337U0042;PIRIDOXINA, CLORIDRATO 100 MG COMPRIMIDO;TRUE;ESTRATEGICO
BR0448584;PIRIDOXINA, CLORIDRATO 100 MG SUSPENSÃO ORAL ;FALSE;ESTRATEGICO
BR0272338;PIRIDOXINA, CLORIDRATO 300 MG COMPRIMIDO;FALSE;OUTRO
BR0267774U0042;PIRIDOXINA, CLORIDRATO 40 MG COMPRIMIDO;TRUE;BASICO
BR0376695U0042;PIRIDOXINA, CLORIDRATO 50 MG COMPRIMIDO;FALSE;OUTRO
BR0432140;PIRIDOXINA, CLORIDRATO 500 MG COMPRIMIDO;FALSE;BASICO
BR0348362U0110;PIRIMETAMINA 2 MG/ML SUSPENSÃO ORAL  60 ML;FALSE;OUTRO
BR0348362;PIRIMETAMINA 2 MG/ML SUSPENSÃO ORAL  70 ML;FALSE;OUTRO
BR0268158U0042;PIRIMETAMINA 25 MG COMPRIMIDO ELENCO ESTADUAL ;TRUE;BASICO
BR0367512;PIRIMETAMINA 5 MG/ML SOL ORAL (FR) 60 ML;FALSE;OUTRO
BR0274036-1;PIROXICAM 20 MG COMPRIMIDO;FALSE;OUTRO
BR0274036-2;PIROXICAM 20 MG CÁPSULA ;FALSE;OUTRO
BR0274041;PIROXICAM 5 MG/G GEL 30 G;FALSE;OUTRO
BR0273936U0101;PIRVÍNIO EMBONATO 10 MG/ML SUSPENSÃO ORAL  20 ML;FALSE;OUTRO
BR0448042;PIRVÍNIO PAMOATO 10 MG/ML SUSPENSÃO ORAL  40 ML;FALSE;OUTRO
BR0433171;PITAVASTATINA CÁLCICA 2 MG COMPRIMIDO DE LIBERAÇÃO CONTROLADA;TRUE;BASICO
BR0433172;PITAVASTATINA CÁLCICA 4 MG COMPRIMIDO;FALSE;OUTRO
BR0329352;PIZOTIFENO 0,5 MG COMPRIMIDO;FALSE;OUTRO
BR0396414U0334;PLANTAGO OVATA (PSYLLIUM) PÓ PARA DISPERSÃO ORAL 174 G;TRUE;BASICO
BR0396414U0243;PLANTAGO OVATA (PSYLLIUM) PÓ PARA DISPERSÃO ORAL 3,5 G;TRUE;BASICO
BR0396414U0541;PLANTAGO OVATA (PSYLLIUM) PÓ PARA DISPERSÃO ORAL 5,00 G;TRUE;BASICO
BR0396414-3;PLANTAGO OVATA (PSYLLIUM) PÓ PARA DISPERSÃO ORAL 5,40 G;TRUE;BASICO
BR0396414-4;PLANTAGO OVATA (PSYLLIUM) PÓ PARA DISPERSÃO ORAL 5,85 G;TRUE;BASICO
BR0398578;PLANTAGO OVATA + SENNA ALEXANDRINA GRANULADO 250 G;FALSE;OUTRO
BR0413041;PLERIXAFOR 20 MG/ML SOLUÇÃO INJETÁVEL 1,2 ML;FALSE;OUTRO
 BR0428258U0086;PODOFILINA 10 % SOLUÇÃO 20 ML;FALSE;OUTRO
BR0431163;PODOFILINA 20 % SOLUÇÃO TÓPICA 100 ML;TRUE;BASICO
BR0431163U0086;PODOFILINA 20 % SOLUÇÃO TÓPICA 20 ML;FALSE;OUTRO
BR0353875;PODOFILINA 25 % POMADA 15 ML;FALSE;OUTRO
BR0415027-1;PODOFILINA 25 % SOLUÇÃO TÓPICA 60 ML;TRUE;BASICO
BR0415027;PODOFILINA 25 % SUSPENSÃO TÓPICA 20 ML;TRUE;BASICO
BR0341064;PODOFILOTOXINA 1,5 MG/G CREME  5 G;TRUE;BASICO
BR0386846;POLICARBOFILA CÁLCICA 500 MG COMPRIMIDO;FALSE;OUTRO
BR0313595U0017;POLICRESULENO + CINCHOCAÍNA, CLORIDRATO 100 + 10 MG/G POMADA 15 G;FALSE;OUTRO
BR0313595;POLICRESULENO + CINCHOCAÍNA, CLORIDRATO 100 + 10 MG/G POMADA RETAL 30 G ;FALSE;BASICO
BR0396356U0136;POLICRESULENO + CINCHOCAÍNA, CLORIDRATO 100 + 27 MG SUPOSITÓRIO  100 MG;FALSE;BASICO
BR0313594;POLICRESULENO + CINCHOCAÍNA, CLORIDRATO 240+24 MG SUPOSITÓRIO ;FALSE;OUTRO
BR0367725U0025;POLICRESULENO + CINCHOCAÍNA, CLORIDRATO 50 + 10 MG/G BISNAGA 3 G;TRUE;BASICO
BR0367725;POLICRESULENO + CINCHOCAÍNA, CLORIDRATO 50 + 10 MG/G POMADA RETAL 30 G ;FALSE;BASICO
BR0313593;POLICRESULENO 0,09 G ÓVULO;FALSE;OUTRO
BR0313591;POLICRESULENO 1,8 % GEL VAGINAL  50 G ;FALSE;BASICO
BR0313592;POLICRESULENO 36 % SOLUÇÃO 12 ML;FALSE;OUTRO
BR0341180;POLIESTIRENOSSULFONATO DE CÁLCIO 900 MG PÓ 30 G;FALSE;OUTRO
BR0417266;POLIESTIRENOSSULFONATO DE SÓDIO 454 mg PÓ PARA SUSPENSÃO 15 G;FALSE;OUTRO
BR0416784;POLIETILENOGLICOL (MACROGOL) 4000 G GRANULADO 10 G;FALSE;OUTRO
BR0416784U0405;POLIETILENOGLICOL (MACROGOL) 4000 G GRANULADO 15 G;FALSE;OUTRO
BR0375387-3;POLIETILENOGLICOL 400 + PROPILENOGLICOL 3 + 4 MG/ML SOLUÇÃO OFTÁLMICA 15 ML;FALSE;BASICO
BR0375387-2;POLIETILENOGLICOL 400 + PROPILENOGLICOL 3 + 4 mg/ml SOLUÇÃO OFTÁLMICA 10 ML;FALSE;OUTRO
BR0375387-1;POLIETILENOGLICOL 400 + PROPILENOGLICOL 3 + 4 mg/ml SOLUÇÃO OFTÁLMICA 5 ML;FALSE;OUTRO
BR0390804;POLIHEXANIDA, ASSOCIADA À UNDECILAMINOPROPIL BETAÍNA 0,1% + 0,1% SOLUÇÃO 350ML;TRUE;OUTRO
BR0449687U0063;POLIMIXINA B + LIDOCAÍNA 12000 UI/ML + 45,4 MG/ML SOLUÇÃO OTOLÓGICA 10 ML;FALSE;BASICO
BR0380865U0063;POLIMIXINA B + NEOMICINA + FLUOCINOLONA + LIDOCAÍNA 10.000 UI + 3,5 + 0,25 + 20 MG/ML SOLUÇÃO OTOLÓGICA 10 ML;TRUE;OUTRO
BR0380865;POLIMIXINA B + NEOMICINA + FLUOCINOLONA + LIDOCAÍNA 10.000 UI + 3,5 + 0,25 + 20 MG/ML SOLUÇÃO OTOLÓGICA 5 ML;TRUE;OUTRO
BR0270229;POLIMIXINA B + NEOMICINA + FLUOCINOLONA + LIDOCAÍNA 11000U + 3,85 + 0,275 + 20 MG/ML SOLUÇÃO OTOLÓGICA 5 ML;FALSE;OUTRO
BR0270228;POLIMIXINA B + NEOMICINA + HIDROCORTISONA 10.000 + 5 + 10 UI + MG + MG/ML SUSPENSÃO OTOLÓGICA 10 ML;FALSE;OUTRO
BR0395627;POLIMIXINA B + NEOMICINA + LIDOCAINA + FLUDROCORTISONA 10.000 UI/ML + 10 + 1 + 40 MG/ML SOLUÇÃO OTOLÓGICA 8 ML;FALSE;OUTRO
BR0268971;POLIMIXINA B, SULFATO 500.000 UI PÓ PARA SOLUÇÃO INJETÁVEL;FALSE;OUTRO
BR0328361U0042;POLIQUIMIOTERAPIA ÚNICA - PQT-U ADULTO RIFAMPICINA + CLOFAZIMINA + DAPSONA 300MG / 100+50MG / 100MG COMPRIMIDO;TRUE;ESTRATEGICO
BR0328362U0042;POLIQUIMIOTERAPIA ÚNICA - PQT-U INFANTIL - RIFAMPICINA + CLOFAZIMINA + DAPSONA  150+300MG / 50MG / 50MG COMPRIMIDO;TRUE;ESTRATEGICO
BR0431349-1;POLIVITAMINICO + POLIMINERAIS + LISINA XAROPE  200 ML;FALSE;BASICO
BR0431349;POLIVITAMINICO + POLIMINERAIS + LISINA XAROPE  240 ML;FALSE;BASICO
BR0448289;PONATINIBE 15 MG COMPRIMIDO;FALSE;OUTRO
BR0399995;POSACONAZOL 40 MG/ML SUSPENSÃO ORAL  105 ML;FALSE;BASICO
BR0273668U0118;PRALIDOXIMA, MESILATO 200 MG PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL;TRUE;BASICO
BR0272824U0042;PRAMIPEXOL 0,125 MG COMP GRUPO 1.A;TRUE;ESPECIALIZADO
BR0272825U0042;PRAMIPEXOL 0,25 MG COMP GRUPO 1.A;TRUE;ESPECIALIZADO
BR0272826U0042;PRAMIPEXOL 1 MG COMP GRUPO 1.A;TRUE;ESPECIALIZADO
BR0404612;PRAMIPEXOL 1,5 MG COMPRIMIDO ;FALSE;BASICO
BR0272824;PRAMIPEXOL, CLORIDRATO 0,125 MG COMPRIMIDO ;FALSE;BASICO
BR0272825;PRAMIPEXOL, CLORIDRATO 0,25 MG COMPRIMIDO ;FALSE;BASICO
BR0272826;PRAMIPEXOL, CLORIDRATO 1 MG COMPRIMIDO ;FALSE;BASICO
BR0409591;PRAMIPEXOL, DICLORIDRATO 0,375 MG COMPRIMIDO DE LIBERAÇÃO CONTROLADA ;FALSE;BASICO
BR0409588;PRAMIPEXOL, DICLORIDRATO 0,75 MG COMPRIMIDO DE LIBERAÇÃO PROLONGADA;FALSE;OUTRO
BR0409592;PRAMIPEXOL, DICLORIDRATO 3 MG COMPRIMIDO DE LIBERAÇÃO CONTROLADA  ;FALSE;BASICO
BR0407705;PRASUGREL, CLORIDRATO 10 MG COMPRIMIDO;FALSE;BASICO
BR0407704;PRASUGREL, CLORIDRATO 5 MG COMPRIMIDO ;FALSE;BASICO
BR0268147U0042;PRAVASTATINA 10 MG COMP GRUPO 2 ;TRUE;ESPECIALIZADO
BR0268148U0042;PRAVASTATINA 20 MG COMP GRUPO 2 ;TRUE;ESPECIALIZADO
BR0271727U0042;PRAVASTATINA 40 MG COMP GRUPO 2 ;TRUE;ESPECIALIZADO
BR0268148;PRAVASTATINA SÓDICA 20 MG COMPRIMIDO ELENCO ESTADUAL ;FALSE;BASICO
BR0271727;PRAVASTATINA SÓDICA 40 MG COMPRIMIDO ELENCO ESTADUAL ;FALSE;BASICO
BR0269634;PRAZIQUANTEL 150 MG COMPRIMIDO;FALSE;BASICO
BR0268298;PRAZIQUANTEL 500 MG COMPRIMIDO;FALSE;BASICO
BR0268954U0042;PRAZIQUANTEL 600 MG COMPRIMIDO;TRUE;ESTRATEGICO
BR0438223;PRAZIQUANTEL/PAMOATO DE PIRANTEL/PAMOATO DE OXANTEL INJ (FR) 20 ML;TRUE;OUTRO
BR0399614;PREDNISOLONA 0,12% SOL INJ (FR) 10 MG/ML;TRUE;BASICO
BR0270224;PREDNISOLONA 1 % SOLUÇÃO OFTÁLMICA 5 ML;FALSE;BASICO
BR0268151U0062;PREDNISOLONA 1 MG/ML SOLUÇÃO ORAL 100 ML;TRUE;BASICO
BR0268151U0067;PREDNISOLONA 1 MG/ML SOLUÇÃO ORAL 120 ML;TRUE;BASICO
BR0268151U0110;PREDNISOLONA 1 MG/ML SOLUÇÃO ORAL 60 ML;TRUE;BASICO
BR0396379;PREDNISOLONA 11 MG/ML SOLUÇÃO ORAL  5 ML ;FALSE;BASICO
BR0275119;PREDNISOLONA 20 MG COMPRIMIDO ;FALSE;BASICO
BR0268150U0062;PREDNISOLONA 3 MG/ML SOLUÇÃO ORAL 100 ML;TRUE;BASICO
BR0268150U0067;PREDNISOLONA 3 MG/ML SOLUÇÃO ORAL 120 ML;TRUE;BASICO
BR0268150U0110;PREDNISOLONA 3 MG/ML SOLUÇÃO ORAL 60 ML;TRUE;BASICO
BR0473679;PREDNISOLONA 40 MG COMPRIMIDO;FALSE;OUTRO
BR0275118;PREDNISOLONA 5 MG COMPRIMIDO ;FALSE;BASICO
BR0267743U0042;PREDNISONA  20 MG COMPRIMIDO ELENCO ESTADUAL ;TRUE;BASICO
BR0267741U0042;PREDNISONA  5 MG COMPRIMIDO ELENCO ESTADUAL ;TRUE;BASICO
BR0388714;PREGABALINA 100 MG CÁPSULA ;FALSE;OUTRO
BR0392111U0042;PREGABALINA 150 MG COMPRIMIDO;FALSE;BASICO
BR0392111;PREGABALINA 150 MG CÁPSULA  ;FALSE;BASICO
BR0388711;PREGABALINA 25 MG CÁPSULA ;FALSE;OUTRO
BR0388713;PREGABALINA 50MG CÁPSULA ;FALSE;OUTRO
BR0388712U0042;PREGABALINA 75 MG COMPRIMIDO;FALSE;BASICO
BR0388712;PREGABALINA 75 MG CÁPSULA ;FALSE;BASICO
BR0269833U0165;PRILOCAÍNA + FELIPRESSINA 3 % + 0,03 UI/ML SOLUÇÃO INJETÁVEL 1,8 ML;TRUE;BASICO
BR0272828U0042;PRIMAQUINA DIFOSFATO 15 MG COMPRIMIDO;TRUE;ESTRATEGICO
BR0272827U0042;PRIMAQUINA DIFOSFATO 5 MG COMPRIMIDO;TRUE;ESTRATEGICO
BR0319128U0042;PRIMIDONA 100 MG COMP GRUPO 2 ;TRUE;ESPECIALIZADO
BR0319128;PRIMIDONA 100 MG COMPRIMIDO;FALSE;BASICO
BR0278482U0042;PRIMIDONA 250 MG COMP GRUPO 2 ;TRUE;ESPECIALIZADO
BR0278482;PRIMIDONA 250 MG COMPRIMIDO;FALSE;BASICO
BR0273953;PROGESTERONA 100 MG CÁPSULA  ;FALSE;BASICO
BR0273952;PROGESTERONA 200 MG CÁPSULA  ;FALSE;BASICO
BR0342108;PROGESTERONA 80 MG/G GEL;FALSE;BASICO
BR0296749;PROMESTRIENO 10 MG CÁPSULA VAGINAL ;FALSE;BASICO
BR0294927;PROMESTRIENO 10 MG/G CREME VAGINAL  30 G ;FALSE;BASICO
BR0396047;PROMETAZINA, CLORIDRATO + SULFOGUAIACOL DE POTÁSSIO 0,565 + 9 MG/ML XAROPE  100 ML ;FALSE;BASICO
BR0269389;PROMETAZINA, CLORIDRATO 20  MG/G CREME  30 G;TRUE;BASICO
BR0267768U0042;PROMETAZINA, CLORIDRATO 25 MG COMPRIMIDO;TRUE;BASICO
BR0267769U0009;PROMETAZINA, CLORIDRATO 25 MG/ML SOLUÇÃO INJETÁVEL 2 ML;TRUE;BASICO
BR0384894U0042;PROPAFENONA, CLORIDRATO 150 MG COMPRIMIDO;TRUE;BASICO
BR0272412U0042;PROPAFENONA, CLORIDRATO 300 MG COMPRIMIDO;TRUE;BASICO
BR0601416;PROPANTELINA, BROMETO 25 MG/ML SOLUÇÃO ORAL ESPECIALMENTE MANIPULADO FRASCO 400 ML;FALSE;BASICO
BR0348359U0074;PROPANTELINA, BROMETO 5 MG/ML SUSPENSÃO ORAL  100 ML;FALSE;OUTRO
BR0348359;PROPANTELINA, BROMETO 5 MG/ML SUSPENSÃO ORAL  150 ML;FALSE;OUTRO
BR0273135;PROPATILNITRATO 10 MG COMPRIMIDO ;FALSE;BASICO
BR0273589U0042;PROPILTIOURACILA 100 MG COMPRIMIDO;TRUE;BASICO
BR0305935-1;PROPOFOL 10 MG/ML EMULSÃO INJETÁVEL 10 ML;FALSE;BASICO
BR0305935-4;PROPOFOL 10 MG/ML EMULSÃO INJETÁVEL 100 ML;FALSE;BASICO
BR0305935-2;PROPOFOL 10 MG/ML EMULSÃO INJETÁVEL 20 ML;FALSE;BASICO
BR0305935-3;PROPOFOL 10 MG/ML EMULSÃO INJETÁVEL 50 ML;FALSE;BASICO
BR0305936U0004;PROPOFOL 20 MG/ML EMULSÃO INJETÁVEL 10 ML;FALSE;BASICO
BR0305936U0007;PROPOFOL 20 MG/ML EMULSÃO INJETÁVEL 20 ML;FALSE;BASICO
BR0292764;PROPRANOLOL, CLORIDRATO + HIDROCLOROTIAZIDA 40 + 12,5 MG COMPRIMIDO ;FALSE;BASICO
BR0292765;PROPRANOLOL, CLORIDRATO + HIDROCLOROTIAZIDA 40 + 25 MG COMPRIMIDO ;FALSE;BASICO
BR0292767;PROPRANOLOL, CLORIDRATO + HIDROCLOROTIAZIDA 80 + 12,5 MG COMPRIMIDO ;FALSE;BASICO
BR0267771U0042;PROPRANOLOL, CLORIDRATO 10 MG COMPRIMIDO;TRUE;BASICO
BR0267772U0042;PROPRANOLOL, CLORIDRATO 40 MG COMPRIMIDO;TRUE;BASICO
BR0267770;PROPRANOLOL, CLORIDRATO 80 MG COMPRIMIDO ;FALSE;BASICO
BR0600306;PROPRANOLOL, CLORIDRATO FORMULAÇÃO ESPECIALMENTE MANIPULADA 10 MG/ML SOLUÇÃO ORAL 100 ML;FALSE;BASICO
BR0272362U0013;PROTAMINA, CLORIDRATO 10 MG/ML SOLUÇÃO INJETÁVEL 5 ML;TRUE;BASICO
BR0269571-2;PROXIMETACAÍNA, CLORIDRATO 0,5 % SOLUÇÃO OFTÁLMICA 15 ML ;FALSE;BASICO
BR0269571-1;PROXIMETACAÍNA, CLORIDRATO 0,5 % SOLUÇÃO OFTÁLMICA 5 ML ;FALSE;BASICO
BR0427719U0042;PRUCALOPRIDA, SUCCINATO 1 MG COMPRIMIDO;FALSE;OUTRO
BR0427719;PRUCALOPRIDA, SUCCINATO 2 MG COMPRIMIDO;FALSE;BASICO
BR0428148;QUERATINA + SENE + ENXOFRE SUBLIMADO + BITARTARATO DE POTÁSSIO 200 MG DRÁGEA;FALSE;BASICO
BR0272832U0042;QUETIAPINA 100 MG COMP GRUPO 1.A;TRUE;ESPECIALIZADO
BR0272833U0042;QUETIAPINA 200 MG COMP GRUPO 1.A;TRUE;ESPECIALIZADO
BR0390007;QUETIAPINA 200 MG COMPRIMIDO DE LIBERAÇÃO PROLONGADA ELENCO ESTADUAL ;FALSE;BASICO
BR0272831U0042;QUETIAPINA 25 MG COMP GRUPO 1.A;TRUE;ESPECIALIZADO
BR0390006U0042;QUETIAPINA 300 MG COMP GRUPO 1.A;TRUE;ESPECIALIZADO
BR0390006;QUETIAPINA 300 MG COMPRIMIDO DE LIBERAÇÃO PROLONGADA ELENCO ESTADUAL ;FALSE;BASICO
BR0272832;QUETIAPINA, FUMARATO 100 MG COMPRIMIDO ELENCO ESTADUAL ;FALSE;BASICO
BR0272833;QUETIAPINA, FUMARATO 200 MG COMPRIMIDO ELENCO ESTADUAL ;FALSE;BASICO
BR0272831;QUETIAPINA, FUMARATO 25 MG COMPRIMIDO ELENCO ESTADUAL ;FALSE;BASICO
BR0390005;QUETIAPINA, FUMARATO 50 MG COMPRIMIDO DE LIBERAÇÃO PROLONGADA;FALSE;BASICO
BR0272831-1;QUETIAPINA, HEMIFUMARATO 25 MG COMPRIMIDO;FALSE;OUTRO
BR0390005-1;QUETIAPINA, HEMIFUMARATO 50 MG COMPRIMIDO;FALSE;OUTRO
BR0363379;QUININA, CLORIDRATO + PAPAVERINA 100 + 40 MG COMPRIMIDO ;FALSE;BASICO
BR0305938U0009;QUININA, DICLORIDRATO 300 MG/ML SOLUÇÃO INJETÁVEL 2 ML;FALSE;ESTRATEGICO
BR0272131U0042;QUININA, SULFATO 500 MG COMPRIMIDO;FALSE;ESTRATEGICO
BR0351443;RABEPRAZOL SÓDICO 10 MG COMPRIMIDO ;FALSE;BASICO
BR0351444;RABEPRAZOL SÓDICO 20 MG COMPRIMIDO ;FALSE;BASICO
BR0437695;RACEALFATOCOFEROL 400 UI CÁPSULA ;FALSE;OUTRO
BR0311799U0316;RACECADOTRILA 10 MG PÓ;FALSE;OUTRO
BR0275937;RACECADOTRILA 100 MG COMPRIMIDO;FALSE;BASICO
BR0311799;RACECADOTRILA 30 MG PÓ;FALSE;OUTRO
BR0600080;RACEMETIONINA + CLORETO DE COLINA 100 + 20 MG COMPRIMIDO;FALSE;OUTRO
BR0272834U0042;RALOXIFENO 60 MG COMP GRUPO 2 ;TRUE;ESPECIALIZADO
BR0272834;RALOXIFENO, CLORIDRATO 60 MG COMPRIMIDO ;FALSE;BASICO
BR0428080U0042;RALTEGRAVIR 100 MG COMPRIMIDO;TRUE;ESTRATEGICO
BR0465547U0290;RALTEGRAVIR 100 MG SUSPENSÃO ORAL ;FALSE;ESTRATEGICO
BR0428079U0042;RALTEGRAVIR 25 MG COMPRIMIDO;FALSE;ESTRATEGICO
BR0353332U0042;RALTEGRAVIR 400 MG COMPRIMIDO;TRUE;ESTRATEGICO
BR0483783;RAMELTEONA 8 MG COMPRIMIDO;FALSE;OUTRO
BR0381066;RAMIPRIL + ANLODIPINO, BESILATO 10 + 5 MG CÁPSULA    ;FALSE;BASICO
BR0436500;RAMIPRIL + ANLODIPINO, BESILATO 10 MG + 10 MG CAP;FALSE;OUTRO
BR0276263;RAMIPRIL + ANLODIPINO, BESILATO 5 + 2,5 MG COMPRIMIDO ;FALSE;BASICO
BR0276264;RAMIPRIL + ANLODIPINO, BESILATO 5 + 5 MG CÁPSULA  ;FALSE;BASICO
BR0276262;RAMIPRIL + HIDROCLOROTIAZIDA 5 MG + 25 MG COMPRIMIDO;FALSE;BASICO
BR0276261;RAMIPRIL + HIDROCLOROTIAZIDA 5MG + 12,5MG COMP;FALSE;BASICO
BR0276259;RAMIPRIL 10 MG COMPRIMIDO ;FALSE;BASICO
BR0276260;RAMIPRIL 2,5 MG COMPRIMIDO ;FALSE;BASICO
BR0276258;RAMIPRIL 5 MG COMPRIMIDO ;FALSE;BASICO
BR0440264U0063;RAMUCIRUMABE 10 MG/ML SOLUÇÃO INJETÁVEL 10 ML;FALSE;OUTRO
BR0440264U0105;RAMUCIRUMABE 10 MG/ML SOLUÇÃO INJETÁVEL 50 ML;FALSE;OUTRO
BR0358123;RANIBIZUMABE 10 MG/ML SUSPENSÃO INJETÁVEL 0,23 ML ELENCO ESTADUAL ;FALSE;BASICO
BR0267734U0067;RANITIDINA, CLORIDRATO  15 MG/ML XAROPE  120 ML ELENCO ESTADUAL ;FALSE;BASICO
BR0267736U0042;RANITIDINA, CLORIDRATO  150 MG COMPRIMIDO ELENCO ESTADUAL ;FALSE;BASICO
BR0267735U0009;RANITIDINA, CLORIDRATO  25 MG/ML SOLUÇÃO INJETÁVEL 2 ML;FALSE;BASICO
BR0267737;RANITIDINA, CLORIDRATO  300 MG COMPRIMIDO ;FALSE;BASICO
BR0442585U0324;RANITIDINA, CLORIDRATO 40 MG/ML SOLUÇÃO ORAL 45 ML;FALSE;BASICO
BR0478005;RANOLAZINA 500 MG COMP DE LIB PROL;FALSE;OUTRO
BR0389779;RASAGILINA 1 MG COMPRIMIDO;FALSE;OUTRO
BR0389779U0042;RASAGILINA 1 MG COMPRIMIDO GRUPO 1.A;TRUE;ESPECIALIZADO
BR0422123U0042;REGORAFENIBE 40 MG COMPRIMIDO;FALSE;OUTRO
BR0270115;REMIFENTANILA, CLORIDRATO 1 MG PÓ LIOF INJ (FR-AMP);FALSE;BASICO
BR0268973;REMIFENTANILA, CLORIDRATO 2 MG PÓ LIOF INJ (FR-AMP);FALSE;BASICO
BR0268972;REMIFENTANILA, CLORIDRATO 5 MG PÓ LIOF INJ (FR-AMP);FALSE;BASICO
BR0291690;REPAGLINIDA 0,5 MG COMPRIMIDO ;FALSE;BASICO
BR0291691;REPAGLINIDA 1 MG COMPRIMIDO ;FALSE;BASICO
BR0291692;REPAGLINIDA 2 MG COMPRIMIDO ;FALSE;BASICO
BR0274918-1;RETINOL + AMINOÁCIDOS + METIONINA + CLORANFENICOL 10.000 UI + 25 + 5 + 5 MG/G POMADA 3 G;FALSE;BASICO
BR0274918-2;RETINOL + AMINOÁCIDOS + METIONINA + CLORANFENICOL 10.000 UI + 25 + 5 + 5 MG/G POMADA OFTÁLMICA  3,5 G;FALSE;BASICO
BR0272567;RETINOL + COLECALCIFEROL  5.500+ 2.200 UI/ML SOLUÇÃO ORAL 10  ML;FALSE;BASICO
BR0398187;RETINOL + COLECALCIFEROL 3000 + 800 UI/ML SOLUÇÃO ORAL  10 ML ;FALSE;BASICO
BR0272568;RETINOL + COLECALCIFEROL 50.000 + 10.000 UI SOLUÇÃO ORAL 10 ML ELENCO ESTADUAL ;FALSE;BASICO
