"id";"Name";"Description";"name_en";"id_pai"
Y16.4;Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não det;Y16.4 Rua e estrada;;"1881"
Y16.5;Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não det;Y16.5 Areas de comercio e de servicos;;"1881"
Y16.6;Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não det;Y16.6 Areas industriais e em construcao;;"1881"
Y16.7;Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não det;Y16.7 Fazenda;;"1881"
Y16.8;Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não det;Y16.8 Outr locais espec;;"1881"
Y16.9;Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não det;Y16.9 Local NE;;"1881"
Y17.0;Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - residência;Y17.0 Residencia;Poisoning by and exposure to carbon monoxide from ;"1882"
Y17.1;Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - habitação coletiva;Y17.1 Habitacao coletiva;Poisoning by and exposure to carbon monoxide from ;"1882"
Y17.2;Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - escolas, outras instituições e ;Y17.2 Escolas outr instit areas admin publica;Poisoning by and exposure to carbon monoxide from ;"1882"
Y17.3;Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - área para a prática de esportes;Y17.3 Area p/a pratica de esportes e atletismo;Poisoning by and exposure to carbon monoxide from ;"1882"
Y17.4;Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - rua e estrada;Y17.4 Rua e estrada;Poisoning by and exposure to carbon monoxide from ;"1882"
Y17.5;Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - áreas de comércio e de serviços;Y17.5 Areas de comercio e de servicos;;"1882"
Y17.6;Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - áreas industriais e em construç;Y17.6 Areas industriais e em construcao;;"1882"
Y17.7;Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - fazenda;Y17.7 Fazenda;;"1882"
Y17.8;Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - outros locais especificados;Y17.8 Outr locais espec;Poisoning by and exposure to other specified gases;"1882"
Y17.9;Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - local não especificado;Y17.9 Local NE;Poisoning by and exposure to unspecified gases and;"1882"
Y18.0;Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - residência;Y18.0 Residencia;;"1883"
Y18.1;Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - habitação coletiva;Y18.1 Habitacao coletiva;;"1883"
Y18.2;Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - escolas, outras instituições e áreas de adm;Y18.2 Escolas outr instit areas admin publica;;"1883"
Y18.3;Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - área para a prática de esportes e atletismo;Y18.3 Area p/a pratica de esportes e atletismo;;"1883"
Y18.4;Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - rua e estrada;Y18.4 Rua e estrada;;"1883"
Y18.5;Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - áreas de comércio e de serviços;Y18.5 Areas de comercio e de servicos;;"1883"
Y18.6;Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - áreas industriais e em construção;Y18.6 Areas industriais e em construcao;;"1883"
Y18.7;Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - fazenda;Y18.7 Fazenda;;"1883"
Y18.8;Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - outros locais especificados;Y18.8 Outr locais espec;;"1883"
Y18.9;Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - local não especificado;Y18.9 Local NE;;"1883"
Y19.0;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção n;Y19.0 Residencia;;"1884"
Y19.1;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção n;Y19.1 Habitacao coletiva;;"1884"
Y19.2;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção n;Y19.2 Escolas outr instit areas admin publica;;"1884"
Y19.3;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção n;Y19.3 Area p/a pratica de esportes e atletismo;;"1884"
Y19.4;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção n;Y19.4 Rua e estrada;;"1884"
Y19.5;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção n;Y19.5 Areas de comercio e de servicos;;"1884"
Y19.6;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção n;Y19.6 Areas industriais e em construcao;;"1884"
Y19.7;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção n;Y19.7 Fazenda;;"1884"
Y19.8;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção n;Y19.8 Outr locais espec;;"1884"
Y19.9;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção n;Y19.9 Local NE;;"1884"
Y20.0;Enforcamento, estrangulamento e sufocação, intenção não determinada - residência;Y20.0 Residencia;;"1885"
Y20.1;Enforcamento, estrangulamento e sufocação, intenção não determinada - habitação coletiva;Y20.1 Habitacao coletiva;;"1885"
Y20.2;Enforcamento, estrangulamento e sufocação, intenção não determinada - escolas, outras instituições e áreas de administração públ;Y20.2 Escolas outr instit areas admin publica;;"1885"
Y20.3;Enforcamento, estrangulamento e sufocação, intenção não determinada - área para a prática de esportes e atletismo;Y20.3 Area p/a pratica de esportes e atletismo;;"1885"
Y20.4;Enforcamento, estrangulamento e sufocação, intenção não determinada - rua e estrada;Y20.4 Rua e estrada;;"1885"
Y20.5;Enforcamento, estrangulamento e sufocação, intenção não determinada - áreas de comércio e de serviços;Y20.5 Areas de comercio e de servicos;;"1885"
Y20.6;Enforcamento, estrangulamento e sufocação, intenção não determinada - áreas industriais e em construção;Y20.6 Areas industriais e em construcao;;"1885"
Y20.7;Enforcamento, estrangulamento e sufocação, intenção não determinada - fazenda;Y20.7 Fazenda;;"1885"
Y20.8;Enforcamento, estrangulamento e sufocação, intenção não determinada - outros locais especificados;Y20.8 Outr locais espec;;"1885"
Y20.9;Enforcamento, estrangulamento e sufocação, intenção não determinada - local não especificado;Y20.9 Local NE;;"1885"
Y21.0;Afogamento e submersão, intenção não determinada - residência;Y21.0 Residencia;;"1886"
Y21.1;Afogamento e submersão, intenção não determinada - habitação coletiva;Y21.1 Habitacao coletiva;;"1886"
Y21.2;Afogamento e submersão, intenção não determinada - escolas, outras instituições e áreas de administração pública;Y21.2 Escolas outr instit areas admin publica;;"1886"
Y21.3;Afogamento e submersão, intenção não determinada - área para a prática de esportes e atletismo;Y21.3 Area p/a pratica de esportes e atletismo;;"1886"
Y21.4;Afogamento e submersão, intenção não determinada - rua e estrada;Y21.4 Rua e estrada;;"1886"
Y21.5;Afogamento e submersão, intenção não determinada - áreas de comércio e de serviços;Y21.5 Areas de comercio e de servicos;;"1886"
Y21.6;Afogamento e submersão, intenção não determinada - áreas industriais e em construção;Y21.6 Areas industriais e em construcao;;"1886"
Y21.7;Afogamento e submersão, intenção não determinada - fazenda;Y21.7 Fazenda;;"1886"
Y21.8;Afogamento e submersão, intenção não determinada - outros locais especificados;Y21.8 Outr locais espec;;"1886"
Y21.9;Afogamento e submersão, intenção não determinada - local não especificado;Y21.9 Local NE;;"1886"
Y22.0;Disparo de pistola, intenção não determinada - residência;Y22.0 Residencia;;"1887"
Y22.1;Disparo de pistola, intenção não determinada - habitação coletiva;Y22.1 Habitacao coletiva;;"1887"
Y22.2;Disparo de pistola, intenção não determinada - escolas, outras instituições e áreas de administração pública;Y22.2 Escolas outr instit areas admin publica;;"1887"
Y22.3;Disparo de pistola, intenção não determinada - área para a prática de esportes e atletismo;Y22.3 Area p/a pratica de esportes e atletismo;;"1887"
Y22.4;Disparo de pistola, intenção não determinada - rua e estrada;Y22.4 Rua e estrada;;"1887"
Y22.5;Disparo de pistola, intenção não determinada - áreas de comércio e de serviços;Y22.5 Areas de comercio e de servicos;;"1887"
Y22.6;Disparo de pistola, intenção não determinada - áreas industriais e em construção;Y22.6 Areas industriais e em construcao;;"1887"
Y22.7;Disparo de pistola, intenção não determinada - fazenda;Y22.7 Fazenda;;"1887"
Y22.8;Disparo de pistola, intenção não determinada - outros locais especificados;Y22.8 Outr locais espec;;"1887"
Y22.9;Disparo de pistola, intenção não determinada - local não especificado;Y22.9 Local NE;;"1887"
Y23.0;Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada - residência;Y23.0 Residencia;;"1888"
Y23.1;Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada - habitação coletiva;Y23.1 Habitacao coletiva;;"1888"
Y23.2;Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada - escolas, outras instituições e áreas de a;Y23.2 Escolas outr instit areas admin publica;;"1888"
Y23.3;Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada - área para a prática de esportes e atletis;Y23.3 Area p/a pratica de esportes e atletismo;;"1888"
Y23.4;Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada - rua e estrada;Y23.4 Rua e estrada;;"1888"
Y23.5;Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada - áreas de comércio e de serviços;Y23.5 Areas de comercio e de servicos;;"1888"
Y23.6;Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada - áreas industriais e em construção;Y23.6 Areas industriais e em construcao;;"1888"
Y23.7;Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada - fazenda;Y23.7 Fazenda;;"1888"
Y23.8;Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada - outros locais especificados;Y23.8 Outr locais espec;;"1888"
Y23.9;Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada - local não especificado;Y23.9 Local NE;;"1888"
Y24.0;Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada - residência;Y24.0 Residencia;;"1889"
Y24.1;Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada - habitação coletiva;Y24.1 Habitacao coletiva;;"1889"
Y24.2;Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada - escolas, outras instituições e área;Y24.2 Escolas outr instit areas admin publica;;"1889"
Y24.3;Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada - área para a prática de esportes e a;Y24.3 Area p/a pratica de esportes e atletismo;;"1889"
Y24.4;Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada - rua e estrada;Y24.4 Rua e estrada;;"1889"
Y24.5;Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada - áreas de comércio e de serviços;Y24.5 Areas de comercio e de servicos;;"1889"
Y24.6;Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada - áreas industriais e em construção;Y24.6 Areas industriais e em construcao;;"1889"
Y24.7;Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada - fazenda;Y24.7 Fazenda;;"1889"
Y24.8;Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada - outros locais especificados;Y24.8 Outr locais espec;;"1889"
Y24.9;Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada - local não especificado;Y24.9 Local NE;;"1889"
Y25.0;Contato com material explosivo, intenção não determinada - residência;Y25.0 Residencia;;"1890"
Y25.1;Contato com material explosivo, intenção não determinada - habitação coletiva;Y25.1 Habitacao coletiva;;"1890"
Y25.2;Contato com material explosivo, intenção não determinada - escolas, outras instituições e áreas de administração pública;Y25.2 Escolas outr instit areas admin publica;;"1890"
Y25.3;Contato com material explosivo, intenção não determinada - área para a prática de esportes e atletismo;Y25.3 Area p/a pratica de esportes e atletismo;;"1890"
Y25.4;Contato com material explosivo, intenção não determinada - rua e estrada;Y25.4 Rua e estrada;;"1890"
Y25.5;Contato com material explosivo, intenção não determinada - áreas de comércio e de serviços;Y25.5 Areas de comercio e de servicos;;"1890"
Y25.6;Contato com material explosivo, intenção não determinada - áreas industriais e em construção;Y25.6 Areas industriais e em construcao;;"1890"
Y25.7;Contato com material explosivo, intenção não determinada - fazenda;Y25.7 Fazenda;;"1890"
Y25.8;Contato com material explosivo, intenção não determinada - outros locais especificados;Y25.8 Outr locais espec;;"1890"
Y25.9;Contato com material explosivo, intenção não determinada - local não especificado;Y25.9 Local NE;;"1890"
Y26.0;Exposição a fumaça, fogo e chamas, intenção não determinada - residência;Y26.0 Residencia;;"1891"
Y26.1;Exposição a fumaça, fogo e chamas, intenção não determinada - habitação coletiva;Y26.1 Habitacao coletiva;;"1891"
Y26.2;Exposição a fumaça, fogo e chamas, intenção não determinada - escolas, outras instituições e áreas de administração pública;Y26.2 Escolas outr instit areas admin publica;;"1891"
Y26.3;Exposição a fumaça, fogo e chamas, intenção não determinada - área para a prática de esportes e atletismo;Y26.3 Area p/a pratica de esportes e atletismo;;"1891"
Y26.4;Exposição a fumaça, fogo e chamas, intenção não determinada - rua e estrada;Y26.4 Rua e estrada;;"1891"
Y26.5;Exposição a fumaça, fogo e chamas, intenção não determinada - áreas de comércio e de serviços;Y26.5 Areas de comercio e de servicos;;"1891"
Y26.6;Exposição a fumaça, fogo e chamas, intenção não determinada - áreas industriais e em construção;Y26.6 Areas industriais e em construcao;;"1891"
Y26.7;Exposição a fumaça, fogo e chamas, intenção não determinada - fazenda;Y26.7 Fazenda;;"1891"
Y26.8;Exposição a fumaça, fogo e chamas, intenção não determinada - outros locais especificados;Y26.8 Outr locais espec;;"1891"
Y26.9;Exposição a fumaça, fogo e chamas, intenção não determinada - local não especificado;Y26.9 Local NE;;"1891"
Y27.0;Exposição a vapor de água, gases ou objetos quentes, intenção não determinada - residência;Y27.0 Residencia;;"1892"
Y27.1;Exposição a vapor de água, gases ou objetos quentes, intenção não determinada - habitação coletiva;Y27.1 Habitacao coletiva;;"1892"
Y27.2;Exposição a vapor de água, gases ou objetos quentes, intenção não determinada - escolas, outras instituições e áreas de administ;Y27.2 Escolas outr instit areas admin publica;;"1892"
Y27.3;Exposição a vapor de água, gases ou objetos quentes, intenção não determinada - área para a prática de esportes e atletismo;Y27.3 Area p/a pratica de esportes e atletismo;;"1892"
Y27.4;Exposição a vapor de água, gases ou objetos quentes, intenção não determinada - rua e estrada;Y27.4 Rua e estrada;;"1892"
Y27.5;Exposição a vapor de água, gases ou objetos quentes, intenção não determinada - áreas de comércio e de serviços;Y27.5 Areas de comercio e de servicos;;"1892"
Y27.6;Exposição a vapor de água, gases ou objetos quentes, intenção não determinada - áreas industriais e em construção;Y27.6 Areas industriais e em construcao;;"1892"
Y27.7;Exposição a vapor de água, gases ou objetos quentes, intenção não determinada - fazenda;Y27.7 Fazenda;;"1892"
Y27.8;Exposição a vapor de água, gases ou objetos quentes, intenção não determinada - outros locais especificados;Y27.8 Outr locais espec;;"1892"
Y27.9;Exposição a vapor de água, gases ou objetos quentes, intenção não determinada - local não especificado;Y27.9 Local NE;;"1892"
Y28.0;Contato com objeto cortante ou penetrante, intenção não determinada - residência;Y28.0 Residencia;;"1893"
Y28.1;Contato com objeto cortante ou penetrante, intenção não determinada - habitação coletiva;Y28.1 Habitacao coletiva;;"1893"
Y28.2;Contato com objeto cortante ou penetrante, intenção não determinada - escolas, outras instituições e áreas de administração públ;Y28.2 Escolas outr instit areas admin publica;;"1893"
Y28.3;Contato com objeto cortante ou penetrante, intenção não determinada - área para a prática de esportes e atletismo;Y28.3 Area p/a pratica de esportes e atletismo;;"1893"
Y28.4;Contato com objeto cortante ou penetrante, intenção não determinada - rua e estrada;Y28.4 Rua e estrada;;"1893"
Y28.5;Contato com objeto cortante ou penetrante, intenção não determinada - áreas de comércio e de serviços;Y28.5 Areas de comercio e de servicos;;"1893"
Y28.6;Contato com objeto cortante ou penetrante, intenção não determinada - áreas industriais e em construção;Y28.6 Areas industriais e em construcao;;"1893"
Y28.7;Contato com objeto cortante ou penetrante, intenção não determinada - fazenda;Y28.7 Fazenda;;"1893"
Y28.8;Contato com objeto cortante ou penetrante, intenção não determinada - outros locais especificados;Y28.8 Outr locais espec;;"1893"
Y28.9;Contato com objeto cortante ou penetrante, intenção não determinada - local não especificado;Y28.9 Local NE;;"1893"
Y29.0;Contato com objeto contundente, intenção não determinada - residência;Y29.0 Residencia;;"1894"
Y29.1;Contato com objeto contundente, intenção não determinada - habitação coletiva;Y29.1 Habitacao coletiva;;"1894"
Y29.2;Contato com objeto contundente, intenção não determinada - escolas, outras instituições e áreas de administração pública;Y29.2 Escolas outr instit areas admin publica;;"1894"
Y29.3;Contato com objeto contundente, intenção não determinada - área para a prática de esportes e atletismo;Y29.3 Area p/a pratica de esportes e atletismo;;"1894"
Y29.4;Contato com objeto contundente, intenção não determinada - rua e estrada;Y29.4 Rua e estrada;;"1894"
Y29.5;Contato com objeto contundente, intenção não determinada - áreas de comércio e de serviços;Y29.5 Areas de comercio e de servicos;;"1894"
Y29.6;Contato com objeto contundente, intenção não determinada - áreas industriais e em construção;Y29.6 Areas industriais e em construcao;;"1894"
Y29.7;Contato com objeto contundente, intenção não determinada - fazenda;Y29.7 Fazenda;;"1894"
Y29.8;Contato com objeto contundente, intenção não determinada - outros locais especificados;Y29.8 Outr locais espec;;"1894"
Y29.9;Contato com objeto contundente, intenção não determinada - local não especificado;Y29.9 Local NE;;"1894"
Y30.0;Queda, salto ou empurrado de um lugar elevado, intenção não determinada - residência;Y30.0 Residencia;;"1895"
Y30.1;Queda, salto ou empurrado de um lugar elevado, intenção não determinada - habitação coletiva;Y30.1 Habitacao coletiva;;"1895"
Y30.2;Queda, salto ou empurrado de um lugar elevado, intenção não determinada - escolas, outras instituições e áreas de administração ;Y30.2 Escolas outr instit areas admin publica;;"1895"
Y30.3;Queda, salto ou empurrado de um lugar elevado, intenção não determinada - área para a prática de esportes e atletismo;Y30.3 Area p/a pratica de esportes e atletismo;;"1895"
Y30.4;Queda, salto ou empurrado de um lugar elevado, intenção não determinada - rua e estrada;Y30.4 Rua e estrada;;"1895"
Y30.5;Queda, salto ou empurrado de um lugar elevado, intenção não determinada - áreas de comércio e de serviços;Y30.5 Areas de comercio e de servicos;;"1895"
Y30.6;Queda, salto ou empurrado de um lugar elevado, intenção não determinada - áreas industriais e em construção;Y30.6 Areas industriais e em construcao;;"1895"
Y30.7;Queda, salto ou empurrado de um lugar elevado, intenção não determinada - fazenda;Y30.7 Fazenda;;"1895"
Y30.8;Queda, salto ou empurrado de um lugar elevado, intenção não determinada - outros locais especificados;Y30.8 Outr locais espec;;"1895"
Y30.9;Queda, salto ou empurrado de um lugar elevado, intenção não determinada - local não especificado;Y30.9 Local NE;;"1895"
Y31.0;Queda, permanência ou corrida diante de um objeto em movimento, intenção não determinada - residência;Y31.0 Residencia;;"1896"
Y31.1;Queda, permanência ou corrida diante de um objeto em movimento, intenção não determinada - habitação coletiva;Y31.1 Habitacao coletiva;;"1896"
Y31.2;Queda, permanência ou corrida diante de um objeto em movimento, intenção não determinada - escolas, outras instituições e áreas ;Y31.2 Escolas outr instit areas admin publica;;"1896"
Y31.3;Queda, permanência ou corrida diante de um objeto em movimento, intenção não determinada - área para a prática de esportes e atl;Y31.3 Area p/a pratica de esportes e atletismo;;"1896"
Y31.4;Queda, permanência ou corrida diante de um objeto em movimento, intenção não determinada - rua e estrada;Y31.4 Rua e estrada;;"1896"
Y31.5;Queda, permanência ou corrida diante de um objeto em movimento, intenção não determinada - áreas de comércio e de serviços;Y31.5 Areas de comercio e de servicos;;"1896"
Y31.6;Queda, permanência ou corrida diante de um objeto em movimento, intenção não determinada - áreas industriais e em construção;Y31.6 Areas industriais e em construcao;;"1896"
Y31.7;Queda, permanência ou corrida diante de um objeto em movimento, intenção não determinada - fazenda;Y31.7 Fazenda;;"1896"
Y31.8;Queda, permanência ou corrida diante de um objeto em movimento, intenção não determinada - outros locais especificados;Y31.8 Outr locais espec;;"1896"
Y31.9;Queda, permanência ou corrida diante de um objeto em movimento, intenção não determinada - local não especificado;Y31.9 Local NE;;"1896"
Y32.0;Impacto de um veículo a motor, intenção não determinada - residência;Y32.0 Residencia;;"1897"
Y32.1;Impacto de um veículo a motor, intenção não determinada - habitação coletiva;Y32.1 Habitacao coletiva;;"1897"
Y32.2;Impacto de um veículo a motor, intenção não determinada - escolas, outras instituições e áreas de administração pública;Y32.2 Escolas outr instit areas admin publica;;"1897"
Y32.3;Impacto de um veículo a motor, intenção não determinada - área para a prática de esportes e atletismo;Y32.3 Area p/a pratica de esportes e atletismo;;"1897"
Y32.4;Impacto de um veículo a motor, intenção não determinada - rua e estrada;Y32.4 Rua e estrada;;"1897"
Y32.5;Impacto de um veículo a motor, intenção não determinada - áreas de comércio e de serviços;Y32.5 Areas de comercio e de servicos;;"1897"
Y32.6;Impacto de um veículo a motor, intenção não determinada - áreas industriais e em construção;Y32.6 Areas industriais e em construcao;;"1897"
Y32.7;Impacto de um veículo a motor, intenção não determinada - fazenda;Y32.7 Fazenda;;"1897"
Y32.8;Impacto de um veículo a motor, intenção não determinada - outros locais especificados;Y32.8 Outr locais espec;;"1897"
Y32.9;Impacto de um veículo a motor, intenção não determinada - local não especificado;Y32.9 Local NE;;"1897"
Y33.0;Outros fatos ou eventos especificados, intenção não determinada - residência;Y33.0 Residencia;;"1898"
Y33.1;Outros fatos ou eventos especificados, intenção não determinada - habitação coletiva;Y33.1 Habitacao coletiva;;"1898"
Y33.2;Outros fatos ou eventos especificados, intenção não determinada - escolas, outras instituições e áreas de administração pública;Y33.2 Escolas outr instit areas admin publica;;"1898"
Y33.3;Outros fatos ou eventos especificados, intenção não determinada - área para a prática de esportes e atletismo;Y33.3 Area p/a pratica de esportes e atletismo;;"1898"
Y33.4;Outros fatos ou eventos especificados, intenção não determinada - rua e estrada;Y33.4 Rua e estrada;;"1898"
Y33.5;Outros fatos ou eventos especificados, intenção não determinada - áreas de comércio e de serviços;Y33.5 Areas de comercio e de servicos;;"1898"
Y33.6;Outros fatos ou eventos especificados, intenção não determinada - áreas industriais e em construção;Y33.6 Areas industriais e em construcao;;"1898"
Y33.7;Outros fatos ou eventos especificados, intenção não determinada - fazenda;Y33.7 Fazenda;;"1898"
Y33.8;Outros fatos ou eventos especificados, intenção não determinada - outros locais especificados;Y33.8 Outr locais espec;;"1898"
Y33.9;Outros fatos ou eventos especificados, intenção não determinada - local não especificado;Y33.9 Local NE;;"1898"
Y34.0;Fatos ou eventos não especificados e intenção não determinada - residência;Y34.0 Residencia;Victim of cataclysmic earth movements caused by ea;"1899"
Y34.1;Fatos ou eventos não especificados e intenção não determinada - habitação coletiva;Y34.1 Habitacao coletiva;Victim of tsunami;"1899"
Y34.2;Fatos ou eventos não especificados e intenção não determinada - escolas, outras instituições e áreas de administração pública;Y34.2 Escolas outr instit areas admin publica;;"1899"
Y34.3;Fatos ou eventos não especificados e intenção não determinada - área para a prática de esportes e atletismo;Y34.3 Area p/a pratica de esportes e atletismo;;"1899"
Y34.4;Fatos ou eventos não especificados e intenção não determinada - rua e estrada;Y34.4 Rua e estrada;;"1899"
Y34.5;Fatos ou eventos não especificados e intenção não determinada - áreas de comércio e de serviços;Y34.5 Areas de comercio e de servicos;;"1899"
Y34.6;Fatos ou eventos não especificados e intenção não determinada - áreas industriais e em construção;Y34.6 Areas industriais e em construcao;;"1899"
Y34.7;Fatos ou eventos não especificados e intenção não determinada - fazenda;Y34.7 Fazenda;;"1899"
Y34.8;Fatos ou eventos não especificados e intenção não determinada - outros locais especificados;Y34.8 Outr locais espec;Victim of other specified effects of earthquake;"1899"
Y34.9;Fatos ou eventos não especificados e intenção não determinada - local não especificado;Y34.9 Local NE;Victim of unspecified effect of earthquake;"1899"
Y35.0;Intervenção legal envolvendo o uso de armas de fogo;Y35.0 Intervencao legal envolv uso armas de fogo;Legal intervention involving firearm discharge;"1900"
Y35.1;Intervenção legal envolvendo o uso de explosivos;Y35.1 Intervencao legal envolv o uso de explosivos;Legal intervention involving explosives;"1900"
Y35.2;Intervenção legal envolvendo o uso de gás;Y35.2 Intervencao legal envolv o uso de gas;Legal intervention involving gas;"1900"
Y35.3;Intervenção legal envolvendo o uso de objetos contundentes;Y35.3 Intervencao legal envolv uso obj contund;Legal intervention involving blunt objects;"1900"
Y35.4;Intervenção legal envolvendo o uso de objetos cortantes e penetrantes;Y35.4 Intervencao legal envolv uso obj cort penetr;Legal intervention involving sharp objects;"1900"
Y35.5;Execução legal;Y35.5 Execucao legal;Legal execution;"1900"
Y35.6;Intervenção legal envolvendo o uso de outros meios especificados;Y35.6 Intervencao legal envolv uso outr meio espec;Legal intervention involving other specified means;"1900"
Y35.7;Intervenção legal, meio não especificado;Y35.7 Intervencao legal meio NE;Legal intervention, means unspecified;"1900"
Y36.0;Operações de guerra envolvendo explosão de armamento naval;Y36.0 Oper guerra envolv explosao armamento naval;War operations involving explosion of marine weapo;"1901"
Y36.1;Operações de guerra envolvendo destruição de aeronave;Y36.1 Oper guerra envolv destruicao de aeronave;War operations involving destruction of aircraft;"1901"
Y36.2;Operações de guerra envolvendo outras explosões ou fragmentos;Y36.2 Oper guerra envolv outr explosoes fragmentos;War operations involving other explosions and frag;"1901"
Y36.3;Operações de guerra envolvendo incêndio, fogo e substâncias quentes;Y36.3 Oper guerra envolv incend fogo subst quentes;War operations involving fires, conflagrations and;"1901"
Y36.4;Operações de guerra envolvendo disparo de armas de fogo e de outras formas convencionais de combate;Y36.4 Oper guer env disp arm fog out for conv comb;War operations involving firearm discharge and oth;"1901"
Y36.5;Operações de guerra envolvendo armamento nuclear;Y36.5 Oper guerra envolv armamento nuclear;War operations involving nuclear weapons;"1901"
Y36.6;Operações de guerra envolvendo armas biológicas;Y36.6 Oper guerra envolv armas biologicas;War operations involving biological weapons;"1901"
Y36.7;Operações de guerra envolvendo armas químicas e outros meios de combate não-convencionais;Y36.7 Oper guer env arm quim out meios comb n-conv;War operations involving chemical weapons and othe;"1901"
Y36.8;Operações de guerra ocorridas após a cessação das hostilidades;Y36.8 Oper guerra ocorr apos cessacao hostilidades;War operations occurring after cessation of hostil;"1901"
Y36.9;Operações de guerra não especificadas;Y36.9 Operacoes de guerra NE;War operations, unspecified;"1901"
Y40.0;Efeitos adversos de penicilinas;Y40.0 Penicilinas;Adverse effects in the therapeutic use of penicill;"1902"
Y40.1;Efeitos adversos de cefalosporinas e outras betalactaminas;Y40.1 Cefalosporinas e outr betalactaminas;Adverse effects in the therapeutic use of cefalosp;"1902"
Y40.2;Efeitos adversos do grupo do cloranfenicol;Y40.2 Grupo do cloranfenicol;Adverse effects in the therapeutic use of chloramp;"1902"
Y40.3;Efeitos adversos de macrolídeos;Y40.3 Macrolideos;Adverse effects in the therapeutic use of macrolid;"1902"
Y40.4;Efeitos adversos de tetraciclinas;Y40.4 Tetraciclinas;Adverse effects in the therapeutic use of tetracyc;"1902"
Y40.5;Efeitos adversos de aminoglicosídeos;Y40.5 Aminoglicosideos;Adverse effects in the therapeutic use of aminogly;"1902"
Y40.6;Efeitos adversos de rifamicinas;Y40.6 Rifamicinas;Adverse effects in the therapeutic use of rifamyci;"1902"
