"id";"name";"location";"name_eng"
P01BA03;primaquina;por;"primaquine; oral"
P01BA06;amodiaquina;por;"amodiaquine; oral"
P01BB;biguanidas com atividade antimalárica;por;Biguanides
P01BB01;proguanil;por;"proguanil; oral"
P01BB02;embonato de cicloguanil;por;cycloguanil embonate
P01BB51;proguanil, associações contendo;por;"proguanil, combinations; oral"
P01BC;metanolquinolinas com atividade antimalárica;por;Methanolquinolines
P01BC01;quinina;por;"quinine; systemic"
P01BC02;mefloquina;por;"mefloquine; oral"
P01BD;diaminopirimidinas com atividade antimalárica;por;Diaminopyrimidines
P01BD01;pirimetamina;por;"pyrimethamine; oral"
P01BD51;pirimetamina, associações contendo;por;"pyrimethamine, combinations; oral"
P01BE;artemisinina e derivados com atividade antimalárica;por;Artemisinin and derivatives, plain
P01BE01;artemisinina;por;"artemisinin; oral"
P01BE02;arteméter;por;"artemether; systemic"
P01BE03;artesunato de sódio;por;"artesunate; systemic"
P01BE04;artemotila;por;artemotil
P01BE05;artenimol;por;"artenimol; oral"
P01BF;artemisinina e derivados, associações contendo;por;Artemisinin and derivatives, combinations
P01BF01;arteméter, associações contendo;por;"artemether and lumefantrine; oral"
P01BF02;artesunato e mefloquina;por;"artesunate and mefloquine; systemic"
P01BF03;artesunato e amodiaquina;por;"artesunate and amodiaquine; systemic"
P01BF04;artesunato, sulfaleno e pirimetamina;por;"artesunate, sulphamethopyrazine and pyrimethamine;"
P01BF05;artenimol e piperaquine;por;"artenimol and piperaquine; systemic"
P01BF06;artesunato e pyronaridine;por;"artesunate and pyronaridine; systemic"
P01BX;outros antimaláricos;por;Other antimalarials
P01BX01;halofantrina;por;"halofantrine; oral"
P01C;agentes contra leshmaniose e outras tripanossomíases;por;AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS
P01CA;derivados do nitroimidazol;por;Nitroimidazole derivatives
P01CA02;benznidazol;por;"benznidazole; oral"
P01CB;compostos de antimônio;por;Antimony compounds
P01CB01;antimoniato de meglumina;por;"meglumine antimonate; parenteral"
P01CB02;estibogliconato de sódio;por;"sodium stibogluconate; parenteral"
P01CC;derivados do nitrofurano;por;Nitrofuran derivatives
P01CC01;nifurtimox;por;"nifurtimox; oral"
P01CC02;nitrofural;por;"nitrofural; systemic (nitrofuran derivatives)"
P01CD;compostos de arsênio;por;Arsenic compounds
P01CD01;melarsoprol;por;"melarsoprol; parenteral"
P01CD02;acetarsol;por;"acetarsol; oral, rectal, vaginal"
P01CX;outros agentes contra leishmanioses e tripanosomíases;por;Other agents against leishmaniasis and trypanosomi
P01CX01;isetionato de pentamidina;por;"pentamidine isethionate; parenteral"
P01CX02;suramina sódica;por;"suramin sodium; parenteral"
P01CX03;eflornitina;por;"eflornithine; parenteral, topical"
P02;anti-helmínticos;por;ANTHELMINTICS
P02B;antitremátodos;por;ANTITREMATODALS
P02BA;derivados da quinolina e substâncias relacionadas;por;Quinoline derivatives and related substances
P02BA01;praziquantel;por;"praziquantel; oral"
P02BA02;oxamniquina;por;"oxamniquine; oral"
P02BB;compostos organofosforados;por;Organophosphorous compounds
P02BB01;metrifonato;por;"metrifonate; oral"
P02BX;outros agentes antitremátodos;por;Other antitrematodal agents
P02BX01;bitionol;por;bithionol
P02BX02;niridazol;por;niridazole
P02BX03;estibofeno;por;stibophen
P02BX04;triclabendazol;por;"triclabendazole; oral"
P02C;antinemátodos;por;ANTINEMATODAL AGENTS
P02CA;derivados do benzimidazol;por;Benzimidazole derivatives
P02CA01;mebendazol;por;"mebendazole; oral"
P02CA02;tiabendazol;por;"tiabendazole; oral"
P02CA03;albendazol;por;"albendazole; oral"
P02CA04;ciclobendazol;por;ciclobendazole
P02CA05;flubendazol;por;"flubendazole; oral"
P02CA06;fembendazol;por;"fenbendazole; oral, topical"
P02CA51;mebendazol, associações contendo;por;"mebendazole, combinations; oral, topical"
P02CB;piperazina e derivados;por;Piperazine and derivatives
P02CB01;piperazina;por;"piperazine; oral"
P02CB02;dietilcarbamazina;por;"diethylcarbamazine; oral"
P02CC;derivados da tetraidropirimidina;por;Tetrahydropyrimidine derivatives
P02CC01;pirantel;por;"pyrantel; oral"
P02CC02;oxantel;por;oxantel
P02CE;derivados do imidazol;por;Imidazothiazole derivatives
P02CE01;levamisol;por;"levamisole; oral"
P02CF;avermectinas;por;Avermectines
P02CF01;ivermectina;por;"ivermectin; oral"
P02CX;outros antinemátodos;por;Other antinematodals
P02CX01;pirvínio;por;"pyrvinium; oral"
P02CX02;befênio;por;"bephenium; oral"
P02D;anticestódicos;por;ANTICESTODALS
P02DA;derivados do ácido salicílico com atividade anticestódica;por;Salicylic acid derivatives
P02DA01;niclosamida;por;"niclosamide; oral"
P02DX;outros anticestodos;por;Other anticestodals
P02DX01;desaspidina;por;desaspidin
P02DX02;diclorofeno;por;"dichlorophen; inhalant, nasal, oral, topical"
P03;ectoparasiticidas incluindo escabicidas, inseticidas e repelentes;por;ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES 
P03A;ectoparasiticidas incluindo escabicidas;por;ECTOPARASITICIDES, INCL. SCABICIDES
P03AA;produtos que contém enxofre;por;Sulfur containing products
P03AA01;dixantógeno;por;"dixanthogen; topical"
P03AA02;polissulfato de potássio;por;"potassium polysulfide; topical"
P03AA03;messulfeno;por;"mesulfen; topical (sulfur containing products)"
P03AA04;dissulfiram;por;"disulfiram; topical"
P03AA54;dissulfiram, associações contendo;por;"disulfiram, combinations; topical"
P03AB;produtos que contém cloro;por;Chlorine containing products
P03AB01;clofenotano;por;"clofenotane; topical"
P03AB02;lindano;por;"lindane; topical"
P03AB51;clofenotano, associações contendo;por;"clofenotane, combinations; topical"
P03AC;ectoparasiticidas contendo piretrinas incluindo compostos sintéticos;por;Pyrethrines, incl. synthetic compounds
P03AC01;piretro;por;"pyrethrum; topical"
P03AC02;bioaletrina;por;"bioallethrin; topical"
P03AC03;fenotrina;por;"phenothrin; topical"
P03AC04;permetrina;por;"permethrin; topical"
P03AC51;piretro, associações contendo;por;"pyrethrum, combinations; topical"
P03AC52;bioaletrina, associações contendo;por;"bioallethrin, combinations; topical"
P03AC53;fenotrina, associações contendo;por;"phenothrin, combinations; topical"
P03AC54;permetrina, associações contendo;por;"permethrin, combinations; topical"
P03AX;outros ectoparasiticidas incluindo escabicidas;por;Other ectoparasiticides, incl. scabicides
P03AX01;benzoato de benzila;por;"benzyl benzoate; topical"
P03AX02;oleinato de cobre;por;"copper oleinate; topical"
P03AX03;malationa;por;"malathion; topical"
P03AX04;quassia;por;"quassia; topical"
P03B;inseticidas e repelentes;por;INSECTICIDES AND REPELLENTS
P03BA;piretrinas;por;Pyrethrines
P03BA01;ciflutrina;por;"cyfluthrin; topical"
P03BA02;cipermetrina;por;"cypermethrin; topical"
P03BA03;decametrina;por;"decamethrin; topical"
P03BA04;tetrametrina;por;"tetramethrin; topical"
P03BX;outros inseticidas e repelentes;por;Other insecticides and repellents
P03BX01;dietiltoluamida;por;"diethyltoluamide; topical"
P03BX02;dimetilftalato;por;"dimethylphthalate; topical"
P03BX03;dibutilftalato;por;"dibutylphthalate; topical"
P03BX04;dibutilsuccinato;por;"dibutylsuccinate; topical"
P03BX05;dimetilcarbato;por;"dimethylcarbate; topical"
P03BX06;etohexadiol;por;"etohexadiol; topical"
R;sistema respiratório;por;RESPIRATORY SYSTEM
R01;preparações de uso nasal;por;NASAL PREPARATIONS
R01A;descongestionantes e outras preparações nasais para uso tópico;por;DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOP
R01AA;simpaticomiméticos, monodrogas;por;Sympathomimetics, plain
R01AA02;ciclopentamina;por;"cyclopentamine; inhalant, nasal"
R01AA03;efedrina;por;"ephedrine; nasal"
R01AA04;fenilefrina;por;"phenylephrine; nasal"
R01AA05;oximetazolina;por;"oxymetazoline; nasal"
R01AA06;tetrizolina;por;"tetryzoline; nasal"
R01AA07;xilometazolina;por;"xylometazoline; nasal"
R01AA08;nafazolina;por;"naphazoline; nasal"
R01AA09;tramazolina;por;"tramazoline; inhalant, nasal"
R01AA10;metizolina;por;"metizoline; inhalant, nasal"
R01AA11;tuaminoeptano;por;"tuaminoheptane; inhalant, nasal (sympathomimetics,"
R01AA12;fenoxazolina;por;"fenoxazoline; inhalant, nasal"
R01AA13;tinazolina;por;"tymazoline; inhalant, nasal"
R01AA14;epinefrina;por;"epinephrine; inhalant, nasal"
R01AB;simpaticomiméticos associações excluindo corticosteróides;por;Sympathomimetics, combinations excl. corticosteroi
R01AB01;fenilefrina;por;"phenylephrine; inhalant, nasal"
R01AB02;nafazolina;por;"naphazoline; inhalant, nasal"
R01AB03;tetrizolina;por;"tetryzoline; inhalant, nasal"
R01AB05;efedrina;por;"ephedrine; inhalant, nasal"
R01AB06;xilometazolina;por;"xylometazoline; nasal"
R01AB07;oximetazolina;por;"oxymetazoline; nasal"
R01AB08;tuaminoeptano;por;"tuaminoheptane; inhalant, nasal (sympathomimetics,"
R01AC;antialérgicos excluindo corticosteróides;por;Antiallergic agents, excl. corticosteroids
R01AC01;ácido cromoglícico;por;"cromoglicic acid; nasal"
R01AC02;levocabastina;por;"levocabastine; nasal"
R01AC03;azelastina;por;"azelastine; nasal"
R01AC04;antazolina;por;"antazoline; inhalant, nasal"
R01AC05;ácido espaglúmico;por;"spaglumic acid; inhalant, nasal"
R01AC06;tonzilamina;por;"thonzylamine; inhalant, nasal"
R01AC07;nedocromila;por;"nedocromil; nasal"
R01AC08;olopatadina;por;"olopatadine; inhalant, nasal"
R01AC51;ácido cromoglícico, associações contendo;por;"cromoglicic acid, combinations; inhalant, nasal"
R01AD;corticosteróides;por;Corticosteroids
R01AD01;beclometasona;por;"beclometasone; nasal"
R01AD02;prednisolona;por;"prednisolone; inhalant, nasal"
R01AD03;dexametasona;por;"dexamethasone; inhalant, nasal"
R01AD04;flunisolida;por;"flunisolide; nasal"
R01AD05;budesonida;por;"budesonide; nasal"
R01AD06;betametasona;por;"betamethasone; nasal"
R01AD07;tixocortol;por;"tixocortol; nasal"
R01AD08;fluticasona;por;"fluticasone; nasal"
R01AD09;mometasona;por;"mometasone; nasal"
R01AD11;triancinolona;por;"triamcinolone; nasal"
R01AD12;furoato de fluticasona;por;"fluticasone furoate; nasal"
R01AD13;ciclosonida;por;"ciclesonide; nasal"
R01AD52;prednisolona, associações contendo;por;"prednisolone, combinations; inhalant, nasal"
R01AD53;dexametasona, associações contendo;por;"dexamethasone, combinations; inhalant, nasal"
R01AD57;tixocortol, associações contendo;por;"tixocortol, combinations; inhalant, nasal"
R01AD60;hidrocortisona, associações contendo;por;"hydrocortisone, combinations; inhalant, nasal"
R01AX;outras preparações para uso nasal;por;Other nasal preparations
R01AX01;tiocianato de hexamina de cálcio;por;"calcium hexamine thiocyanate; inhalant, nasal"
R01AX02;retinol;por;"retinol; nasal"
R01AX03;brometo de ipratrópio;por;"ipratropium bromide; nasal"
R01AX05;ritiometana;por;"ritiometan; inhalant, nasal"
R01AX06;mupirocina;por;"mupirocin; inhalant, nasal"
R01AX07;hexamidina;por;"hexamidine; inhalant, nasal"
R01AX08;framicetina;por;"framycetin; inhalant, nasal"
R01AX09;ácido hialurônico;por;"hyaluronic acid; inhalant, nasal"
R01AX10;outros;por;"various; inhalant, nasal"
R01AX30;associações;por;"combinations; inhalant, nasal"
R01B;descongestionantes nasais para uso sistêmico;por;NASAL DECONGESTANTS FOR SYSTEMIC USE
R01BA;simpaticomiméticos;por;Sympathomimetics
R01BA01;fenilpropanolamina;por;"phenylpropanolamine; oral"
R01BA02;pseudoefedrina;por;"pseudoephedrine; oral"
R01BA03;fenilefrina;por;"phenylephrine; oral"
R01BA51;fenilpropanolamina, associações contendo;por;"phenylpropanolamine, combinations; oral"
R01BA52;pseudoefedrina, associações contendo;por;"pseudoephedrine, combinations; oral"
R03AC15;reproterol;por;"reproterol; inhalant"
R01BA53;fenilefrina, associações contendo;por;"phenylephrine, combinations; oral"
R02;preparações para a garganta;por;THROAT PREPARATIONS
R02A;preparações para a garganta;por;THROAT PREPARATIONS
R02AA;antissépticos;por;Antiseptics
R02AA01;ambazona;por;"ambazone; oral, local oral"
R02AA02;dequalínio;por;"dequalinium; oral, local oral"
R02AA03;álcool diclorobenzílico;por;"dichlorobenzyl alcohol; local oral"
R02AA05;clorexidina;por;"chlorhexidine; oral, local oral (antiseptics)"
R02AA06;cetilpiridínio;por;"cetylpyridinium; local oral"
R02AA09;benzetônio;por;"benzethonium; local oral"
R02AA10;miristilato de benzalcônio;por;"myristyl-benzalkonium; local oral"
R02AA11;clorquinaldol;por;"chlorquinaldol; local oral"
R02AA12;hexilresorcinol;por;"hexylresorcinol; local oral"
R02AA13;cloreto de acriflavínio;por;"acriflavinium chloride; local oral"
R02AA14;hidroxiquinolina;por;"oxyquinoline; local oral"
R02AA15;iodopovidona;por;"povidone-iodine; local oral"
R02AA16;benzalcônio;por;"benzalkonium; local oral"
R02AA17;cetrimônio;por;"cetrimonium; local oral"
R02AA18;hexamidina;por;"hexamidine; local oral"
R02AA19;fenol;por;"phenol; local oral"
R02AA20;outros;por;"various; local oral"
R02AB;antibióticos;por;Antibiotics
R02AB01;neomicina;por;"neomycin; oral (throat prep., antibiotics)"
R02AB02;tirotricina;por;"tyrothricin; oral"
R02AB03;fusafungina;por;"fusafungine; oral"
R02AB04;bacitracina;por;"bacitracin; oral"
R02AB30;gramicidina;por;"gramicidin; oral"
R02AD;anestésicos locais;por;Anesthetics, local
R02AD01;benzocaína;por;"benzocaine; local oral"
R02AD02;lidocaína;por;"lidocaine; local oral"
R02AD03;cocaína;por;"cocaine; local oral"
R02AD04;diclonina;por;"dyclonine; local oral"
R03;agentes contra doenças obstrutivas das vias aéreas;por;DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03A;adrenérgicos, para inalação;por;ADRENERGICS, INHALANTS
R03AA;agonistas de receptores alfa e beta-adrenérgicos;por;Alpha- and beta-adrenoreceptor agonists
R03AA01;epinefrina para inalação;por;"epinephrine; inhalant"
R03AB;agonistas não seletivos de receptores beta-adrenérgicos;por;Non-selective beta-adrenoreceptor agonists
R03AB02;isoprenalina;por;"isoprenaline; inhalant"
R03AB03;orciprenalina;por;"orciprenaline; inhalant"
R03AC;agonistas seletivos de receptores beta2-adrenérgicos;por;Selective beta-2-adrenoreceptor agonists
R03AC02;salbutamol;por;"salbutamol; inhalant"
R03AC03;terbutalina;por;"terbutaline; inhalant"
R03AC04;fenoterol;por;"fenoterol; inhalant"
R03AC05;rimiterol;por;"rimiterol; inhalant"
R03AC06;hexoprenalina;por;"hexoprenaline; inhalant"
R03AC07;isoetarina;por;"isoetarine; inhalant"
R03AC08;pirbuterol;por;"pirbuterol; inhalant"
R03AC09;tretoquinol;por;"tretoquinol; inhalant"
R03AC10;carbuterol;por;"carbuterol; inhalant"
R03AC11;tulobuterol;por;"tulobuterol; inhalant"
R03AC12;salmeterol;por;"salmeterol; inhalant"
R03AC13;formoterol;por;"formoterol; inhalant"
R03AC14;clembuterol;por;"clenbuterol; inhalant"
R03AC16;procaterol;por;"procaterol; inhalant"
R03AC17;bitolterol;por;"bitolterol; inhalant"
R03AH;associações de agentes adrenérgicos;por;Combinations of adrenergics
R03AK;adrenérgicos e outros agentes para doença obstrutiva das vias aéreas;por;Adrenergics in combination with corticosteroids or
R03AK01;epinefrina e outros agentes contra transtornos obstrutivos das vías respiratórias;por;epinephrine and other drugs for obstructive airway
R03AK02;isoprenalina e outros agentes contra transtornos obstrutivos das vias respeiratórias;por;isoprenaline and other drugs for obstructive airwa
R03AK03;fenoterol e outros agentes contra transtornos obstrutivos das vías respiratorias;por;[D] fenoterol & other drugs for obstructive airway
R03AK04;salbutamol e outros agentes contra transtornos obstrutivos dass vias respieratórias;por;"salbutamol and sodium cromoglicate; inhalant"
R03AK05;reproterol e outros agentes contra transtornos das vias respiratórias;por;"reproterol and sodium cromoglicate; inhalant"
R03AK06;salmeterol e outros agentes contra transtornos obstrutivos das vias respiratórias;por;"salmeterol and fluticasone; inhalant"
R03AK07;formoterol e outros agentes contra síndromes obstrutivas das vias respiratórias;por;"formoterol and budesonide; inhalant"
R03B;outros medicamentos para doenças obstrutivas das vias aéreas, para inalação;por;OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHAL
R03BA;glicocorticóides;por;Glucocorticoids
R03BA01;beclometasona;por;"beclometasone; inhalant"
R03BA02;budesonida;por;"budesonide; inhalant"
R03BA03;flunisolida;por;"flunisolide; inhalant"
R03BA04;betametasona;por;"betamethasone; inhalant"
R03BA05;fluticasona;por;"fluticasone; inhalant"
R03BA06;triancinolona;por;"triamcinolone; inhalant"
R03BA07;mometasona;por;"mometasone; inhalant"
R03BA08;ciclesonida;por;"ciclesonide; inhalant"
R03BB;anticolinérgicos;por;Anticholinergics
R03BB01;brometo de ipratrópio;por;"ipratropium bromide; inhalant"
R03BB02;brometo de oxitrópio;por;"oxitropium bromide; inhalant"
R03BB03;estramônio, preparados contendo;por;"stramoni preparations; inhalant"
R03BB04;brometo de tiotrópio;por;"tiotropium bromide; inhalant"
R03BB05;brometo de aclidinium;por;"aclidinium bromide; inhalant"
R03BB06;brometo de glicopirronium;por;"glycopyrronium bromide; inhalant"
R03BC;agentes antialérgicos excluindo corticosteróides;por;Antiallergic agents, excl. corticosteroids
R03BC01;ácido cromoglícico;por;"cromoglicic acid; inhalant"
R03BC03;nedocromila;por;"nedocromil; inhalant"
R03BX;outros agentes para o tratamento de doenças obstrutivas das vias aéreas, para inalação;por;Other drugs for obstructive airway diseases, inhal
R03BX01;fenspirida;por;"fenspiride; inhalant"
R03C;adrenérgicos para uso sistêmico;por;ADRENERGICS FOR SYSTEMIC USE
R03CA;agonistas de receptores alfa e beta-adrenérgicos;por;Alpha- and beta-adrenoreceptor agonists
R03CA02;efedrina;por;"ephedrine; oral"
R03CB;"agonistas de receptores beta-adrenérgicos; não seletivos";por;Non-selective beta-adrenoreceptor agonists
R03CB01;isoprenalina;por;"isoprenaline; oral"
R03CB02;metoxifenamina;por;"methoxyphenamine; oral"
R03CB03;orciprenalina;por;"orciprenaline; systemic"
R03CB51;isoprenalina, associações contendo;por;"isoprenaline, combinations; systemic"
R03CB53;orciprenalina, associações contendo;por;"orciprenaline, combinations; systemic"
R03CC;agonistas seletivos de receptores beta2-adrenérgicos;por;Selective beta-2-adrenoreceptor agonists
R03CC02;salbutamol;por;"salbutamol; systemic"
R03CC03;terbutalina;por;"terbutaline; systemic"
R03CC04;fenoterol;por;"fenoterol; oral, rectal"
R03CC05;hexoprenalina;por;"hexoprenaline; systemic"
R03CC06;isoetarina;por;"isoetarine; oral"
R03CC07;pirbuterol;por;"pirbuterol; oral"
R03CC08;procaterol;por;"procaterol; oral"
R03CC09;tretoquinol;por;"tretoquinol; systemic"
R03CC10;carbuterol;por;"carbuterol; oral"
R03CC11;tulobuterol;por;"tulobuterol; oral"
R03CC12;bambuterol;por;"bambuterol; oral"
R03CC13;clembuterol;por;"clenbuterol; oral"
R03CC14;reproterol;por;"reproterol; systemic"
R03CC53;terbutalina, associações contendo;por;"terbutaline, combinations; systemic"
R03CK;adrenérgicos e outros agentes para doenças obstrutivas das vias aéreas;por;Adrenergics and other drugs for obstructive airway
R03D;outros agentes sistêmicos para doenças obstrutivas das vias aéreas;por;OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEAS
R03DA;xantinas;por;Xanthines
R03DA01;diprofilina;por;"diprophylline; systemic, rectal"
R03DA02;teofilinato de colina;por;"choline theophyllinate; oral, rectal"
R03DA03;proxifilina;por;"proxyphylline; systemic, rectal"
R03DA04;teofilina;por;"theophylline; systemic, rectal"
R03DA05;aminofilina;por;"aminophylline; systemic, rectal"
R03DA06;etamifilina;por;"etamiphylline; systemic"
R03DA07;teobromina;por;"theobromine; systemic"
R03DA08;bamifilina;por;"bamifylline; systemic"
R03DA09;acefilina piperazina;por;"acefylline piperazine; systemic"
R03DA10;bufilina;por;"bufylline; systemic"
R03DA11;doxofilina;por;"doxofylline; systemic"
R03DA20;xantinas, associações de;por;"combinations of xanthines; systemic"
R03DA51;diprofilina, associações contendo;por;"diprophylline, combinations; systemic"
R03DA54;teofilina, associações contendo (excluindo psicolépticos);por;"theophylline, combinations excl. psycholeptics; sy"
R03DA55;aminofilina, associações contendo;por;"aminophylline, combinations; systemic"
R03DA57;teobromina, associações contendo;por;"theobromine, combinations; systemic"
R03DA74;teofilina, associações com psicolépticos;por;"theophylline, combinations with psycholeptics; sys"
R03DB;xantinas e adrenérgicos;por;Xanthines and adrenergics
R03DB01;diprofilina e adrenérgicos;por;"diprophylline and adrenergics; systemic"
R03DB02;teofilinato de colina e adrenérgicos;por;"choline theophyllinate and adrenergics; systemic"
R03DB03;proxifilina e adrenérgicos;por;"proxyphylline and adrenergics; systemic"
R03DB04;teofilina e adrenérgicos;por;"theophylline and adrenergics; systemic"
R03DB05;aminofilina e adrenérgicos;por;"aminophylline and adrenergics; systemic"
R03DB06;etanifilina e adrenérgicos;por;"etamiphylline and adrenergics; systemic"
R03DC;antagonistas do receptor de leucotrienos;por;Leukotriene receptor antagonists
R03DC01;zafirlucaste;por;"zafirlukast; oral"
R03DC02;pranlucaste;por;"pranlukast; systemic"
R03DC03;montelucaste;por;"montelukast; oral"
R03DC04;ibudilaste;por;"ibudilast; systemic"
R03DX;"outros agentes contra doenças obstrutivas das vias aéreas; de uso sistêmico para inalação";por;Other systemic drugs for obstructive airway diseas
R03DX01;anlexanox;por;"amlexanox; systemic"
R03DX02;eprozinol;por;"eprozinol; systemic"
R03DX03;fenspirida;por;"fenspiride; systemic"
R03DX05;omalizumabe;por;"omalizumab; parenteral"
R03DX06;seratrodaste;por;"seratrodast; systemic"
R03DX07;roflumilaste;por;"roflumilast; oral"
R05;preparações para tosse e resfriado;por;COUGH AND COLD PREPARATIONS
R05C;expectorantes excluindo associações com antitussígenos;por;EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRE
R05CA;expectorantes;por;Expectorants
R05CA01;tiloxapol;por;"tyloxapol; inhalant"
R05CA02;iodeto de potássio;por;"potassium iodide; oral"
R05CA03;guaifenesina;por;"guaifenesin; systemic"
R05CA04;ipecacuana;por;"ipecacuanha; oral"
R05CA05;raízes de althea;por;"althea root; oral"
R05CA06;polígala;por;"senega; oral"
R05CA07;pentassulfito de antimônio;por;"antimony pentasulfide; oral"
R05CA08;creosoto;por;"creosote; systemic"
R05CA09;sulfonato de guaiacol;por;"guaiacolsulfonate; oral"
R05CA10;associações;por;expectorants - combinations
R05CA11;levoverbenona;por;levoverbenone
R05CB;mucolíticos;por;Mucolytics
R05CB01;acetilcisteína;por;"acetylcysteine; inhalant, oral"
R05CB02;bromexina;por;"bromhexine; systemic"
R05CB03;carbocisteína;por;"carbocisteine; oral"
R05CB04;eprazinona;por;"eprazinone; oral"
R05CB05;mesna;por;"mesna; inhalant"
R05CB06;ambroxol;por;"ambroxol; oral"
R05CB07;sobrerol;por;"sobrerol; oral"
R05CB08;domiodol;por;domiodol
R05CB09;letosteína;por;"letosteine; oral"
R05CB10;associações;por;mucolytics - combinations
R05CB11;estepronina;por;stepronin
R05CB12;tiopronina;por;"[U] tiopronin; systemic"
R05CB13;alfadornase (desoxirribonuclease);por;"dornase alfa (desoxyribonuclease); inhalant"
R05CB14;neltenexina;por;"neltenexine; oral"
R05CB15;erdosteína;por;"erdosteine; oral"
R05CB16;manitol;por;"mannitol; inhalant"
R05D;antitussígenos, excluindo associações com expectorantes;por;COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECT
R05DA;alcalóides do ópio e derivados;por;Opium alkaloids and derivatives
R05DA01;etilmorfina;por;"ethylmorphine; oral"
R05DA03;hidrocodona;por;"hydrocodone; oral"
R05DA04;codeína;por;"codeine; oral"
R05DA05;alcalóides do ópio, com morfina;por;"opium alkaloids with morphine; systemic"
R05DA06;normetadona;por;"normethadone; oral"
R05DA07;noscapina;por;"noscapine; oral"
R05DA08;folcodina;por;"pholcodine; oral"
R05DA09;dextrometorfano;por;"dextromethorphan; oral"
R05DA10;tebacona;por;"thebacon; oral"
R05DA11;dimemorfano;por;"dimemorfan; oral"
R05DA12;acetildiidrocodeína;por;"acetyldihydrocodeine; oral"
R05DA20;associações;por;opium alkaloids and derivatives - combinations
R05DB;outros supressores da tosse;por;Other cough suppressants
R05DB01;benzonatato;por;"benzonatate; oral"
R05DB02;bemproperina;por;"benproperine; oral"
R05DB03;clobutinol;por;"clobutinol; systemic"
R05DB04;isoaminila;por;"isoaminile; oral"
R05DB05;pentoxiverina;por;"pentoxyverine; oral, rectal"
R05DB07;oxolamina;por;"oxolamine; oral"
R05DB09;oxeladina;por;"oxeladin; oral"
R05DB10;clofedanol;por;"clofedanol; oral"
R05DB11;pipazetato;por;"pipazetate; oral"
R05DB12;brometo de bibenzônio;por;"bibenzonium bromide; oral"
R05DB13;butamirato;por;"butamirate; oral"
R05DB14;fedrilato;por;"fedrilate; oral"
R05DB15;zipeprol;por;"zipeprol; oral"
R05DB16;dibunato;por;"dibunate; oral, rectal"
R05DB17;droxipropina;por;droxypropine
R05DB18;prenoxdiazina;por;"prenoxdiazine; oral"
R05DB19;dropropizina;por;"dropropizine; oral, rectal"
R05DB20;associações;por;other cough suppressants - combinations
R05DB21;cloperastina;por;"cloperastine; oral"
R05DB22;meprotixol;por;meprotixol
R05DB23;piperidiona;por;piperidione
R05DB24;tipepidina;por;"tipepidine; oral"
R05DB25;morclofona;por;morclofone
R05DB26;nepinalona;por;nepinalone
R05DB27;levodropropizina;por;"levodropropizine; oral"
R05DB28;dimetoxanato;por;"dimethoxanate; oral, topical"
R05F;associações de supressores da tosse e expectorantes;por;COUGH SUPPRESSANTS AND EXPECTORANTS, COMBINATIONS
R05FA;derivados do ópio e expectorantes;por;Opium derivatives and expectorants
R05FA01;derivados do ópio e mucolíticos;por;"opium derivatives and mucolytics; systemic"
R05FA02;derivados do ópio e expectorantes;por;"opium derivatives and expectorants; systemic"
R05FB;outros supressores da tosse e expectorantes;por;Other cough suppressants and expectorants
R05FB01;supressores da tosse e mucolíticos;por;cough suppressants and mucolytics
R05FB02;supressores da tosse e expectorantes;por;cough suppressants and expectorants
R05X;outras preparações em associação para o tratamento sintomático do resfriado;por;OTHER COLD PREPARATIONS
R06;anti-histamínicos para uso sistêmico;por;ANTIHISTAMINES FOR SYSTEMIC USE
R06A;anti-histamínicos para uso sistêmico;por;ANTIHISTAMINES FOR SYSTEMIC USE
R06AA;éteres aminoalquílicos com atividade anti-histamínica;por;Aminoalkyl ethers
R06AA01;bromazina;por;"bromazine; systemic"
R06AA02;difenidramina;por;"diphenhydramine; oral, rectal"
R06AA04;clemastina;por;"clemastine; systemic"
R06AA06;clorfenoxamina;por;"chlorphenoxamine; systemic"
R06AA07;difenilpiralina;por;"diphenylpyraline; oral"
R06AA08;carbinoxamina;por;"carbinoxamine; oral"
R06AA09;doxilamina;por;"doxylamine; oral"
R06AA52;difenidramina, associações contendo;por;"diphenhydramine, combinations; systemic"
R06AA54;clemastina, associações contendo;por;"clemastine, combinations; systemic"
R06AA56;clorfenoxamina, associações contendo;por;"chlorphenoxamine, combinations; systemic"
R06AA57;difenilpiralina, associações contendo;por;"diphenylpyraline, combinations; systemic"
R06AB;alquilaminas substituídas;por;Substituted alkylamines
R06AB01;bronfeniramina;por;"brompheniramine; oral"
R06AB02;dexclorfeniramina;por;"dexchlorpheniramine; systemic"
R06AB03;dimetindeno;por;"dimetindene; oral"
R06AB04;clorfeniramina;por;"chlorphenamine; systemic"
R06AB05;feniramina;por;"pheniramine; oral"
R06AB06;dexbronfeniramina;por;"dexbrompheniramine; systemic"
R06AB07;talastina;por;"talastine; systemic"
